county,state,year,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Kern,California,2020-03-01,1414,183,110,11,1718,1490,110,1600,107,11,118,1814,1597,277,463,52,1871,61,142,71,35,17,,111,,,132,2,1713,257,510,,,,,,,,
Kern,California,2020-02-01,1512,205,124,21,1862,1610,129,1739,107,16,123,1889,1677,347,462,70,1771,170,214,177,32,22,,116,,,126,2,2226,257,609,,,,,,,,
Kern,California,2020-01-01,1538,201,108,32,1879,1635,118,1753,104,22,126,1894,1787,407,519,70,1780,87,196,231,26,21,,134,,,134,3,2226,246,587,,,,,,,,
Kern,California,2019-12-01,1494,191,130,34,1849,1580,141,1721,105,23,128,1897,1675,350,526,73,1827,187,109,104,22,20,,124,,,130,2,2239,214,596,,,,,,,,
Kern,California,2019-11-01,1475,204,145,27,1851,1567,157,1724,112,15,127,1880,1678,470,514,74,2176,252,175,113,22,22,,114,,,135,2,2163,224,629,,,,,,,,
Kern,California,2019-10-01,1495,194,201,28,1918,1588,206,1794,101,23,124,1972,1773,402,626,72,2161,423,266,182,29,27,,103,,,151,4,2458,240,748,,,,,,,,
Kern,California,2019-09-01,1484,213,198,15,1910,1599,188,1787,98,25,123,1946,1834,460,607,90,2252,288,207,147,30,24,,94,,,133,3,2372,262,623,,,,,,,,
Kern,California,2019-08-01,1458,205,249,29,1941,1562,240,1802,101,38,139,1971,1837,539,650,55,2102,361,200,155,31,26,,87,,,130,4,2648,260,646,,,,,,,,
Kern,California,2019-07-01,1440,190,260,38,1928,1527,254,1781,103,44,147,1968,1664,393,670,78,2169,267,245,158,37,25,,81,,,133,2,2512,229,645,,,,,,,,
Kern,California,2019-06-01,1490,198,228,33,1949,1573,224,1797,115,37,152,2006,1707,372,490,80,2145,316,282,165,29,27,,83,,,118,1,2508,224,584,,,,,,,,
Kern,California,2019-05-01,1492,200,229,27,1948,1576,230,1806,116,26,142,2019,1801,432,354,82,2260,399,287,138,31,27,,87,,,126,1,2600,248,613,,,,,,,,
Kern,California,2019-04-01,1537,215,181,19,1952,1639,173,1812,113,27,140,1986,1722,329,369,82,2351,408,256,139,37,29,,97,,,146,2,2644,219,590,,,,,,,,
Kern,California,2019-03-01,1517,220,184,16,1937,1626,175,1801,111,25,136,2024,1777,437,410,80,2149,369,253,150,34,30,,101,,,135,2,2747,272,669,,,,,,,,
Kern,California,2019-02-01,1476,216,192,18,1902,1589,169,1758,103,41,144,1972,1661,395,421,81,1979,431,264,107,32,28,,99,,,138,2,2463,212,447,,,,,,,,
Kern,California,2019-01-01,1512,208,214,34,1968,1604,187,1791,116,61,177,2040,1698,410,427,89,1848,455,260,124,36,27,,94,,,140,3,2549,198,666,,,,,,,,
Kern,California,2018-12-01,1413,199,318,47,1977,1502,260,1762,110,105,215,2018,1650,346,388,90,2438,315,234,100,35,30,,104,,,125,3,2556,188,337,,,,,,,,
Kern,California,2018-11-01,1459,186,196,61,1902,1549,190,1739,96,67,163,2044,1631,376,481,92,2112,497,284,126,32,30,,112,,,149,4,2234,204,464,,,,,,,,
Kern,California,2018-10-01,1481,200,249,53,1983,1584,241,1825,97,61,158,2034,1593,332,521,89,2180,553,282,143,30,28,,109,,,131,4,2543,212,507,,,,,,,,
Kern,California,2018-09-01,1462,203,239,48,1952,1557,229,1786,108,58,166,2011,1570,371,494,95,1914,454,167,112,25,30,,103,,,137,3,2585,209,515,,,,,,,,
Kern,California,2018-08-01,1466,210,250,47,1973,1565,241,1806,111,56,167,2031,1528,430,508,93,2098,738,268,138,39,32,,97,,,131,3,2793,236,661,,,,,,,,
