county,state,year,number_of_inmates_booked,average_daily_population
Hancock,Illinois,2016,1218,28
Hancock,Illinois,2015,603,21.8
Hancock,Illinois,2014,554,17.7
Hancock,Illinois,2013,505,17.5
Hancock,Illinois,2012,502,17.9
Hancock,Illinois,2011,511,18.1
Hancock,Illinois,2010,405,16.6
Hancock,Illinois,2009,535,15
Hancock,Illinois,2008,537,14.6
Hancock,Illinois,2007,634,17.3
Hancock,Illinois,2006,726,17.1
Hancock,Illinois,2005,692,21.3
Hancock,Illinois,2004,1115,27
Hancock,Illinois,2003,952,23
Hancock,Illinois,2002,748,22.1
Hancock,Illinois,2001,665,15.9
Hancock,Illinois,2000,687,14.6
Hancock,Illinois,1999,539,8.6
Hancock,Illinois,1998,511,13
Hancock,Illinois,1997,572,13
Hancock,Illinois,1996,584,10
Hancock,Illinois,1995,511,16
Hancock,Illinois,1994,515.8,15.3
Hancock,Illinois,1993,520.5,14.5
Hancock,Illinois,1992,525.3,13.8
Hancock,Illinois,1991,530,13
Hancock,Illinois,1990,501,10
Hancock,Illinois,1989,563,9
Hancock,Illinois,1988,566,12
Hancock,Illinois,1987,644,11
Hancock,Illinois,1986,616,11
Hancock,Illinois,1985,539,8
Hancock,Illinois,1984,467,9
Hancock,Illinois,1983,442,6
Hancock,Illinois,1982,399,5
Hancock,Illinois,1981,384,7
