county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Navarro,Texas,2017-12-01,120,26,6,1,7,31,0,1,0,44,0,1,0,237,0,237,290,81.72,24,,,,
Navarro,Texas,2017-11-01,128,27,7,2,9,28,3,1,0,44,0,4,2,255,0,255,290,87.93,0,0,11,195,11700
Navarro,Texas,2017-10-01,123,20,7,3,14,26,6,1,0,48,0,2,0,250,0,250,290,86.21,11,0,9,247,14820
Navarro,Texas,2017-09-01,128,13,4,3,19,18,5,1,0,55,0,3,3,252,0,252,290,86.9,0,2,13,223,13380
Navarro,Texas,2017-08-01,127,18,0,1,20,31,2,3,0,61,0,3,5,271,0,271,290,93.45,0,1,10,181,10860
Navarro,Texas,2017-07-01,135,17,1,1,24,40,2,7,0,45,0,4,4,280,0,280,290,96.55,0,3,7,170,10200
Navarro,Texas,2017-06-01,121,8,1,1,29,27,6,5,0,51,0,1,2,252,0,252,290,86.9,0,5,10,188,11280
Navarro,Texas,2017-05-01,122,5,1,1,28,21,3,5,0,52,0,1,1,240,0,240,290,82.76,21,4,6,151,9060
Navarro,Texas,2017-04-01,127,8,1,6,21,31,4,6,0,34,1,3,1,243,0,243,290,83.79,18,3,7,168,10080
Navarro,Texas,2017-03-01,112,14,1,3,17,37,6,6,0,32,1,2,0,231,0,231,290,79.66,30,1,7,169,10140
Navarro,Texas,2017-02-01,111,14,0,2,18,32,6,6,0,32,0,1,3,225,0,225,290,77.59,36,1,3,34,2040
Navarro,Texas,2017-01-01,120,13,2,2,20,31,1,3,0,36,0,3,1,232,0,232,290,80,29,1,6,130,7800
Navarro,Texas,2016-12-01,123,19,1,3,18,24,0,4,0,34,0,1,1,228,0,228,290,78.62,33,0,9,126,7560
Navarro,Texas,2016-11-01,125,20,6,2,18,19,1,5,0,39,0,1,0,236,0,236,290,81.38,25,2,7,106,6360
Navarro,Texas,2016-10-01,117,7,6,2,19,28,8,4,0,38,0,2,1,232,0,232,290,80,29,1,5,115,6900
Navarro,Texas,2016-09-01,117,15,3,1,17,15,3,3,0,40,0,2,0,216,0,216,290,74.48,45,5,6,73,4380
Navarro,Texas,2016-08-01,122,8,4,5,18,16,2,4,0,48,0,3,0,230,0,230,290,79.31,31,2,1,33,1980
Navarro,Texas,2016-07-01,100,20,7,5,19,25,0,3,0,47,0,3,1,230,0,230,290,79.31,31,1,1,30,0
Navarro,Texas,2016-06-01,104,12,2,6,19,17,0,4,0,44,1,2,0,211,0,211,290,72.76,50,1,1,31,1860
Navarro,Texas,2016-05-01,100,4,3,3,20,24,0,3,0,36,1,2,1,197,0,197,290,67.93,64,3,1,30,0
Navarro,Texas,2016-04-01,88,13,2,3,19,5,3,4,0,30,3,1,2,173,0,173,290,59.66,88,1,1,40,2400
Navarro,Texas,2016-03-01,75,8,1,2,23,27,5,1,0,26,1,0,2,171,0,171,290,58.97,90,1,0,0,0
Navarro,Texas,2016-02-01,92,11,1,3,24,19,5,1,0,26,0,4,1,187,0,187,290,64.48,74,3,3,34,2040
Navarro,Texas,2016-01-01,100,12,1,1,18,20,3,1,0,26,2,1,0,185,0,185,290,63.79,76,2,1,14,840
Navarro,Texas,2015-12-01,122,7,1,1,15,16,4,0,0,22,2,0,0,190,0,190,290,65.52,71,2,3,58,3480
Navarro,Texas,2015-11-01,111,12,0,2,13,29,7,2,0,43,1,3,0,223,0,223,290,76.9,38,2,4,91,5460
Navarro,Texas,2015-10-01,110,11,2,1,12,25,4,0,0,49,0,0,2,216,0,216,290,74.48,45,10,4,84,5040
Navarro,Texas,2015-09-01,87,5,1,4,13,16,12,4,0,34,1,1,1,179,0,179,290,61.72,82,2,3,60,0
