county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Medina,Texas,2017-12-01,49,12,1,0,1,2,0,1,0,30,0,0,0,75,0,75,96,78.13,11,,,,
Medina,Texas,2017-11-01,55,6,1,0,1,6,0,2,0,25,0,0,0,75,0,75,96,78.13,11,0,3,57,3571.05
Medina,Texas,2017-10-01,59,4,1,1,2,11,0,2,0,30,0,0,0,76,0,76,96,79.17,10,1,1,30,1879.5
Medina,Texas,2017-09-01,62,4,0,0,1,6,0,0,0,27,0,0,0,65,0,65,96,67.71,21,0,3,35,2192.75
Medina,Texas,2017-08-01,62,3,0,0,1,5,0,1,0,17,0,0,0,72,0,72,96,75,14,0,4,55,3445.75
Medina,Texas,2017-07-01,78,1,0,0,2,6,0,1,0,15,0,0,0,70,0,70,96,72.92,16,1,2,41,2568.65
Medina,Texas,2017-06-01,78,2,0,0,1,4,0,2,0,13,0,0,0,65,0,65,96,67.71,21,0,1,31,1942.15
Medina,Texas,2017-05-01,66,5,0,1,2,13,1,1,0,23,0,0,0,77,0,77,96,80.21,0,0,2,35,2192.75
Medina,Texas,2017-04-01,78,4,0,0,2,11,0,1,0,19,0,0,0,75,0,75,96,78.13,11,0,3,83,5199.95
Medina,Texas,2017-03-01,72,2,0,2,2,6,0,3,0,12,0,0,0,66,0,66,96,68.75,20,0,2,56,3508.4
Medina,Texas,2017-02-01,83,2,0,1,2,8,0,2,0,8,0,0,0,76,0,76,96,79.17,10,1,3,36,2255.76
Medina,Texas,2017-01-01,64,3,0,2,3,10,0,1,0,9,0,0,0,72,0,72,96,75,14,1,2,62,3884.3
Medina,Texas,2016-12-01,60,5,1,1,3,10,0,3,0,10,0,0,0,78,0,78,96,81.25,0,1,2,60,3759
Medina,Texas,2016-11-01,56,3,0,1,3,8,0,0,0,8,0,0,0,59,0,59,96,61.46,27,0,2,60,3759
Medina,Texas,2016-10-01,64,13,0,2,1,12,1,0,0,12,0,0,1,79,0,79,96,82.29,0,0,3,36,2255.4
Medina,Texas,2016-09-01,76,9,0,1,1,8,0,0,0,11,0,0,0,74,0,74,96,77.08,12,1,2,5,313.25
Medina,Texas,2016-08-01,67,10,1,3,4,16,0,2,0,10,0,0,0,79,0,79,96,82.29,0,0,0,0,0
Medina,Texas,2016-07-01,60,11,1,3,4,9,0,3,0,16,0,0,0,82,0,82,96,85.42,0,0,0,0,0
Medina,Texas,2016-06-01,58,6,0,2,9,7,0,1,0,15,0,0,0,79,0,79,96,82.29,0,1,1,31,1942.15
Medina,Texas,2016-05-01,63,3,0,2,10,8,0,1,0,17,0,0,0,80,0,80,96,83.33,0,0,1,38,2380.7
Medina,Texas,2016-04-01,44,4,0,0,7,6,0,1,0,12,0,0,0,61,0,61,96,63.54,25,1,1,31,1942.15
Medina,Texas,2016-03-01,58,8,0,1,9,8,2,1,0,18,0,0,0,85,0,85,96,88.54,0,0,2,46,2881.9
Medina,Texas,2016-02-01,54,5,0,0,8,9,0,2,0,13,0,1,0,81,0,81,96,84.38,0,0,3,36,2255.76
Medina,Texas,2016-01-01,51,0,0,1,9,7,0,2,0,13,0,3,0,79,0,79,96,82.29,0,0,3,53,3320.45
Medina,Texas,2015-12-01,49,3,0,2,3,8,1,3,0,10,1,4,0,80,0,80,96,83.33,0,0,2,23,1440.95
Medina,Texas,2015-11-01,52,3,1,2,3,4,4,2,0,10,1,1,0,76,0,76,96,79.17,10,2,1,31,1942.15
Medina,Texas,2015-10-01,52,6,0,2,3,2,4,1,0,11,0,0,1,72,0,72,96,75,14,1,1,19,1200.42
Medina,Texas,2015-09-01,58,3,1,1,5,9,2,4,0,13,0,2,0,83,0,83,96,86.46,0,0,1,2,126.36
Medina,Texas,2015-08-01,47,4,1,0,7,5,1,5,0,13,0,4,0,79,0,79,96,82.29,0,1,1,2,126.36
Medina,Texas,2015-07-01,36,5,0,0,7,7,0,3,0,15,0,1,0,73,0,73,96,76.04,13,3,1,30,1895.4
Medina,Texas,2015-06-01,30,7,0,1,6,7,0,1,0,9,0,1,0,61,0,61,96,63.54,25,0,1,31,1958.58
Medina,Texas,2015-05-01,32,6,0,3,4,11,0,3,0,4,0,2,1,65,0,65,96,67.71,21,0,4,60,3790.8
Medina,Texas,2015-04-01,27,5,0,1,3,3,0,3,0,5,1,1,0,48,0,48,96,50,38,1,1,31,1958.58
Medina,Texas,2015-03-01,26,4,0,0,5,2,0,5,0,13,0,1,0,56,0,56,96,58.33,30,1,0,60,3790.8
Medina,Texas,2015-02-01,31,6,0,3,2,8,0,1,0,13,0,2,0,65,0,65,96,67.71,21,1,4,53,3348.54
Medina,Texas,2015-01-01,38,5,0,1,3,4,0,2,0,8,0,3,0,63,0,63,96,65.63,23,2,3,68,4296.24
Medina,Texas,2014-12-01,33,7,0,1,2,6,1,3,0,10,0,3,0,66,0,66,96,68.75,20,2,3,63,3980.34
Medina,Texas,2014-11-01,41,6,0,2,2,10,0,3,0,3,0,3,0,70,0,70,96,72.92,16,1,3,65,4106.7
Medina,Texas,2014-10-01,38,8,0,0,3,15,0,2,0,5,1,2,0,74,0,74,96,77.08,12,1,1,30,1863.6
Medina,Texas,2014-09-01,39,7,1,0,5,7,0,4,0,11,1,0,0,75,0,75,96,78.13,11,0,2,33,2049.96
Medina,Texas,2014-08-01,36,8,1,0,4,7,1,0,0,8,2,1,0,68,0,68,96,70.83,18,1,2,40,2484.8
Medina,Texas,2014-07-01,40,5,0,1,6,3,3,0,0,15,1,1,0,75,0,75,96,78.13,11,1,0,0,0
Medina,Texas,2014-06-01,37,4,1,1,3,8,0,0,0,8,1,0,0,63,0,63,96,65.63,23,0,0,0,0
Medina,Texas,2014-05-01,33,7,0,0,4,10,0,0,0,8,1,2,1,63,0,63,96,65.63,23,1,1,3,186.36
Medina,Texas,2014-04-01,43,5,0,1,3,11,1,0,0,14,1,0,0,72,0,72,96,75,14,0,0,0,0
Medina,Texas,2014-03-01,46,7,1,0,3,4,0,1,0,12,1,0,1,72,0,72,96,75,14,0,0,0,0
Medina,Texas,2014-02-01,45,11,0,0,2,4,0,1,0,2,1,2,3,67,0,67,96,69.79,19,0,4,47,2919.64
Medina,Texas,2014-01-01,34,17,0,2,3,10,0,3,0,5,0,3,2,72,0,72,96,75,14,2,3,65,3758.95
Medina,Texas,2013-12-01,35,21,1,2,5,10,1,0,0,8,0,0,1,76,0,76,96,79.17,10,2,2,60,3469.8
Medina,Texas,2013-11-01,44,16,1,2,5,10,2,1,0,8,0,1,0,83,0,83,96,86.46,0,0,4,84,4857.72
Medina,Texas,2013-10-01,48,8,1,2,5,12,0,0,0,10,0,2,0,78,0,78,96,81.25,0,1,4,64,3701.12
Medina,Texas,2013-09-01,42,6,2,1,4,3,0,1,0,15,0,0,0,67,0,67,96,69.79,19,0,4,81,4684.23
