county,state,year,number_of_inmates_booked,average_daily_population
DeKalb,Illinois,2016,2299,111.9
DeKalb,Illinois,2015,2268,116.8
DeKalb,Illinois,2014,2966,140.8
DeKalb,Illinois,2013,2902,134.5
DeKalb,Illinois,2012,2758,136
DeKalb,Illinois,2011,3019,140.6
DeKalb,Illinois,2010,2722,131
DeKalb,Illinois,2009,2695,117.4
DeKalb,Illinois,2008,2656,124.4
DeKalb,Illinois,2007,2737,102
DeKalb,Illinois,2006,2737,102.6
DeKalb,Illinois,2005,2473,87.9
DeKalb,Illinois,2004,2596,80.3
DeKalb,Illinois,2003,2569,76.5
DeKalb,Illinois,2002,2497,79.5
DeKalb,Illinois,2001,2546,76.3
DeKalb,Illinois,2000,2392,69.3
DeKalb,Illinois,1999,2114,62
DeKalb,Illinois,1998,1959,67
DeKalb,Illinois,1997,1641,56
DeKalb,Illinois,1996,2281,67
DeKalb,Illinois,1995,1936,61
DeKalb,Illinois,1994,1771,61.3
DeKalb,Illinois,1993,1606,61.5
DeKalb,Illinois,1992,1441,61.8
DeKalb,Illinois,1991,1276,62
DeKalb,Illinois,1990,1266,58
DeKalb,Illinois,1989,1309,47
DeKalb,Illinois,1988,1182,33
DeKalb,Illinois,1987,1248,32
DeKalb,Illinois,1986,1235,27
DeKalb,Illinois,1985,1232,33
DeKalb,Illinois,1984,1273,26
DeKalb,Illinois,1983,1240,23
DeKalb,Illinois,1982,1126,22
DeKalb,Illinois,1981,1092,21
