county,state,year,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
San Francisco,California,2019-09-01,953,111,168,20,1252,,,0,,,0,1310,572,307,329,189,2963,1689,77,171,86,18,,0,0,0,,6,1471,0,0,0,,,,,,,
San Francisco,California,2019-08-01,935,105,164,18,1222,,,0,,,0,1297,555,342,305,185,2985,1825,64,139,86,17,,0,0,0,,7,1570,0,0,0,,,,,,,
San Francisco,California,2019-07-01,961,109,169,19,1258,,,0,,,0,1332,557,304,311,185,2844,1872,75,158,85,16,,0,0,0,,7,1483,0,0,0,,,,,,,
San Francisco,California,2019-06-01,980,112,173,20,1285,,,0,,,0,1352,590,348,334,185,2572,1789,76,155,86,17,,0,0,0,,8,1348,0,0,0,,,,,,,
San Francisco,California,2019-05-01,987,112,228,20,1347,,,0,,,0,1362,580,346,340,185,2832,2076,86,144,86,16,,0,0,0,,8,1559,0,0,0,,,,,,,
San Francisco,California,2019-04-01,992,107,176,19,1294,,,0,,,0,1371,575,346,319,185,2622,1592,83,153,86,19,,0,0,0,,6,1549,0,0,0,,,,,,,
San Francisco,California,2019-03-01,966,103,170,18,1257,,,0,,,0,1311,537,313,312,185,2532,1762,74,146,86,17,,0,0,0,,8,1459,0,0,0,,,,,,,
San Francisco,California,2019-02-01,1006,119,177,21,1323,,,0,,,0,1393,533,271,336,185,2473,1820,71,152,86,18,,0,0,0,3,9,1350,0,0,0,,,,,,,
San Francisco,California,2019-01-01,1047,122,185,22,1376,,,,,,,1451,552,284,352,185,2640,1515,83,164,86,20,,0,0,0,,6,1529,0,0,0,,,,,,,
San Francisco,California,2018-12-01,1037,131,183,23,1374,1081,191,1272,87,15,102,1439,575,288,350,185,3170,1213,83,141,86,18,,0,0,0,2,6,1471,0,0,0,,,,,,,
San Francisco,California,2018-11-01,1004,130,177,23,1334,1049,185,1234,85,15,100,1415,560,294,363,185,3233,1121,94,124,86,19,,0,0,0,4,8,1372,0,0,0,,,,,,,
San Francisco,California,2018-10-01,984,132,174,23,1313,1032,182,1214,84,15,99,1391,521,318,338,185,3327,1178,104,165,86,24,,0,0,0,2,7,1578,0,0,0,,,,,,,
San Francisco,California,2018-09-01,978,122,173,22,1295,1018,180,1198,82,15,97,1377,486,263,335,185,2934,957,95,68,86,24,,0,0,0,3,7,1418,0,0,0,,,,,,,
San Francisco,California,2018-08-01,1013,108,179,19,1319,1037,183,1220,84,15,99,1404,522,325,317,185,3261,1160,100,89,86,18,,0,0,0,2,6,1504,0,0,0,,,,,,,
San Francisco,California,2018-07-01,991,98,175,17,1281,1006,178,1184,82,15,97,1337,472,341,308,185,3488,1285,96,88,86,14.94,,0,0,0,1.25,7.61,1531,0,0,0,,,,,,,
San Francisco,California,2018-06-01,957,98,169,17,1241,975.89,172.22,1148,79.13,13.96,93,1298,468,299,285,185,3158,1053,96,87,86,15.97,,0,0,0,1.25,6.6,1340,0,0,0,,,,,,,
San Francisco,California,2018-05-01,953,101,168,18,1240,974.72,172.01,1147,79.03,13.95,93,1312,463,324,296,185,3547,1169,110,96,86,18.74,,0,0,0,3.4,7.16,1464,0,0,0,,,,,,,
San Francisco,California,2018-04-01,944,95,167,17,1223,961,170,1131,78,14,92,1308,444,297,284,185,3478,1162,112,95,86,21,,0,0,0,1.5,7,1498,0,0,0,,,,,,,
San Francisco,California,2018-03-01,939,87,166,15,1207,949,167,1116,77,14,91,1287,,,,185,,1185,104,105,86,16,,0,0,0,3.5,6,1488,0,0,0,,,,,,,
San Francisco,California,2018-02-01,989,95,175,17,1276,1004,177,1181,81,14,95,1358,752,,420,145,11992,1054,79,87,86,20,,0,0,0,3.5,6,1319,0,0,0,,,,,,,
San Francisco,California,2018-01-01,972,94,172,17,1255,1117,32,1149,90,16,106,1329,801,,346,138,12737,1195,102,85,86,18.81,,0,0,0,4.25,6.71,1499,0,0,0,,,,,,,
San Francisco,California,2017-12-01,990,90,175,16,1271,999,177,1176,81,14,95,1331,764,,330,139,12764,1164,80,85,86,17,,0,0,0,2,7,1384,0,0,0,,,,,,,
San Francisco,California,2017-11-01,990,91,175,16,1272,1000,177,1177,81,14,95,1371,770,,330,144,12391,1115,78,100,86,19.27,,0,0,0,5,6.07,1303,0,0,0,,,,,,,
San Francisco,California,2017-10-01,994,89,176,16,1275,1002,178,1180,81,14,95,1328,794,,307,144,13577,1168,91,127,86,17,,0,0,0,4.5,5,1405,0,0,0,,,,,,,
San Francisco,California,2017-09-01,985,94,174,17,1270,998,177,1175,81,14,95,1345,799,,370,137,12516,1086,85,95,86,19,,0,0,0,2.75,17,1352,0,0,0,,,,,,,
San Francisco,California,2017-08-01,983,87,174,15,1259,990,175,1165,80,14,94,1330,765,88,302,135,14728,1296,101,127,86,19,,0,0,0,3,3,1438,0,0,0,,,,,,,
San Francisco,California,2017-07-01,944,87,166,15,1212,954,167,1121,77,14,91,1290,729,55,296,128,12153,1211,92,128,86,16,,0,0,0,4,7,1439,0,0,0,,,,,,,
San Francisco,California,2017-06-01,944,91,168,16,1219,957,170,1127,78,14,92,1290,731,51,304,135,10666,1086,93,125,86,17,,0,0,0,3,7,1304,0,0,0,,,,,,,
San Francisco,California,2017-05-01,951,93,168,16,1228,966,171,1137,77,14,91,1303,895,89,291,142,13244,1237,101,115,86,20,,0,0,0,4,6,1388,0,0,0,,,,,,,
