county,state,year,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Monterey,California,2018-12-01,449,67,264,56,836,484,280,764,32,40,72,866,,,155,,1936,724,71,105,13,18,0,0,0,0,6,0,974,213,140,0,,,,,,,
Monterey,California,2018-11-01,458,68,264,65,855,490,286,776,36,43,79,902,,,173,,2770,810,61,131,9,21,0,0,0,0,12,0,1051,169,182,0,,,,,,,
Monterey,California,2018-10-01,467,76,266,65,874,510,291,801,33,40,73,921,,,209,,2268,1042,81,144,13,21,0,0,0,0,19,0,1097,214,215,0,,,,,,,
Monterey,California,2018-09-01,481,81,278,63,903,530,299,829,32,42,74,960,,,235,,1881,878,72,146,9,22,0,0,0,0,12,0,1065,216,181,0,,,,,,,
Monterey,California,2018-08-01,476,78,277,67,898,523,298,821,32,45,77,948,,,273,,2079,1071,92,151,22,26,0,0,0,0,1,0,1172,195,209,0,,,,,,,
Monterey,California,2018-07-01,466,79,282,59,886,511,302,813,33,40,73,923,,,266,,1279,799,81,148,12,21,0,0,0,0,12,0,1087,219,172,0,,,,,,,
Monterey,California,2018-06-01,464,72,286,54,876,507,303,810,30,36,66,923,,,240,,1201,811,104,137,19,20,0,0,0,0,17,0,1099,220,183,0,,,,,,,
Monterey,California,2018-05-01,462,70,292,56,880,500,310,810,32,38,70,918,,,150,,1544,1042,63,162,16,20,0,0,0,0,29,,1044,181,202,0,,,,,,,
Monterey,California,2018-04-01,471,61,298,62,892,500,318,818,32,42,74,942,,,165,,1169,953,60,149,14,20,0,0,0,0,31,,1097,212,189,0,,,,,,,
Monterey,California,2018-03-01,444,60,303,53,860,483,312,795,21,44,65,900,,,256,,1114,1088,80,158,9,17,0,0,0,0,14,,982,189,190,0,,,,,,,
