county,state,year,number_of_inmates_booked,average_daily_population
Illinois,Illinois,2016,267821,17190.6
Illinois,Illinois,2015,286834,17515.2
Illinois,Illinois,2014,284853,19220.9
Illinois,Illinois,2013,309979,21755
Illinois,Illinois,2012,310579,19718.5
Illinois,Illinois,2011,309659,19178.2
Illinois,Illinois,2010,320255,19222
Illinois,Illinois,2009,350653,19544
Illinois,Illinois,2008,368817,19584.9
Illinois,Illinois,2007,383632,20195.1
Illinois,Illinois,2006,382070,21112
Illinois,Illinois,2005,369783,21854.9
Illinois,Illinois,2004,357363,22802.1
Illinois,Illinois,2003,362687,22493
Illinois,Illinois,2002,357827,22980.9
Illinois,Illinois,2001,224014,19197.1
Illinois,Illinois,2000,250621,19591.8
Illinois,Illinois,1999,333153,19547.8
Illinois,Illinois,1998,316150,17713
Illinois,Illinois,1997,307972,18299.2
Illinois,Illinois,1996,285868,17491.7
Illinois,Illinois,1995,283048,17283.2
Illinois,Illinois,1994,274162.8,15966.5
Illinois,Illinois,1993,265067,14637.6
Illinois,Illinois,1992,258130.5,13312.9
Illinois,Illinois,1991,249178,11984
Illinois,Illinois,1990,243586,11516.8
Illinois,Illinois,1989,227214,10175
Illinois,Illinois,1988,198386,9113
Illinois,Illinois,1987,194348,9123
Illinois,Illinois,1986,186350,8601
Illinois,Illinois,1985,178183,8115
Illinois,Illinois,1984,120930,8004
Illinois,Illinois,1983,126039,7909
Illinois,Illinois,1982,115284,6847
Illinois,Illinois,1981,108644,6452
