county,state,year,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Stanislaus,California,2018-12-01,782,116,241,34,1173,841,217,1058,57,58,115,1250,405,313,188,57,1026,286,48,68,0,16,,,,,18,2,1540,571,254,0,,,,,,,
Stanislaus,California,2018-11-01,776,103,253,42,1174,824,238,1062,55,57,112,1256,348,285,199,57,902,293,54,80,0,15,,,,,28,4,1478,597,236,0,,,,,,,
Stanislaus,California,2018-10-01,770,111,275,43,1199,814,248,1062,67,70,137,1271,372,200,191,57,1061,362,72,68,0,16,,,,,23,2,1529,524,260,0,,,,,,,
Stanislaus,California,2018-09-01,779,106,296,49,1230,807,275,1082,78,70,148,1296,404,228,216,57,968,299,61,95,0,16,,,,,22,1,1600,613,255,0,,,,,,,
Stanislaus,California,2018-08-01,747,100,295,50,1192,783,285,1068,64,60,124,1278,414,229,216,57,1032,323,108,106,0,17,,,,,26,6,1674,614,244,0,,,,,,,
Stanislaus,California,2018-07-01,753,99,280,56,1188,792,273,1065,60,63,123,1274,435,234,215,57,1037,336,126,63,0,16,,,,,29,2,1748,675,258,0,,,,,,,
Stanislaus,California,2018-06-01,734,98,296,54,1182,775,278,1053,57,72,129,1264,440,247,231,57,1021,280,87,82,1,16,0,0,0,0,23,1,1699,640,279,0,,,,,,,
Stanislaus,California,2018-05-01,739,104,294,50,1187,780,282,1062,63,62,125,1277,468,247,232,57,976,300,65,98,1,21,0,0,0,0,29,4,1709,663,279,0,,,,,,,
Stanislaus,California,2018-04-01,740,98,282,51,1171,781,272,1053,57,61,118,1273,375,255,239,57,1083,211,60,98,1,20,0,0,0,0,24,3,1644,642,228,0,,,,,,,
Stanislaus,California,2018-03-01,741,100,291,42,1174,785,279,1064,56,54,110,1264,287,243,222,57,1056,265,80,77,1,27,0,0,0,0,24,3,1674,638,240,0,,,,,,,
Stanislaus,California,2018-02-01,713,90,258,39,1100,753,257,1010,51,39,90,1219,250,186,162,57,1006,248,63,72,1,18,0,0,0,0,25,3,1416,543,207,0,,,,,,,
Stanislaus,California,2018-01-01,738,93,284,40,1155,770,275,1045,61,49,110,1235,260,194,161,24,1194,168,36,132,1,16,0,0,0,0,25,2,1612,635,290,0,,,,,,,
Stanislaus,California,2017-12-01,695,93,311,49,1148,729,296,1025,59,64,123,1223,348,248,189,24,1230,208,47,76,1,11,0,0,0,0,25,2,1527,566,244,0,,,,,,,
Stanislaus,California,2017-11-01,676,82,309,54,1121,702,297,999,56,66,122,1212,319,238,173,24,1009,227,27,121,1,10,0,0,0,0,20,2,1478,545,219,0,,,,,,,
Stanislaus,California,2017-10-01,681,88,310,59,1138,716,306,1022,53,63,116,1227,319,195,141,24,975,179,61,111,1,6,0,0,0,0,21,2,1540,578,234,0,,,,,,,
Stanislaus,California,2017-09-01,698,91,314,61,1164,728,310,1038,61,65,126,1200,289,183,129,24,1005,257,54,107,1,5,0,0,0,0,21,4,1510,537,248,0,,,,,,,
Stanislaus,California,2017-08-01,713,87,334,66,1200,729,320,1049,71,80,151,1220,305,173,147,24,1032,168,55,73,1,7,0,0,0,0,15,4,1613,569,270,0,,,,,,,
Stanislaus,California,2017-07-01,725,83,361,68,1237,737,336,1073,71,93,164,1265,278,154,133,24,1108,198,47,100,1,7,0,0,0,0,19,3,1657,613,257,0,,,,,,,
Stanislaus,California,2017-06-01,744,88,381,65,1278,731,337,1068,101,109,210,1304,321,166,142,24,846,211,25,102,1,7,0,0,0,0,24,2,1556,418,278,0,,,,,,,
