county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Lavaca,Texas,2017-12-01,15,3,0,0,5,4,0,0,0,3,0,0,4,34,0,34,48,70.83,0,,,,
Lavaca,Texas,2017-11-01,21,3,1,0,3,4,1,0,0,3,0,0,4,40,0,40,48,83.33,0,0,2,4,178.32
Lavaca,Texas,2017-10-01,22,4,1,1,3,4,1,1,0,2,1,1,1,33,0,33,48,68.75,10,0,0,0,0
Lavaca,Texas,2017-09-01,24,5,4,0,4,0,0,1,0,2,0,0,2,42,0,42,48,87.5,0,0,0,0,0
Lavaca,Texas,2017-08-01,17,0,7,1,3,2,2,0,0,0,0,0,6,38,0,38,48,79.17,0,0,1,5,222.9
Lavaca,Texas,2017-07-01,14,0,2,1,4,5,3,0,0,2,1,0,5,37,0,37,48,77.08,0,0,2,4,178.32
Lavaca,Texas,2017-06-01,21,2,1,0,1,4,0,0,0,0,0,0,5,34,0,34,48,70.83,0,0,2,12,534.96
Lavaca,Texas,2017-05-01,22,1,4,0,0,4,1,0,0,0,0,0,5,37,0,37,48,77.08,0,0,1,30,1337.4
Lavaca,Texas,2017-04-01,15,1,3,2,3,4,1,1,0,3,0,0,6,39,0,39,48,81.25,0,0,2,32,1426.56
Lavaca,Texas,2017-03-01,11,0,2,1,1,7,7,0,0,2,0,1,4,36,0,36,48,75,0,0,3,37,1649.46
Lavaca,Texas,2017-02-01,11,3,4,0,1,4,2,0,0,3,0,0,5,33,0,33,48,68.75,10,0,5,35,1560.3
Lavaca,Texas,2017-01-01,15,1,5,1,1,4,0,1,0,1,0,0,4,33,0,33,48,68.75,10,0,3,3,133.74
Lavaca,Texas,2016-12-01,14,4,5,1,3,2,2,0,0,1,0,0,4,36,0,36,48,75,0,0,0,0,0
Lavaca,Texas,2016-11-01,19,1,1,1,3,4,3,0,0,0,0,0,5,37,0,37,48,77.08,0,0,0,0,0
Lavaca,Texas,2016-10-01,20,2,1,2,3,4,1,1,0,0,0,0,3,37,0,37,48,77.08,0,0,0,0,0
Lavaca,Texas,2016-09-01,17,0,2,0,5,5,2,1,0,0,0,0,1,33,0,33,48,68.75,10,0,0,0,0
Lavaca,Texas,2016-08-01,14,0,0,0,2,5,2,1,0,4,0,0,2,30,0,30,48,62.5,13,0,0,0,0
Lavaca,Texas,2016-07-01,14,2,0,0,2,6,3,0,0,0,0,0,1,28,0,28,48,58.33,15,0,0,0,0
Lavaca,Texas,2016-06-01,16,0,0,0,1,7,4,0,0,0,0,1,1,30,0,30,48,62.5,13,0,0,0,0
Lavaca,Texas,2016-05-01,14,0,3,1,0,2,2,0,0,1,0,0,2,25,0,25,48,52.08,18,0,0,0,0
Lavaca,Texas,2016-04-01,15,1,0,0,3,1,1,1,0,1,0,1,3,27,0,27,48,56.25,16,0,0,0,0
Lavaca,Texas,2016-03-01,10,1,1,0,2,5,2,0,0,0,0,0,2,23,0,23,48,47.92,20,0,1,23,1025.34
Lavaca,Texas,2016-02-01,16,4,2,2,3,4,1,0,0,1,0,0,2,35,0,35,48,72.92,0,0,5,35,1560.3
Lavaca,Texas,2016-01-01,14,0,2,1,2,5,1,1,0,2,0,0,5,33,0,33,48,68.75,10,0,1,2,89.16
Lavaca,Texas,2015-12-01,14,1,1,0,2,1,2,0,0,1,0,0,4,26,0,26,48,54.17,17,0,2,13,579.54
Lavaca,Texas,2015-11-01,14,2,8,0,2,5,3,0,0,1,0,0,3,38,0,38,48,79.17,0,0,1,31,1381.98
Lavaca,Texas,2015-10-01,9,2,1,0,2,4,2,1,0,1,0,0,1,23,0,23,48,47.92,20,0,4,33,1471.14
Lavaca,Texas,2015-09-01,11,3,0,0,3,3,1,2,0,2,0,0,3,28,0,28,48,58.33,15,0,5,115,5126.7
Lavaca,Texas,2015-08-01,15,3,1,1,2,0,3,1,0,2,0,1,2,31,0,31,48,64.58,12,0,3,53,2362.74
Lavaca,Texas,2015-07-01,14,2,2,0,2,3,3,2,0,2,0,0,4,34,0,34,48,70.83,0,0,2,55,2451.9
Lavaca,Texas,2015-06-01,15,2,1,0,1,5,3,1,0,1,0,0,2,31,0,31,48,64.58,12,0,3,36,1604.88
Lavaca,Texas,2015-05-01,10,1,1,0,1,4,1,2,0,0,0,0,2,22,0,22,48,45.83,21,1,0,0,0
Lavaca,Texas,2015-04-01,6,2,2,1,0,3,1,0,0,2,1,0,4,22,0,22,48,45.83,21,0,1,2,89.16
Lavaca,Texas,2015-03-01,10,0,1,1,2,4,3,2,0,1,0,1,5,30,0,30,48,62.5,13,1,1,1,44.58
Lavaca,Texas,2015-02-01,17,3,2,1,1,2,3,2,0,2,0,0,11,37,0,37,48,77.08,0,0,1,20,891.6
Lavaca,Texas,2015-01-01,15,7,0,2,3,3,1,2,0,4,0,1,10,48,0,48,48,100,0,0,1,31,1381.98
Lavaca,Texas,2014-12-01,10,5,0,2,2,3,1,2,0,1,0,1,10,37,0,37,48,77.08,0,0,3,50,2229
Lavaca,Texas,2014-11-01,20,3,6,0,1,7,2,3,0,1,0,0,11,40,0,40,48,83.33,0,0,4,96,4279.68
