county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Jack,Texas,2017-12-01,10,1,0,2,0,5,0,0,0,4,0,0,0,22,1,23,108,21.3,74,,,,
Jack,Texas,2017-11-01,9,1,0,1,0,7,1,0,0,1,0,0,0,20,0,20,108,18.52,77,0,0,0,0
Jack,Texas,2017-10-01,7,1,0,0,0,6,1,0,0,3,0,0,0,18,0,18,108,16.67,79,0,0,0,0
Jack,Texas,2017-09-01,6,1,0,1,0,5,2,0,0,3,0,0,0,18,0,18,108,16.67,79,0,0,0,0
Jack,Texas,2017-08-01,4,2,0,1,0,3,3,0,0,3,0,0,0,16,0,16,108,14.81,81,0,0,0,0
Jack,Texas,2017-07-01,4,2,1,2,0,5,3,0,0,1,1,0,0,19,0,19,108,17.59,78,0,4,4,85.96
Jack,Texas,2017-06-01,4,1,0,1,0,7,4,0,0,3,1,0,0,21,0,21,108,19.44,76,0,4,124,2664.76
Jack,Texas,2017-05-01,5,1,0,1,0,8,4,0,0,4,0,0,0,23,0,23,108,21.3,74,0,5,134,2879.66
Jack,Texas,2017-04-01,3,1,0,2,0,10,0,1,0,3,0,0,0,20,0,20,108,18.52,77,0,5,139,2987.11
Jack,Texas,2017-03-01,6,0,0,2,0,4,0,1,0,4,0,0,0,17,0,17,108,15.74,80,0,1,28,601.72
Jack,Texas,2017-02-01,8,1,0,1,0,3,0,1,0,3,0,0,0,17,0,17,108,15.74,80,0,0,0,0
Jack,Texas,2017-01-01,5,0,0,0,2,0,0,0,0,3,0,0,0,10,0,10,108,9.26,87,0,1,31,666.19
