county,state,year,number_of_inmates_booked,average_daily_population
Clinton,Illinois,2016,1261,35.6
Clinton,Illinois,2015,1213,35.5
Clinton,Illinois,2014,1280,42.7
Clinton,Illinois,2013,2159,45.6
Clinton,Illinois,2012,1238,48.5
Clinton,Illinois,2011,902,32.3
Clinton,Illinois,2010,954,31.7
Clinton,Illinois,2009,928,40.3
Clinton,Illinois,2008,1262,105
Clinton,Illinois,2007,2807,79.2
Clinton,Illinois,2006,1993,41.5
Clinton,Illinois,2005,2064,49.6
Clinton,Illinois,2004,2161,49.3
Clinton,Illinois,2003,1821,66
Clinton,Illinois,2002,985,52.7
Clinton,Illinois,2001,1004,70.6
Clinton,Illinois,2000,1164,79.3
Clinton,Illinois,1999,1313,76.6
Clinton,Illinois,1998,1295,38
Clinton,Illinois,1997,1124,35
Clinton,Illinois,1996,883,31
Clinton,Illinois,1995,600,13
Clinton,Illinois,1994,664.5,16
Clinton,Illinois,1993,729,19
Clinton,Illinois,1992,793.5,22
Clinton,Illinois,1991,858,25
Clinton,Illinois,1990,791,25.6
Clinton,Illinois,1989,709,22
Clinton,Illinois,1988,635,17
Clinton,Illinois,1987,690,21
Clinton,Illinois,1986,672,21
Clinton,Illinois,1985,729,15
Clinton,Illinois,1984,845,15
Clinton,Illinois,1983,764,12
Clinton,Illinois,1982,636,10
Clinton,Illinois,1981,517,12
