county,state,year,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Nevada,California,2019-09-01,119,32,31,7,189,141,27,168,10,11,21,195,38,12,76,,424,11,3,30,4,,,44,,2,,,308,,,,,,,,,,
Nevada,California,2019-08-01,118,32,32,5,187,138,26,164,12,11,23,195,37,12,82,,416,30,0,36,3,,,43,,3,,,343,,,,,,,,,,
Nevada,California,2019-07-01,113,29,27,6,175,131,26,157,11,7,18,180,37,12,78,,251,34,0,26,2,,,48,,4,,,354,,,,,,,,,,
Nevada,California,2019-06-01,122,27,34,5,188,142,29,171,7,10,17,201,33,11,52,,271,34,0,21,1,,,48,,6,,,358,,,,,,,,,,
Nevada,California,2019-05-01,130,26,41,6,203,144,33,177,12,14,26,213,20,7,84,,286,24,5,32,1,,,47,,7,,,313,,,,,,,,,,
Nevada,California,2019-04-01,128,28,39,10,205,144,36,180,12,13,25,216,42,14,89,,238,32,1,21,2,,,49,,6,,,281,,,,,,,,,,
Nevada,California,2019-03-01,139,29,39,9,216,159,34,193,9,14,23,229,39,13,93,,477,43,24,20,2,,,59,,11,,,344,,,,,,,,,,
Nevada,California,2019-02-01,145,26,39,8,218,160,34,194,11,13,24,227,43,14,43,,317,30,3,37,3,,,59,,8,,,313,,,,,,,,,,
Nevada,California,2019-01-01,145,21,37,9,212,153,33,186,13,13,26,222,40,13,87,,394,28,5,52,2,,,53,,7,,,359,,,,,,,,,,
Nevada,California,2018-12-01,143,21,36,12,212,151,36,187,13,12,25,232,40,13,75,,337,31,4,34,3,,,54,,9,,,302,,,,,,,,,,
Nevada,California,2018-11-01,143,23,48,10,224,151,42,193,15,16,31,240,44,14,64,,304,39,6,45,4,,,54,,9,,,322,,,,,,,,,,
Nevada,California,2018-10-01,143,20,39,11,213,147,39,186,16,11,27,238,45,15,67,,376,32,4,36,5,,,52,,9,,,325,,,,,,,,,,
Nevada,California,2018-09-01,144,34,31,10,219,164,31,195,14,10,24,236,47,15,66,,309,31,5,33,5,,,50,,13,,,348,,,,,,,,,,
Nevada,California,2018-08-01,134,29,46,10,219,153,37,190,10,19,29,234,36,12,55,,302,35,3,31,2,,,48,,14,,,428,,,,,,,,,,
Nevada,California,2018-07-01,146,31,47,8,232,156,37,193,21,18,39,238,45,15,68,,276,25,6,35,5,,,49,,15,,,378,,,,,,,,,,
Nevada,California,2018-06-01,140,38,41,6,225,160,33,193,18,14,32,232,46,15,42,0,364,34,5,41,4,0,0,50,0,12,,,373,0,0,0,,,,,,,
Nevada,California,2018-05-01,136,36,40,7,219,160,34,194,12,13,25,226,42,14,30,0,393,24,4,50,4,0,0,52,0,12,,,345,0,0,0,,,,,,,
Nevada,California,2018-04-01,144,41,39,8,232,170,34,204,15,13,28,246,45,15,25,0,397,35,4,37,4,0,0,56,0,15,,,358,0,0,0,,,,,,,
Nevada,California,2018-03-01,135,38,35,5,213,162,28,190,11,12,23,241,45,15,35,0,413,36,6,29,0,0,0,53,0,13,0,0,356,0,0,0,,,,,,,
Nevada,California,2018-02-01,153,38,37,7,235,170,32,202,21,12,33,253,43,14,35,0,326,57,8,26,3,0,0,50,0,17,0,0,290,0,0,0,,,,,,,
Nevada,California,2018-01-01,150,32,41,7,230,164,35,199,18,13,31,257,50,17,50,0,404,55,11,50,3,0,0,52,0,17,0,0,367,0,0,0,,,,,,,
Nevada,California,2017-12-01,140,30,37,7,214,153,29,182,17,15,32,231,44,15,51,0,323,48,3,39,5,0,0,51,0,,0,0,282,0,0,0,,,,,,,
Nevada,California,2017-11-01,139,35,38,5,217,153,29,182,21,14,35,230,43,15,59,0,401,22,1,43,4,0,0,49,0,,0,0,309,0,0,0,,,,,,,
Nevada,California,2017-10-01,146,34,37,5,222,161,29,190,19,13,32,237,46,14,54,0,299,44,8,46,5,0,0,49,0,,0,0,332,0,0,0,,,,,,,
Nevada,California,2017-09-01,148,34,44,5,231,159,34,193,23,15,38,242,41,16,41,0,337,55,9,61,4,0,0,55,0,,0,0,390,0,0,0,,,,,,,
Nevada,California,2017-08-01,139,29,46,7,221,148,39,187,20,14,34,235,52,14,43,0,359,40,24,48,3,0,0,58,0,,0,0,409,0,0,0,,,,,,,
