county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Burnet (Private Facility),Texas,2017-12-01,53,22,4,2,11,12,3,1,0,14,1,0,1,124,228,352,595,59.16,184,,,,
Burnet (Private Facility),Texas,2017-11-01,62,14,1,4,12,19,4,2,0,19,2,1,0,140,245,385,595,64.71,151,,,,
Burnet (Private Facility),Texas,2017-10-01,55,15,4,3,12,6,2,3,0,18,1,2,0,121,256,377,595,63.36,159,,,,
Burnet (Private Facility),Texas,2017-09-01,61,17,4,3,6,9,1,7,0,16,1,2,0,127,282,409,595,68.74,127,,,,
Burnet (Private Facility),Texas,2017-08-01,62,17,0,2,7,8,0,4,1,16,1,2,0,119,284,403,595,67.73,133,,,,
Burnet (Private Facility),Texas,2017-07-01,64,18,2,1,7,9,2,2,1,13,1,1,0,120,262,382,595,64.2,154,,,,
Burnet (Private Facility),Texas,2017-06-01,54,11,0,5,8,9,1,2,0,18,1,1,0,110,260,370,595,62.18,166,,,,
Burnet (Private Facility),Texas,2017-05-01,49,12,3,4,10,15,1,3,0,23,1,0,0,121,191,312,595,52.44,224,,,,
Burnet (Private Facility),Texas,2017-04-01,45,12,5,4,12,9,2,2,0,21,3,2,0,117,186,303,595,50.92,233,,,,
Burnet (Private Facility),Texas,2017-03-01,46,11,4,4,10,10,2,2,0,15,2,1,0,107,187,294,595,49.41,242,,,,
Burnet (Private Facility),Texas,2017-02-01,61,12,4,5,10,9,1,2,1,12,0,3,0,119,209,328,595,55.13,208,,,,
Burnet (Private Facility),Texas,2017-01-01,55,6,2,2,10,12,1,1,0,6,1,2,0,98,163,261,595,43.87,275,,,,
Burnet (Private Facility),Texas,2016-12-01,50,17,2,6,8,9,3,1,0,11,1,3,0,111,173,284,595,47.73,252,,,,
Burnet (Private Facility),Texas,2016-11-01,60,11,4,3,8,15,4,1,0,12,0,1,0,119,217,336,595,56.47,200,,,,
