county,state,year,number_of_inmates_booked,average_daily_population
Bond,Illinois,2016,300,16.6
Bond,Illinois,2015,267,6.5
Bond,Illinois,2014,253,6.2
Bond,Illinois,2013,296,6.7
Bond,Illinois,2012,253,7.4
Bond,Illinois,2011,307,8.4
Bond,Illinois,2010,308,7.8
Bond,Illinois,2009,350,10.7
Bond,Illinois,2008,578,14
Bond,Illinois,2007,647,17.7
Bond,Illinois,2006,634,19.2
Bond,Illinois,2005,780,24.4
Bond,Illinois,2004,619,21.4
Bond,Illinois,2003,618,19.6
Bond,Illinois,2002,670,18
Bond,Illinois,2001,640,17.2
Bond,Illinois,2000,566,18.8
Bond,Illinois,1999,488,20.1
Bond,Illinois,1998,470,13
Bond,Illinois,1997,458,13
Bond,Illinois,1996,464,11
Bond,Illinois,1995,453,9
Bond,Illinois,1994,389.8,9.8
Bond,Illinois,1993,326.5,10.5
Bond,Illinois,1992,263.3,11.3
Bond,Illinois,1991,200,12
Bond,Illinois,1990,208,4.7
Bond,Illinois,1989,188,3
Bond,Illinois,1988,177,3
Bond,Illinois,1987,157,2
Bond,Illinois,1986,175,3
Bond,Illinois,1985,162,3
Bond,Illinois,1984,204,3
Bond,Illinois,1983,263,3
Bond,Illinois,1982,207,2
Bond,Illinois,1981,321,3
