county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Lubbock,Texas,2017-12-01,603,85,5,35,127,100,13,13,42,171,10,13,45,1220,57,1277,1465,87.17,42,,,,
Lubbock,Texas,2017-11-01,594,55,5,28,122,110,16,16,43,165,6,25,43,1185,54,1239,1465,84.57,80,3,20,409,21627.92
Lubbock,Texas,2017-10-01,592,65,5,36,127,94,13,13,37,161,11,19,69,1205,51,1256,1465,85.73,63,4,24,548,28978.24
Lubbock,Texas,2017-09-01,587,66,0,33,128,85,12,12,32,156,6,16,47,1148,46,1194,1465,81.5,125,2,23,573,30300.24
Lubbock,Texas,2017-08-01,550,48,2,29,124,86,11,6,29,162,5,13,64,1100,43,1143,1465,78.02,176,6,23,595,31463.6
Lubbock,Texas,2017-07-01,527,48,6,34,119,103,21,4,30,178,6,4,81,1131,44,1175,1465,80.2,144,6,26,649,34319.12
Lubbock,Texas,2017-06-01,536,47,2,51,120,113,16,3,27,141,1,12,61,1103,40,1143,1465,78.02,176,6,34,786,41563.68
Lubbock,Texas,2017-05-01,523,67,4,41,131,101,19,1,37,131,9,10,31,1068,52,1120,1465,76.45,199,10,29,716,37862.08
Lubbock,Texas,2017-04-01,502,68,6,38,131,77,31,5,51,143,15,13,91,1120,66,1186,1465,80.96,133,8,28,666,35218.08
Lubbock,Texas,2017-03-01,510,57,2,33,125,83,30,3,49,140,14,15,61,1073,67,1140,1465,77.82,179,13,28,636,33631.68
Lubbock,Texas,2017-02-01,526,42,4,23,127,80,33,4,53,147,18,11,61,1076,67,1143,1465,78.02,176,16,15,398,21046.24
Lubbock,Texas,2017-01-01,503,43,9,16,129,91,18,5,35,128,9,10,58,1019,45,1064,1465,72.63,255,6,20,447,23637.36
