county,state,year,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Merced,California,2020-03-01,465,51,8,5,529,516,13,529,0,0,0,629,158,46,158,0,712,251,30,53,8,36,0,0,0,0,3,16,533,2,40,0,,,,,,,
Merced,California,2020-02-01,506,111,20,0,637,617,20,637,0,0,0,720,244,48,244,0,698,220,24,40,0,50,0,0,0,0,0,3,664,0,54,0,,,,,,,
Merced,California,2020-01-01,501,65,47,4,617,566,51,617,0,0,0,739,161,41,161,0,688,243,34,58,0,50,0,0,0,0,2,2,679,0,54,0,,,,,,,
Merced,California,2019-12-01,506,63,20,3,592,569,23,592,0,0,0,689,141,42,141,51,663,239,33,52,0,44,0,0,0,0,2,25,622,0,26,0,,,,,,,
Merced,California,2019-11-01,519,59,23,1,602,578,24,602,0,0,0,640,172,54,172,51,657,215,25,52,6,46,0,0,0,0,16,20,658,0,18,0,,,,,,,
Merced,California,2019-10-01,509,64,28,5,606,573,33,606,0,0,0,714,172,69,172,50,624,195,34,72,0,48,0,0,0,0,5,15,741,0,24,0,,,,,,,
Merced,California,2019-09-01,553,68,27,2,650,621,29,650,0,0,0,872,148,47,148,50,642,205,37,61,0,49,0,0,0,0,0,17,742,0,81,0,,,,,,,
Merced,California,2019-08-01,563,66,19,0,648,629,19,648,0,0,0,747,163,44,163,46,793,236,68,51,0,57,0,0,0,0,8,23,731,0,74,0,,,,,,,
Merced,California,2019-07-01,562,60,18,1,641,622,19,641,0,0,0,694,177,46,177,46,671,242,35,40,0,53,0,0,0,0,2,17,815,17,106,0,,,,,,,
Merced,California,2019-06-01,535,67,24,3,629,602,27,629,0,0,0,850,148,40,148,53,586,,52,47,0,52,0,0,0,0,13,24,811,,27,0,,,,,,,
Merced,California,2019-05-01,535,65,22,3,625,600,25,625,0,0,0,851,144,38,144,44,751,245,46,47,0,54,0,0,0,0,6,25,768,0,70,0,,,,,,,
Merced,California,2019-04-01,573,65,13,1,652,638,14,652,0,0,0,843,150,42,150,43,766,290,36,42,,53,0,0,0,0,13,11,726,0,56,0,,,,,,,
Merced,California,2019-03-01,555,61,15,1,632,616,16,632,0,0,0,700,85,29,85,45,684,265,,,0,58,0,0,0,0,1,24,752,2,81,0,,,,,,,
