county,state,year,number_of_inmates_booked,average_daily_population
Tazewell,Illinois,2016,2936,137
Tazewell,Illinois,2015,3093,108
Tazewell,Illinois,2014,2811,128.9
Tazewell,Illinois,2013,2942,175.5
Tazewell,Illinois,2012,3809,132.8
Tazewell,Illinois,2011,4730,134.9
Tazewell,Illinois,2010,4579,121.7
Tazewell,Illinois,2009,4855,121.7
Tazewell,Illinois,2008,4765,124.1
Tazewell,Illinois,2007,4904,123.6
Tazewell,Illinois,2006,4934,149.7
Tazewell,Illinois,2005,4306,120.4
Tazewell,Illinois,2004,3862,123.2
Tazewell,Illinois,2003,4477,121.9
Tazewell,Illinois,2002,4610,105.8
Tazewell,Illinois,2001,4312,94.6
Tazewell,Illinois,2000,4437,99.8
Tazewell,Illinois,1999,4596,91.9
Tazewell,Illinois,1998,4412,94
Tazewell,Illinois,1997,3984,78
Tazewell,Illinois,1996,3767,81
Tazewell,Illinois,1995,3766,136
Tazewell,Illinois,1994,3536.5,119.3
Tazewell,Illinois,1993,3307,102.5
Tazewell,Illinois,1992,3077.5,85.8
Tazewell,Illinois,1991,2848,69
Tazewell,Illinois,1990,2780,73.4
Tazewell,Illinois,1989,2826,64
Tazewell,Illinois,1988,2609,53
Tazewell,Illinois,1987,2424,50
Tazewell,Illinois,1986,2340,48
Tazewell,Illinois,1985,2042,42
Tazewell,Illinois,1984,1625,49
Tazewell,Illinois,1983,1750,44
Tazewell,Illinois,1982,1843,35
Tazewell,Illinois,1981,1588,42
