county,state,year,number_of_inmates_booked,average_daily_population
Henderson,Illinois,2016,220,5.2
Henderson,Illinois,2015,216,7.5
Henderson,Illinois,2014,214,8.6
Henderson,Illinois,2013,208,5.1
Henderson,Illinois,2012,277,4.3
Henderson,Illinois,2011,276,7.3
Henderson,Illinois,2010,180,4.6
Henderson,Illinois,2009,156,6.5
Henderson,Illinois,2008,176,9.4
Henderson,Illinois,2007,232,6.9
Henderson,Illinois,2006,210,5.9
Henderson,Illinois,2005,241,6
Henderson,Illinois,2004,239,7.3
Henderson,Illinois,2003,230,6.7
Henderson,Illinois,2002,207,8.8
Henderson,Illinois,2001,222,7.5
Henderson,Illinois,2000,300,5.5
Henderson,Illinois,1999,236,6.6
Henderson,Illinois,1998,215,8
Henderson,Illinois,1997,216,7
Henderson,Illinois,1996,271,10
Henderson,Illinois,1995,247,8
Henderson,Illinois,1994,240.3,6.8
Henderson,Illinois,1993,233.5,5.5
Henderson,Illinois,1992,226.8,4.3
Henderson,Illinois,1991,220,3
Henderson,Illinois,1990,213,4.3
Henderson,Illinois,1989,176,6
Henderson,Illinois,1988,207,3
Henderson,Illinois,1987,200,3
Henderson,Illinois,1986,168,3
Henderson,Illinois,1985,192,7
Henderson,Illinois,1984,182,8
Henderson,Illinois,1983,159,7
Henderson,Illinois,1982,167,5
Henderson,Illinois,1981,308,6
