county,state,year,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Mono,California,2018-12-01,10,2,11,0,23,9,7,16,3,4,7,32,0,0,0,0,6,6,6,2,0,0,0,0,0,0,0,0,42,0,0,0,,,,,,,
Mono,California,2018-11-01,11,2,13,1,27,10,8,18,3,6,9,36,0,0,0,0,5,5,5,3,0,0,0,0,0,0,0,0,47,0,0,0,,,,,,,
Mono,California,2018-10-01,11,2,12,0,25,10,7,17,3,5,8,29,1,0,0,0,7,7,7,2,0,0,0,0,0,0,1,0,38,0,0,0,,,,,,,
Mono,California,2018-09-01,13,1,13,1,28,11,9,20,3,5,8,33,1,0,0,0,6,6,6,4,0,0,0,0,0,0,3,0,46,0,0,0,,,,,,,
Mono,California,2018-08-01,15,3,9,0,27,13,5,18,5,4,9,31,1,0,0,0,10,10,10,3,0,0,0,0,0,0,1,0,59,0,0,0,,,,,,,
Mono,California,2018-07-01,16,2,8,1,27,13,6,19,4,4,8,32,1,,0,0,9,9,9,4,0,1,0,0,0,0,0,0,53,0,0,0,,,,,,,
Mono,California,2018-06-01,14,2,13,0,29,11,8,19,4,6,10,34,0,0,0,0,5,5,5,3,0,0,0,0,0,0,0,0,47,0,0,0,,,,,,,
Mono,California,2018-05-01,16,1,15,1,33,12,10,22,4,7,11,39,1,0,0,0,7,7,7,1,0,0,0,0,0,0,0,0,47,0,0,0,,,,,,,
Mono,California,2018-04-01,15,1,14,1,31,12,9,21,4,6,10,39,1,0,0,0,6,6,6,2,0,0,0,0,0,0,1,0,39,0,0,0,,,,,,,
Mono,California,2018-03-01,16,2,16,2,36,14,11,25,4,7,11,42,1,0,0,0,7,7,7,1,0,1,0,0,0,0,2,0,46,0,0,0,,,,,,,
Mono,California,2018-02-01,13,3,14,2,32,12,9,21,4,7,11,39,1,0,0,0,6,6,6,2,0,0,0,0,0,0,2,0,40,0,0,0,,,,,,,
Mono,California,2018-01-01,11,2,10,1,24,10,7,17,3,4,7,32,0,0,0,0,8,8,8,2,0,0,0,0,0,0,0,0,44,0,0,0,,,,,,,
Mono,California,2017-12-01,13,3,12,0,28,12,7,19,4,5,9,34,0,0,0,0,9,9,9,4,0,0,0,0,0,0,0,0,34,0,0,0,,,,,,,
Mono,California,2017-11-01,16,3,14,1,34,14,9,23,5,6,11,40,0,0,0,0,9,9,9,4,0,0,0,0,0,0,0,0,42,0,0,0,,,,,,,
Mono,California,2017-10-01,13,1,11,3,28,11,8,19,3,6,9,34,0,0,0,0,8,8,8,2,0,0,0,0,0,0,2,0,49,0,0,0,,,,,,,
Mono,California,2017-09-01,19,6,13,0,38,19,8,27,6,5,11,43,0,0,0,0,5,5,5,4,0,0,0,0,0,0,0,0,49,0,0,0,,,,,,,
Mono,California,2017-08-01,19,3,11,1,34,17,7,24,6,4,10,37,0,0,0,0,8,8,8,2,0,0,0,0,0,0,0,0,41,0,0,0,,,,,,,
Mono,California,2017-07-01,21,2,6,1,30,17,5,22,5,3,8,35,0,0,0,0,7,7,7,3,0,1,0,0,0,0,1,0,55,0,0,0,,,,,,,
Mono,California,2017-06-01,19,1,8,1,29,15,5,20,5,4,9,35,0,0,0,0,9,9,9,6,0,0,0,0,0,0,0,0,34,0,0,0,,,,,,,
Mono,California,2017-05-01,18,1,8,1,28,14,4,18,7,3,10,33,0,0,0,0,8,8,8,3,0,0,0,0,0,0,0,0,39,0,0,0,,,,,,,
Mono,California,2017-04-01,17,2,8,1,28,14,5,19,5,4,9,35,0,0,0,0,8,8,8,4,0,0,0,0,0,0,0,0,49,0,0,0,,,,,,,
