county,state,year,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Napa Corrections Department,California,2020-03-01,128,21,74,13,236,139,74,213,10,13,23,282,48,14,69,0,98,177,9,9,5,11,0,0,0,0,6,0,255,89,58,0,,,,,,,
Napa Corrections Department,California,2020-02-01,136,25,83,10,254,148,79,227,13,14,27,278,74,32,86,1,55,195,12,26,5,15,0,0,0,0,6,0,383,123,52,0,,,,,,,
Napa Corrections Department,California,2020-01-01,130,20,81,12,243,136,70,206,14,23,37,266,65,26,37,4,11,260,11,24,2,14,0,0,0,0,12,0,402,116,65,0,,,,,,,
Napa Corrections Department,California,2019-12-01,117,18,84,18,237,123,80,203,12,22,34,261,55,34,51,4,45,184,5,43,2,14,0,0,0,0,14,0,343,102,52,0,,,,,,,
Napa Corrections Department,California,2019-11-01,124,25,87,19,255,132,86,218,17,20,37,280,64,35,68,2,20,196,6,12,4,15,0,0,0,0,9,0,343,87,67,0,,,,,,,
Napa Corrections Department,California,2019-10-01,119,20,93,13,245,127,86,213,12,20,32,269,69,27,47,4,24,219,7,16,2,13,0,0,0,0,11,0,396,110,44,0,,,,,,,
Napa Corrections Department,California,2019-09-01,128,24,85,14,251,138,81,219,14,18,32,275,66,44,65,5,30,232,12,17,1,15,0,0,0,0,15,0,410,116,46,0,,,,,,,
Napa Corrections Department,California,2019-08-01,141,17,78,16,252,141,76,217,17,18,35,275,72,30,70,4,23,317,10,13,2,14,0,0,0,0,16,0,388,107,50,0,,,,,,,
Napa Corrections Department,California,2019-07-01,152,23,73,17,265,155,66,221,20,24,44,290,61,29,63,5,83,304,10,22,1,15,0,0,0,0,11,0,446,137,81,0,,,,,,,
Napa Corrections Department,California,2019-06-01,141,24,79,11,255,146,66,212,19,24,43,275,64,31,51,4,143,123,9,23,1,15,0,0,0,0,11,0,421,90,80,0,,,,,,,
