county,state,year,number_of_inmates_booked,average_daily_population
Cumberland,Illinois,2016,310,10.9
Cumberland,Illinois,2015,411,10.9
Cumberland,Illinois,2014,344,14.8
Cumberland,Illinois,2013,377,13.7
Cumberland,Illinois,2012,387,8.8
Cumberland,Illinois,2011,313,6.9
Cumberland,Illinois,2010,389,9.6
Cumberland,Illinois,2009,366,6.8
Cumberland,Illinois,2008,421,7.6
Cumberland,Illinois,2007,446,6.5
Cumberland,Illinois,2006,426,4.9
Cumberland,Illinois,2005,499,10.9
Cumberland,Illinois,2004,647,11.9
Cumberland,Illinois,2003,585,13.2
Cumberland,Illinois,2002,528,17.7
Cumberland,Illinois,2001,436,14.8
Cumberland,Illinois,2000,346,14.7
Cumberland,Illinois,1999,202,12.5
Cumberland,Illinois,1998,157,4
Cumberland,Illinois,1997,,
Cumberland,Illinois,1996,,
Cumberland,Illinois,1995,,
Cumberland,Illinois,1994,,2
Cumberland,Illinois,1993,,2
Cumberland,Illinois,1992,,2
Cumberland,Illinois,1991,121,2
Cumberland,Illinois,1990,112,1.6
Cumberland,Illinois,1989,122,4
Cumberland,Illinois,1988,75,2
Cumberland,Illinois,1987,90,4
Cumberland,Illinois,1986,91,4
Cumberland,Illinois,1985,89,3
Cumberland,Illinois,1984,82,3
Cumberland,Illinois,1983,104,2
Cumberland,Illinois,1982,93,3
Cumberland,Illinois,1981,147,2
