county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Collin,Texas,2017-12-01,445,73,31,20,51,103,16,7,29,163,24,26,2,961,29,990,1298,76.27,178,,,,
Collin,Texas,2017-11-01,442,83,28,12,46,90,23,9,30,155,22,30,2,942,30,972,1298,74.88,196,7,197,3821,192540.19
Collin,Texas,2017-10-01,470,115,37,17,46,108,34,11,33,177,17,28,2,1062,33,1095,1298,84.36,73,4,173,3668,184830.52
Collin,Texas,2017-09-01,459,91,28,20,51,105,20,7,34,160,16,37,1,995,34,1029,1298,79.28,139,9,182,3441,173391.99
Collin,Texas,2017-08-01,491,72,38,17,53,125,41,3,32,187,19,40,0,1086,32,1118,1298,86.13,50,9,173,3939,198486.21
Collin,Texas,2017-07-01,457,73,33,7,60,131,35,4,40,173,16,45,0,1034,40,1074,1298,82.74,94,10,178,3772,190071.08
Collin,Texas,2017-06-01,492,72,31,13,56,131,18,7,36,174,19,16,0,1029,36,1065,1298,82.05,103,10,184,3941,198586.99
Collin,Texas,2017-05-01,467,60,51,19,42,105,52,6,36,169,19,21,0,1011,36,1047,1298,80.66,121,9,170,3361,169360.79
Collin,Texas,2017-04-01,446,48,36,12,49,83,32,5,43,143,16,25,0,895,43,938,1298,72.27,230,8,164,3396,171124.44
Collin,Texas,2017-03-01,424,66,39,21,41,100,30,4,44,138,24,26,2,915,44,959,1298,73.88,209,9,158,3011,151724.29
Collin,Texas,2017-02-01,436,66,48,15,46,123,31,2,39,146,19,31,3,966,39,1005,1298,77.43,163,7,78,1861,93775.79
Collin,Texas,2017-01-01,418,51,46,13,44,102,29,9,39,158,23,27,2,922,39,961,1298,74.04,207,8,139,3113,156864.07
Collin,Texas,2016-12-01,379,49,37,17,56,151,22,8,41,165,21,21,1,927,41,968,1298,74.58,200,10,144,3007,151522.73
Collin,Texas,2016-11-01,385,68,48,13,62,133,39,5,42,135,24,26,0,938,42,980,1298,75.5,188,3,132,2978,150061.42
Collin,Texas,2016-10-01,367,63,35,10,67,120,15,10,41,157,22,23,1,890,41,931,1298,71.73,237,5,127,2541,128040.99
Collin,Texas,2016-09-01,338,55,35,20,59,146,23,15,36,143,22,16,0,872,36,908,1298,69.95,260,10,124,2561,129048.79
Collin,Texas,2016-08-01,352,61,38,10,52,137,45,11,40,154,21,19,1,901,40,941,1298,72.5,227,7,122,2716,136859.24
Collin,Texas,2016-07-01,351,81,34,16,50,121,20,13,40,144,15,23,4,872,40,912,1298,70.26,256,9,102,2371,119474.69
Collin,Texas,2016-06-01,348,58,39,12,53,127,38,7,40,143,21,16,1,863,40,903,1298,69.57,265,6,110,2369,119373.91
