county,state,year,number_of_inmates_booked,average_daily_population
Brown,Illinois,2016,,
Brown,Illinois,2015,,
Brown,Illinois,2014,,
Brown,Illinois,2013,,
Brown,Illinois,2012,,
Brown,Illinois,2011,,
Brown,Illinois,2010,,
Brown,Illinois,2009,,
Brown,Illinois,2008,,
Brown,Illinois,2007,,
Brown,Illinois,2006,,
Brown,Illinois,2005,,
Brown,Illinois,2004,,
Brown,Illinois,2003,,
Brown,Illinois,2002,,
Brown,Illinois,2001,,
Brown,Illinois,2000,,
Brown,Illinois,1999,,
Brown,Illinois,1998,,
Brown,Illinois,1997,,
Brown,Illinois,1996,,
Brown,Illinois,1995,,
Brown,Illinois,1994,,
Brown,Illinois,1993,,
Brown,Illinois,1992,,
Brown,Illinois,1991,,
Brown,Illinois,1990,,
Brown,Illinois,1989,,
Brown,Illinois,1988,,
Brown,Illinois,1987,,
Brown,Illinois,1986,,
Brown,Illinois,1985,,
Brown,Illinois,1984,,
Brown,Illinois,1983,,
Brown,Illinois,1982,,
Brown,Illinois,1981,,
