county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Caldwell,Texas,2017-12-01,52,7,2,1,5,34,10,2,0,15,0,1,0,129,25,154,301,51.16,117,,,,
Caldwell,Texas,2017-11-01,53,13,2,1,4,28,15,2,0,12,0,0,3,133,35,168,301,55.81,103,0,0,0,0
Caldwell,Texas,2017-10-01,51,12,0,5,2,30,18,1,0,11,1,0,5,136,26,162,301,53.82,109,0,1,7,249.48
Caldwell,Texas,2017-09-01,57,11,2,4,2,30,13,2,0,15,2,2,0,140,27,167,301,55.48,104,0,0,0,0
Caldwell,Texas,2017-08-01,52,2,4,2,2,32,13,2,0,11,3,2,0,125,22,147,301,48.84,124,0,2,27,962.28
Caldwell,Texas,2017-07-01,44,6,3,4,3,11,11,1,41,13,4,0,0,100,56,156,301,51.83,115,1,0,0,0
Caldwell,Texas,2017-06-01,46,6,2,2,1,33,13,1,43,11,0,1,1,117,43,160,301,53.16,111,0,3,92,3658.84
Caldwell,Texas,2017-05-01,45,7,3,1,1,26,22,1,42,9,0,3,1,119,42,161,301,53.49,110,1,0,0,0
Caldwell,Texas,2017-04-01,51,6,1,5,2,27,14,0,40,10,0,0,0,116,40,156,301,51.83,115,0,2,8,285.12
Caldwell,Texas,2017-03-01,56,8,2,6,2,23,10,0,39,4,0,0,0,111,39,150,301,49.83,121,0,0,0,0
Caldwell,Texas,2017-02-01,7,6,0,3,0,20,5,64,42,8,0,1,2,116,42,158,301,52.49,113,0,0,0,0
Caldwell,Texas,2017-01-01,55,7,6,6,2,21,7,1,36,8,0,2,5,120,36,156,301,51.83,115,0,0,0,0
Caldwell,Texas,2016-12-01,64,6,5,7,1,17,6,3,41,15,0,1,3,128,41,169,301,56.15,102,0,3,31,1104.84
Caldwell,Texas,2016-11-01,57,4,4,5,1,25,13,3,46,18,1,0,1,132,46,178,301,59.14,93,0,2,23,819.72
Caldwell,Texas,2016-10-01,54,5,2,2,1,32,7,3,46,15,0,0,3,124,46,170,301,56.48,101,0,0,0,0
Caldwell,Texas,2016-09-01,61,11,5,2,1,30,16,4,39,11,2,3,2,148,39,187,301,62.13,84,0,0,0,0
Caldwell,Texas,2016-08-01,71,5,5,4,1,30,17,3,44,9,0,2,0,147,44,191,301,63.46,80,1,2,19,677.16
Caldwell,Texas,2016-07-01,50,7,5,3,1,36,26,3,46,13,0,1,0,145,80,225,301,74.75,46,0,0,0,0
Caldwell,Texas,2016-06-01,52,5,1,2,2,25,19,2,50,9,0,0,0,117,80,197,301,65.45,74,1,2,35,1247.4
Caldwell,Texas,2016-05-01,50,4,2,2,1,43,16,3,44,12,0,1,0,134,86,220,301,73.09,51,1,0,0,0
Caldwell,Texas,2016-04-01,50,1,5,5,1,41,21,2,39,11,0,0,1,138,63,201,301,66.78,70,0,1,24,855.36
Caldwell,Texas,2016-03-01,56,3,5,5,1,31,12,1,38,7,0,1,0,122,86,208,301,69.1,63,1,0,0,0
Caldwell,Texas,2016-02-01,101,2,6,2,1,27,18,0,50,9,0,0,1,167,50,217,301,72.09,54,0,0,0,0
Caldwell,Texas,2016-01-01,42,8,4,5,0,35,15,1,6,8,0,1,1,120,50,170,301,56.48,101,0,1,8,285.12
Caldwell,Texas,2015-12-01,47,9,2,2,0,27,24,1,50,8,0,1,1,122,94,216,301,71.76,55,0,0,0,0
Caldwell,Texas,2015-11-01,51,7,4,1,0,38,26,2,56,8,1,2,3,143,109,252,301,83.72,19,0,0,0,0
