county,state,year,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Calaveras,California,2019-09-01,69,10,26,6,111,70,22,92,9,10,19,121,51,23,40,0,343,75,0,7,0,0,0,0,0,8,0,0,146,0,0,0,,,,,,,
Calaveras,California,2019-08-01,62,7,26,9,104,62,23,85,7,12,19,112,52,26,40,0,271,49,1,6,0,0,0,0,0,0,0,0,149,0,1,0,,,,,,,
Calaveras,California,2019-07-01,59,8,31,6,104,58,25,83,9,12,21,115,51,24,28,0,345,55,3,7,0,0,0,0,0,0,0,0,157,0,13,0,,,,,,,
Calaveras,California,2019-06-01,52,4,27,6,89,46,21,67,10,12,22,98,45,22,28,0,266,44,4,8,0,0,0,0,0,0,0,0,132,0,0,0,,,,,,,
Calaveras,California,2019-05-01,52,5,22,2,81,49,17,66,8,7,15,90,40,17,24,0,292,52,5,9,0,0,0,0,0,0,0,0,141,0,0,0,,,,,,,
Calaveras,California,2019-04-01,53,5,18,8,84,50,20,70,8,6,14,94,42,15,21,0,270,50,6,9,0,0,0,0,0,0,0,0,136,0,1,0,,,,,,,
Calaveras,California,2019-03-01,55,8,18,9,90,54,16,70,9,11,20,101,46,21,23,0,295,50,1,10,0,0,0,0,0,0,0,0,139,0,0,0,,,,,,,
Calaveras,California,2019-02-01,56,9,23,10,98,56,20,76,9,13,22,109,44,15,29,0,263,48,2,10,0,0,0,0,0,2,0,0,104,0,0,0,,,,,,,
Calaveras,California,2019-01-01,55,9,27,10,101,56,22,78,8,15,23,111,41,44,30,0,290,57,0,10,0,0,0,0,0,3,0,0,133,0,0,0,,,,,,,
Calaveras,California,2018-12-01,53,8,23,8,92,53,21,74,8,10,18,108,44,26,24,0,310,50,0,8,0,0,0,0,0,3,0,0,137,0,0,0,,,,,,,
Calaveras,California,2018-11-01,54,12,23,6,95,58,17,75,8,12,20,102,40,14,20,0,250,44,0,8,0,0,0,0,0,3,0,0,119,0,2,0,,,,,,,
Calaveras,California,2018-10-01,47,10,23,5,85,51,13,64,6,15,21,94,31,30,26,0,262,47,0,9,0,0,0,0,0,3,0,0,132,0,0,0,,,,,,,
Calaveras,California,2018-09-01,44,7,24,10,85,45,19,64,6,15,21,98,42,32,24,0,325,49,1,7,0,0,0,0,0,1,0,0,143,0,0,0,,,,,,,
Calaveras,California,2018-08-01,44,7,24,9,84,47,24,71,4,9,13,91,32,24,25,0,284,39,0,9,0,0,0,0,0,0,0,0,139,0,0,0,,,,,,,
Calaveras,California,2018-07-01,49,7,27,6,89,52,26,78,5,6,11,102,31,23,18,0,310,23,0,7,0,1,0,0,0,0,0,0,142,0,0,0,,,,,,,
Calaveras,California,2018-06-01,43,5,32,6,86,45,18,63,4,19,23,103,31,27,21,0,330,35,0,9,0,0,0,0,0,0,0,0,118,0,0,0,,,,,,,
Calaveras,California,2018-05-01,45,8,37,7,97,48,24,72,6,19,25,109,38,32,22,0,343,44,1,6,0,1,0,0,0,1,0,0,190,0,0,0,,,,,,,
Calaveras,California,2018-04-01,43,7,38,11,99,47,26,73,3,23,26,121,35,22,24,0,280,52,0,8,0,0,0,0,0,1,0,0,106,0,2,0,,,,,,,
Calaveras,California,2018-03-01,45,10,43,12,110,51,37,88,4,18,22,120,46,28,14,0,315,44,1,6,0,0,0,0,0,1,0,0,148,0,2,0,,,,,,,
Calaveras,California,2018-02-01,56,10,33,10,109,55,30,85,11,13,24,125,33,21,21,0,231,50,0,6,0,1,0,0,0,1,0,0,131,0,2,0,,,,,,,
Calaveras,California,2018-01-01,57,13,28,8,106,56,25,81,14,11,25,120,28,13,15,0,222,22,0,8,0,0,0,0,0,1,0,0,146,0,0,0,,,,,,,
Calaveras,California,2017-12-01,53,7,24,8,92,52,27,79,7,6,13,103,27,16,17,0,250,37,1,2,0,0,0,0,0,1,0,0,129,0,0,0,,,,,,,
