county,state,year,number_of_inmates_booked,average_daily_population
Calhoun,Illinois,2016,63,0
Calhoun,Illinois,2015,77,0
Calhoun,Illinois,2014,71,0.4
Calhoun,Illinois,2013,107,1.8
Calhoun,Illinois,2012,98,1.9
Calhoun,Illinois,2011,83,1.4
Calhoun,Illinois,2010,95,1.2
Calhoun,Illinois,2009,86,3.9
Calhoun,Illinois,2008,104,1.1
Calhoun,Illinois,2007,36,0.5
Calhoun,Illinois,2006,16,0.6
Calhoun,Illinois,2005,73,0.8
Calhoun,Illinois,2004,57,0.9
Calhoun,Illinois,2003,58,0.3
Calhoun,Illinois,2002,69,0.8
Calhoun,Illinois,2001,46,0.2
Calhoun,Illinois,2000,71,0.5
Calhoun,Illinois,1999,32,0.7
Calhoun,Illinois,1998,35,0.4
Calhoun,Illinois,1997,35,0.5
Calhoun,Illinois,1996,48,0.6
Calhoun,Illinois,1995,44,0.4
Calhoun,Illinois,1994,41.8,0.6
Calhoun,Illinois,1993,39.5,0.7
Calhoun,Illinois,1992,37.3,0.9
Calhoun,Illinois,1991,35,1
Calhoun,Illinois,1990,46,0.4
Calhoun,Illinois,1989,,
Calhoun,Illinois,1988,,
Calhoun,Illinois,1987,40,1
Calhoun,Illinois,1986,37,1
Calhoun,Illinois,1985,53,1
Calhoun,Illinois,1984,65,1
Calhoun,Illinois,1983,51,1
Calhoun,Illinois,1982,48,2
Calhoun,Illinois,1981,30,1
