county,state,year,number_of_inmates_booked,average_daily_population
Jersey,Illinois,2016,1318,35.2
Jersey,Illinois,2015,1392,31.8
Jersey,Illinois,2014,1295,29
Jersey,Illinois,2013,1361,28.8
Jersey,Illinois,2012,1518,29.5
Jersey,Illinois,2011,1596,31.7
Jersey,Illinois,2010,1624,28.2
Jersey,Illinois,2009,1733,26.5
Jersey,Illinois,2008,1696,31.5
Jersey,Illinois,2007,715,32
Jersey,Illinois,2006,684,22.9
Jersey,Illinois,2005,736,18.4
Jersey,Illinois,2004,770,25.6
Jersey,Illinois,2003,531,17.3
Jersey,Illinois,2002,436,15.7
Jersey,Illinois,2001,439,11.4
Jersey,Illinois,2000,423,9.7
Jersey,Illinois,1999,423,9.2
Jersey,Illinois,1998,389,10
Jersey,Illinois,1997,289,10
Jersey,Illinois,1996,315,10
Jersey,Illinois,1995,342,9
Jersey,Illinois,1994,358.8,9.8
Jersey,Illinois,1993,375.5,10.5
Jersey,Illinois,1992,392.3,11.3
Jersey,Illinois,1991,409,12
Jersey,Illinois,1990,483,11.7
Jersey,Illinois,1989,431,10
Jersey,Illinois,1988,432,8
Jersey,Illinois,1987,275,7
Jersey,Illinois,1986,294,8
Jersey,Illinois,1985,,
Jersey,Illinois,1984,155,2
Jersey,Illinois,1983,325,4
Jersey,Illinois,1982,225,3
Jersey,Illinois,1981,252,4
