county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Haskell,Texas,2002-04-01,3,1,0,1,1,0,0,0,0,3,0,0,0,9,13,22,548,4.01,471,,,,
Haskell,Texas,2002-03-01,2,0,0,2,2,2,0,0,0,5,0,0,1,14,0,14,548,2.55,479,,,,
Haskell,Texas,2002-02-01,2,1,0,0,3,0,2,0,0,2,0,0,0,10,0,10,18,55.56,0,,,,
Haskell,Texas,2002-01-01,2,1,0,2,2,0,1,0,0,0,0,0,0,8,0,8,18,44.44,0,,,,
Haskell,Texas,2001-12-01,3,2,0,2,2,0,2,0,0,0,0,0,0,11,0,11,18,61.11,0,,,,
Haskell,Texas,2001-11-01,1,1,0,1,2,4,0,0,0,0,0,0,0,9,0,9,18,50,0,,,,
Haskell,Texas,2001-10-01,3,1,0,0,0,0,3,0,0,0,0,0,0,7,0,7,18,38.89,0,,,,
Haskell,Texas,2001-09-01,1,2,0,1,1,0,0,0,0,1,0,0,0,6,0,6,18,33.33,10,,,,
Haskell,Texas,2001-08-01,0,0,0,0,0,2,1,0,0,0,0,1,0,4,0,4,18,22.22,12,,,,
Haskell,Texas,2001-07-01,2,4,0,1,2,0,0,0,0,0,0,0,0,9,0,9,18,50,0,,,,
Haskell,Texas,2001-06-01,1,2,0,1,0,0,2,0,0,0,0,0,0,6,0,6,18,33.33,10,,,,
Haskell,Texas,2001-05-01,2,1,0,0,0,0,1,0,0,0,0,1,0,5,0,5,18,27.78,11,,,,
Haskell,Texas,2001-04-01,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,3,18,16.67,13,,,,
Haskell,Texas,2001-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,5.56,15,,,,
Haskell,Texas,2001-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,18,5.56,15,,,,
Haskell,Texas,2001-01-01,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,18,11.11,14,,,,
Haskell,Texas,2000-12-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,18,5.56,15,,,,
Haskell,Texas,2000-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,18,5.56,15,,,,
Haskell,Texas,2000-10-01,1,1,0,0,0,1,1,0,0,0,0,0,0,4,0,4,18,22.22,12,,,,
Haskell,Texas,2000-09-01,2,0,0,1,0,1,0,0,0,0,0,0,0,4,0,4,18,22.22,12,,,,
Haskell,Texas,2000-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,18,5.56,15,,,,
Haskell,Texas,2000-07-01,3,1,0,0,0,0,0,0,0,1,0,0,0,5,0,5,18,27.78,11,,,,
Haskell,Texas,2000-06-01,6,0,0,1,0,0,1,1,0,2,0,0,0,11,0,11,18,61.11,0,,,,
Haskell,Texas,2000-05-01,1,0,0,0,0,0,0,0,0,2,0,0,0,3,4,7,18,38.89,0,,,,
Haskell,Texas,2000-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,18,16.67,13,,,,
Haskell,Texas,2000-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,18,11.11,14,,,,
Haskell,Texas,2000-02-01,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,18,11.11,14,,,,
Haskell,Texas,2000-01-01,3,0,0,0,0,0,0,0,0,1,0,0,0,4,1,5,18,27.78,11,,,,
Haskell,Texas,1999-12-01,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,16.67,13,,,,
Haskell,Texas,1999-11-01,1,1,0,0,1,0,0,0,0,2,0,0,0,5,0,5,18,27.78,11,,,,
Haskell,Texas,1999-10-01,2,1,0,0,1,0,0,0,0,2,0,0,0,6,0,6,18,33.33,10,,,,
Haskell,Texas,1999-09-01,5,1,0,0,1,0,0,0,0,0,0,0,0,7,0,7,18,38.89,0,,,,
Haskell,Texas,1999-08-01,3,1,0,0,1,1,0,0,0,1,0,0,0,7,0,7,18,38.89,0,,,,
Haskell,Texas,1999-07-01,4,1,0,0,2,0,0,0,0,0,0,0,0,7,0,7,18,38.89,0,,,,
Haskell,Texas,1999-06-01,1,0,0,1,1,3,0,0,0,0,0,0,0,6,2,8,18,44.44,0,,,,
Haskell,Texas,1999-05-01,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,18,16.67,13,,,,
Haskell,Texas,1999-04-01,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,3,18,16.67,13,,,,
Haskell,Texas,1999-03-01,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,3,18,16.67,13,,,,
Haskell,Texas,1999-02-01,1,0,0,1,0,0,0,0,0,2,0,0,0,4,0,4,18,22.22,12,,,,
Haskell,Texas,1999-01-01,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,3,18,16.67,13,,,,
Haskell,Texas,1998-12-01,0,2,0,1,1,0,0,0,0,1,0,0,0,5,0,5,18,27.78,11,,,,
Haskell,Texas,1998-11-01,1,2,0,0,2,0,0,0,0,1,0,0,0,6,0,6,18,33.33,10,,,,
Haskell,Texas,1998-10-01,2,0,0,1,1,0,0,0,0,0,0,0,0,4,0,4,18,22.22,12,,,,
Haskell,Texas,1998-09-01,2,0,0,2,2,0,0,0,0,0,0,0,0,6,0,6,18,33.33,10,,,,
Haskell,Texas,1998-08-01,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,18,11.11,14,,,,
Haskell,Texas,1998-07-01,2,0,0,0,1,2,1,0,0,0,0,0,0,6,0,6,18,33.33,10,,,,
Haskell,Texas,1998-06-01,2,2,0,0,0,0,0,0,0,1,0,0,0,5,0,5,18,27.78,11,,,,
Haskell,Texas,1998-05-01,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,18,22.22,12,,,,
