county,state,year,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Santa Cruz,California,2020-03-01,223,28,74,21,346,38,14,52,213,81,294,500,118,52,100,31,743,456,9,33,0,6,,,,,1,1,581,,2,0,,,,,,,
Santa Cruz,California,2020-02-01,235,34,76,20,365,38,13,51,231,83,314,487,134,70,111,46,725,435,9,42,3,7,,,,,1,1,751,,1,0,,,,,,,
Santa Cruz,California,2020-01-01,244,28,73,17,362,44,14,58,228,76,304,488,147,70,123,45,677,397,8,47,4,9,,,,,1,1,854,,,0,,,,,,,
Santa Cruz,California,2019-12-01,246,31,75,15,367,39,13,52,238,77,315,490,178,57,143,43,736,440,8,55,3,7,,,,,1,1,720,,51,0,,,,,,,
Santa Cruz,California,2019-11-01,262,36,75,14,387,36,11,47,262,78,340,505,157,54,124,35,675,384,11,65,0,10,,,,,1,1,708,,52,0,,,,,,,
Santa Cruz,California,2019-10-01,268,36,76,13,393,43,12,55,261,77,338,510,162,92,131,51,633,352,21,25,2,11,,,,,1,1,774,,51,0,,,,,,,
Santa Cruz,California,2019-09-01,267,34,70,16,387,42,12,54,259,74,333,451,164,88,128,52,645,367,6,48,0,10,,,,,1,1,718,,37,0,,,,,,,
Santa Cruz,California,2019-08-01,271,39,72,16,398,50,14,64,260,74,334,532,166,88,127,52,747,409,8,42,5,10,,,,,1,1,823,,71,0,,,,,,,
Santa Cruz,California,2019-07-01,290,45,74,17,426,54,15,69,281,76,357,557,146,67,120,54,868,568,11,56,1,10,,,,,1,1,1217,,91,0,,,,,,,
Santa Cruz,California,2019-06-01,303,41,83,21,448,58,18,76,286,86,372,597,175,64,138,57,572,209,19,66,5,10,,,,,1,1,819,,83,0,,,,,,,
Santa Cruz,California,2019-05-01,277,36,73,24,410,53,16,69,260,81,341,574,167,98,133,60,793,566,25,48,3,11,,,,,1,1,878,,74,0,,,,,,,
Santa Cruz,California,2019-04-01,238,30,89,25,382,43,18,61,225,96,321,558,147,74,117,58,751,537,25,59,3,9,,,,,1,1,833,,74,0,,,,,,,
Santa Cruz,California,2019-03-01,259,34,95,23,411,38,15,53,255,103,358,546,131,67,109,49,768,516,22,86,2,9,,,,,1,1,862,,74,0,,,,,,,
Santa Cruz,California,2019-02-01,295,34,74,15,418,53,14,67,276,75,351,530,115,59,90,55,668,438,15,53,4,8,,,,,13,1,764,,70,0,,,,,,,
Santa Cruz,California,2019-01-01,277,39,81,15,412,47,14,61,269,82,351,415,125,64,98,48,757,544,11,45,4,10,,,,,13,1,868,,91,0,,,,,,,
Santa Cruz,California,2018-12-01,294,33,102,16,445,58,21,79,269,97,366,514,133,57,99,50,,,6,83,0,9,,,,,23,1,859,,119,0,,,,,,,
Santa Cruz,California,2018-11-01,273,35,92,16,416,59,21,80,249,87,336,511,126,46,97,52,,,8,67,3,8,,,,,4,1,878,,80,0,,,,,,,
Santa Cruz,California,2018-10-01,286,34,113,14,447,42,17,59,278,110,388,554,135,32,131,43,,,8,86,3,9,,,,,18,,811,,110,0,,,,,,,
Santa Cruz,California,2018-09-01,301,36,117,16,470,54,21,75,283,112,395,551,135,32,131,43,119,299,9,79,3,9,,,,,11,1,772,,76,0,,,,,,,
Santa Cruz,California,2018-08-01,298,40,109,13,460,54,20,74,284,102,386,551,133,25,127,42,120,255,16,64,4,8,,,,,17,1,848,,82,0,,,,,,,
Santa Cruz,California,2018-07-01,308,37,120,13,478,48,19,67,297,114,411,532,141,19,123,36,176,373,12,55,4,9,,,,,12,1,848,,58,0,,,,,,,
Santa Cruz,California,2018-06-01,291,33,112,10,446,42,16,58,282,106,388,508,79,52,79,61,147,410,8,59,4,10,,,,,16,1,789,,68,0,,,,,,,
Santa Cruz,California,2018-05-01,290,27,109,16,442,54,20,74,263,105,368,488,53,52,70,59,143,374,13,63,3,10,,,,,16,1,752,,80,0,,,,,,,
Santa Cruz,California,2018-04-01,275,27,115,18,435,48,21,69,254,112,366,487,70,60,70,45,163,288,11,47,2,9,,,,,9,1,732,,73,0,,,,,,,
Santa Cruz,California,2018-03-01,268,31,120,16,435,65,57,122,234,79,313,477,62,52,60,59,141,59,6,79,0,8,,,,,9,1,755,,84,0,,,,,,,
Santa Cruz,California,2018-02-01,280,34,118,22,454,62,23,85,307,62,369,490,63,53,61,62,164,54,7,0,0,9,,,,,25,1,758,,96,0,,,,,,,
Santa Cruz,California,2018-01-01,269,28,105,23,425,53,23,76,244,105,349,472,65,56,63,62,184,64,4,41,0,32,,,,,9,1,820,,77,0,,,,,,,
Santa Cruz,California,2017-12-01,268,27,118,19,432,92,52,144,195,93,288,478,67,56,67,67,28,27,0,12,0,8,,,,,7,1,721,,78,0,,,,,,,
Santa Cruz,California,2017-11-01,279,27,117,21,444,43,19,62,263,119,382,497,63,57,62,68,149,60,14,55,3,6,,,,,16,1,791,,68,0,,,,,,,
Santa Cruz,California,2017-10-01,167,30,150,38,385,45,20,65,220,100,320,485,64,60,64,68,348,69,14,45,1,7,,,,,15,1,813,,85,0,,,,,,,
Santa Cruz,California,2017-09-01,168,31,152,39,390,41,17,58,236,96,332,491,68,60,59,68,408,42,17,76,3,7,,,,,12,1,835,,75,0,,,,,,,
Santa Cruz,California,2017-08-01,296,29,91,17,433,49,16,65,276,92,368,479,62,62,62,53,517,77,19,66,17,12,,,,,2,1,922,,56,0,,,,,,,
Santa Cruz,California,2017-07-01,280,38,91,16,425,44,15,59,274,92,366,479,56,56,61,69,505,81,10,75,3,7,,,,,22,1,771,,68,0,,,,,,,
Santa Cruz,California,2017-06-01,274,34,87,15,410,46,36,82,262,66,328,462,55,56,54,59,388,94,13,68,4,9,,,,,20,1,902,,78,0,,,,,,,
Santa Cruz,California,2017-05-01,269,34,93,12,408,33,12,45,270,93,363,464,57,54,53,54,506,439,14,45,2,8,,,,,10,1,957,,73,0,,,,,,,
Santa Cruz,California,2017-04-01,268,22,92,4,386,44,14,58,246,82,328,461,67,55,67,74,282,44,8,55,1,14,,,,,8,1,903,,80,0,,,,,,,
Santa Cruz,California,2017-03-01,255,30,88,13,386,29,10,39,256,91,347,441,61,62,61,52,480,329,2,30,2,10,,,,,11,1,945,,48,0,,,,,,,
Santa Cruz,California,2017-02-01,265,22,83,17,387,97,34,131,190,66,256,453,61,62,61,52,368,195,2,30,2,15,,,,,1,1,683,,75,0,,,,,,,
Santa Cruz,California,2017-01-01,257,24,89,12,382,31,11,42,250,90,340,434,61,62,61,52,504,363,11,43,6,12,,,,,5,1,819,,50,0,,,,,,,
Santa Cruz,California,2016-12-01,245,20,106,11,382,80,35,115,185,82,267,455,61,62,61,52,525,235,8,24,1,16,,,,,8,1,866,,84,0,,,,,,,
Santa Cruz,California,2016-11-01,251,22,106,18,397,33,15,48,240,109,349,450,60,59,53,48,349,180,2,47,1,14,,,,,12,1,847,,87,0,,,,,,,
Santa Cruz,California,2016-10-01,271,19,111,17,418,32,13,45,258,115,373,449,60,59,57,50,531,338,4,36,4,11,,,,,24,1,957,,88,0,,,,,,,
Santa Cruz,California,2016-09-01,253,23,131,20,427,33,18,51,243,133,376,494,68,50,60,48,413,256,2,44,0,14,,,,,7,1,933,,100,0,,,,,,,
Santa Cruz,California,2016-08-01,244,22,132,21,419,32,18,50,234,135,369,486,60,62,58,50,322,275,2,32,2,20,,,,,14,1,1037,,100,0,,,,,,,
Santa Cruz,California,2016-07-01,240,26,141,23,430,35,21,56,231,143,374,491,71,55,59,29,441,249,1,22,0,18,,,,,14,1,1008,,91,0,,,,,,,
Santa Cruz,California,2016-06-01,227,29,136,11,403,31,18,49,225,129,354,476,63,64,56,49,427,296,3,40,2,23,,,,,10,1,1012,,74,0,,,,,,,
Santa Cruz,California,2016-05-01,226,20,135,16,397,79,48,127,167,103,270,464,61,59,54,57,409,316,3,32,2,9,,,,,11,1,1039,,107,0,,,,,,,
Santa Cruz,California,2016-04-01,234,20,131,19,404,76,45,121,178,105,283,457,76,62,65,51,364,301,0,48,0,17,,,,,8,1,998,,87,0,,,,,,,
Santa Cruz,California,2016-03-01,222,17,139,15,393,36,23,59,203,131,334,456,69,53,55,49,487,315,1,38,2,16,,,,,3,1,955,,67,0,,,,,,,
Santa Cruz,California,2016-02-01,230,16,120,11,377,32,17,49,214,114,328,456,61,75,43,48,380,244,0,29,2,14,,,,,17,1,912,,75,0,,,,,,,
Santa Cruz,California,2016-01-01,238,21,104,12,375,83,37,120,176,79,255,436,74,69,58,46,501,501,0,39,1,11,,,,,7,1,942,,70,0,,,,,,,
Santa Cruz,California,2015-12-01,238,27,105,15,385,31,14,45,234,106,340,451,92,43,61,56,480,307,0,37,1,13,,,,,8,1,916,,79,0,,,,,,,
Santa Cruz,California,2015-11-01,222,25,110,14,371,87,43,130,160,81,241,440,83,55,56,31,501,278,4,28,0,10,,,,,12,1,856,,63,0,,,,,,,
Santa Cruz,California,2015-10-01,228,78,65,14,385,98,25,123,208,54,262,453,100,61,75,38,368,237,3,30,2,17,,,,,9,1,1085,,105,0,,,,,,,
Santa Cruz,California,2015-09-01,239,25,118,12,394,80,39,119,184,91,275,471,89,28,58,26,419,287,2,30,3,15,,,,,11,1,1029,,95,0,,,,,,,
Santa Cruz,California,2015-08-01,238,28,58,78,402,80,41,121,186,95,281,485,135,24,90,46,401,322,1,20,2,17,,,,,12,1,1000,,92,0,,,,,,,
Santa Cruz,California,2015-07-01,246,21,120,12,399,80,40,120,187,92,279,467,118,35,76,51,450,332,0,19,1,14,,,,,7,1,1105,,54,0,,,,,,,
Santa Cruz,California,2015-06-01,248,23,127,14,412,87,45,132,184,95,279,479,103,34,60,39,479,336,1,20,0,14,,,,,9,1,992,,74,0,,,,,,,
Santa Cruz,California,2015-05-01,250,25,145,9,429,72,40,112,203,114,317,474,112,26,57,40,456,252,1,46,0,12,,,,,15,1,910,,25,0,,,,,,,
Santa Cruz,California,2015-04-01,241,26,133,10,410,80,43,123,187,100,287,475,103,27,56,39,368,308,6,30,4,15,,,,,16,1,975,,0,0,,,,,,,
