county,state,year,number_of_inmates_booked,average_daily_population
Montgomery,Illinois,2016,1938,39
Montgomery,Illinois,2015,1691,34.7
Montgomery,Illinois,2014,1487,29
Montgomery,Illinois,2013,1682,34.5
Montgomery,Illinois,2012,1711,26.6
Montgomery,Illinois,2011,1664,20.3
Montgomery,Illinois,2010,,
Montgomery,Illinois,2009,,
Montgomery,Illinois,2008,1894,28.8
Montgomery,Illinois,2007,1665,26.3
Montgomery,Illinois,2006,1484,31.6
Montgomery,Illinois,2005,1535,35.2
Montgomery,Illinois,2004,1473,32.7
Montgomery,Illinois,2003,1350,28.9
Montgomery,Illinois,2002,1389,30.2
Montgomery,Illinois,2001,1144,29.4
Montgomery,Illinois,2000,1001,23.9
Montgomery,Illinois,1999,977,21.7
Montgomery,Illinois,1998,729,15
Montgomery,Illinois,1997,851,16
Montgomery,Illinois,1996,721,21
Montgomery,Illinois,1995,671,18
Montgomery,Illinois,1994,658.5,18
Montgomery,Illinois,1993,646,18
Montgomery,Illinois,1992,633.5,18
Montgomery,Illinois,1991,621,18
Montgomery,Illinois,1990,466,14.6
Montgomery,Illinois,1989,433,13
Montgomery,Illinois,1988,522,14
Montgomery,Illinois,1987,509,11
Montgomery,Illinois,1986,389,8
Montgomery,Illinois,1985,326,11
Montgomery,Illinois,1984,412,10
Montgomery,Illinois,1983,450,7
Montgomery,Illinois,1982,530,12
Montgomery,Illinois,1981,475,12
