county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Calhoun,Texas,2017-12-01,31,7,0,0,7,16,0,3,0,8,0,2,21,95,0,95,144,65.97,35,,,,
Calhoun,Texas,2017-11-01,33,5,0,2,4,12,0,3,0,5,0,1,19,84,0,84,144,58.33,46,0,5,116,5104
Calhoun,Texas,2017-10-01,31,1,0,1,5,5,1,0,0,7,0,0,13,64,0,64,144,44.44,66,0,4,120,4772.4
Calhoun,Texas,2017-09-01,39,7,0,2,6,14,0,2,0,9,0,2,22,103,1,104,144,72.22,26,0,5,110,4374.7
Calhoun,Texas,2017-08-01,44,6,0,3,7,10,0,1,0,7,0,0,19,97,2,99,144,68.75,31,1,4,94,3738.38
Calhoun,Texas,2017-07-01,40,4,1,3,5,14,0,0,0,9,0,0,21,97,1,98,144,68.06,32,0,3,90,3579.3
Calhoun,Texas,2017-06-01,31,3,0,2,6,11,1,1,0,6,0,0,22,83,1,84,144,58.33,46,0,2,8,576
Calhoun,Texas,2017-05-01,31,2,0,2,8,11,1,1,0,7,0,0,25,88,1,89,144,61.81,41,0,2,60,2386.2
Calhoun,Texas,2017-04-01,26,2,0,2,7,11,2,1,0,6,0,1,17,75,1,76,144,52.78,54,1,2,39,1551.03
Calhoun,Texas,2017-03-01,24,1,1,2,5,18,1,1,0,3,0,1,16,73,2,75,144,52.08,55,0,2,37,1471.49
Calhoun,Texas,2017-02-01,18,1,0,0,5,9,1,0,1,5,0,1,17,57,3,60,144,41.67,70,0,0,0,0
Calhoun,Texas,2017-01-01,21,1,0,4,4,6,1,0,0,7,0,1,16,60,0,60,144,41.67,70,2,1,31,1232.87
Calhoun,Texas,2016-12-01,22,0,0,1,5,4,1,0,0,8,1,2,18,62,5,67,144,46.53,63,0,1,30,1193.1
