county,state,year,number_of_inmates_booked,average_daily_population
Henry,Illinois,2016,1498,93.7
Henry,Illinois,2015,1234,98.9
Henry,Illinois,2014,1406,95.8
Henry,Illinois,2013,1441,104.3
Henry,Illinois,2012,1615,113.7
Henry,Illinois,2011,1764,110
Henry,Illinois,2010,1698,106.2
Henry,Illinois,2009,1899,121.1
Henry,Illinois,2008,2248,131.4
Henry,Illinois,2007,3041,135.3
Henry,Illinois,2006,2470,130.6
Henry,Illinois,2005,1959,120.7
Henry,Illinois,2004,2056,115
Henry,Illinois,2003,2064,123.3
Henry,Illinois,2002,2166,102.1
Henry,Illinois,2001,1254,63.9
Henry,Illinois,2000,1557,79
Henry,Illinois,1999,1534,82.7
Henry,Illinois,1998,940,71
Henry,Illinois,1997,835,60
Henry,Illinois,1996,831,62
Henry,Illinois,1995,,45
Henry,Illinois,1994,230.5,45
Henry,Illinois,1993,461,45
Henry,Illinois,1992,691.5,45
Henry,Illinois,1991,922,45
Henry,Illinois,1990,876,38.7
Henry,Illinois,1989,933,40
Henry,Illinois,1988,963,34
Henry,Illinois,1987,920,41
Henry,Illinois,1986,760,37
Henry,Illinois,1985,810,32
Henry,Illinois,1984,872,33
Henry,Illinois,1983,831,30
Henry,Illinois,1982,785,29
Henry,Illinois,1981,848,27
