county,state,year,number_of_inmates_booked,average_daily_population
Boone,Illinois,2016,2118,109.7
Boone,Illinois,2015,2300,108
Boone,Illinois,2014,2606,106.5
Boone,Illinois,2013,2257,99.3
Boone,Illinois,2012,2244,101.4
Boone,Illinois,2011,2425,114.2
Boone,Illinois,2010,2871,112.3
Boone,Illinois,2009,3117,104.7
Boone,Illinois,2008,3094,111.7
Boone,Illinois,2007,2842,96.1
Boone,Illinois,2006,2757,85.9
Boone,Illinois,2005,3132,110
Boone,Illinois,2004,2357,96.7
Boone,Illinois,2003,2393,60.7
Boone,Illinois,2002,2287,62.9
Boone,Illinois,2001,2104,62.1
Boone,Illinois,2000,2070,63.2
Boone,Illinois,1999,2097,57.3
Boone,Illinois,1998,2154,54
Boone,Illinois,1997,1773,47
Boone,Illinois,1996,1534,41
Boone,Illinois,1995,1491,11
Boone,Illinois,1994,1532,18
Boone,Illinois,1993,1573,25
Boone,Illinois,1992,1614,32
Boone,Illinois,1991,1655,39
Boone,Illinois,1990,1594,37.4
Boone,Illinois,1989,1533,15
Boone,Illinois,1988,1446,12
Boone,Illinois,1987,1320,10
Boone,Illinois,1986,1177,11
Boone,Illinois,1985,912,10
Boone,Illinois,1984,1142,12
Boone,Illinois,1983,850,17
Boone,Illinois,1982,1058,13
Boone,Illinois,1981,971,12
