county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Rockwall,Texas,2017-12-01,123,18,6,1,4,33,7,1,1,46,11,5,9,207,1,208,243,85.6,11,,,,
Rockwall,Texas,2017-11-01,116,28,6,2,6,24,3,1,0,39,5,13,3,191,0,191,243,78.6,28,1,19,347,6325.81
Rockwall,Texas,2017-10-01,141,19,16,3,6,25,16,1,0,34,12,33,3,217,0,217,243,89.3,0,1,18,369,6726.87
Rockwall,Texas,2017-09-01,129,29,11,1,4,25,8,2,0,35,9,10,4,194,0,194,243,79.84,25,0,14,341,6216.43
Rockwall,Texas,2017-08-01,141,28,21,4,2,30,15,1,0,40,2,13,7,242,0,242,243,99.59,0,0,20,354,6453.42
Rockwall,Texas,2017-07-01,169,24,23,0,9,28,8,0,0,41,6,16,7,243,0,243,243,100,0,0,21,359,6544.57
Rockwall,Texas,2017-06-01,150,25,12,1,4,21,8,0,0,35,6,17,5,242,0,242,243,99.59,0,1,16,363,6617.49
Rockwall,Texas,2017-05-01,131,27,13,1,5,15,13,0,0,35,2,15,5,219,0,219,243,90.12,0,0,17,282,5140.86
Rockwall,Texas,2017-04-01,101,18,11,2,3,29,10,0,4,30,2,15,2,201,4,205,243,84.36,14,2,15,283,5159.09
Rockwall,Texas,2017-03-01,94,25,13,3,2,8,6,0,2,40,0,14,11,193,2,195,243,80.25,24,2,13,298,5432.54
Rockwall,Texas,2017-02-01,78,23,8,8,3,30,15,0,2,31,0,25,13,202,2,204,243,83.95,15,2,5,110,2005.3
Rockwall,Texas,2017-01-01,102,11,4,2,4,34,2,1,2,29,0,11,12,189,2,191,243,78.6,28,2,16,368,6708.64
Rockwall,Texas,2016-12-01,84,14,3,0,2,25,6,1,2,31,0,15,7,188,2,190,243,78.19,29,2,14,345,6289.35
Rockwall,Texas,2016-11-01,92,19,5,0,2,17,10,0,2,29,1,7,5,187,2,189,243,77.78,30,2,15,335,6107.05
Rockwall,Texas,2016-10-01,93,20,8,0,3,37,10,1,0,20,2,10,6,210,0,210,243,86.42,0,1,14,363,6617.49
