county,state,year,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Butte,California,2020-03-01,290,57,161,36,544,319,162,481,28,35,63,577,259,150,49,0,530,36,13,89,1,9,0,0,0,0,75,11,787,7,25,0,,,,,,,
Butte,California,2020-02-01,310,59,159,34,562,343,161,504,26,32,58,575,251,107,44,5,498,43,13,94,1,9,0,0,0,0,80,11,1001,10,32,0,,,,,,,
Butte,California,2020-01-01,317,53,146,28,544,343,144,487,27,30,57,569,269,102,52,5,569,44,17,89,1,11,0,0,0,0,78,11,1043,16,50,0,,,,,,,
Butte,California,2019-12-01,306,47,153,32,538,323,152,475,30,33,63,556,272,97,43,5,498,49,14,71,1,7,0,0,0,0,79,13,1326,13,38,0,,,,,,,
Butte,California,2019-11-01,322,52,144,42,560,346,152,498,28,34,62,577,284,76,63,5,486,33,22,52,1,10,0,0,0,0,86,9,896,21,30,0,,,,,,,
Butte,California,2019-10-01,332,58,138,38,566,362,147,509,28,29,57,588,265,121,55,0,504,54,21,86,0,9,0,0,0,0,84,8,1088,22,64,0,,,,,,,
Butte,California,2019-09-01,321,49,154,42,566,341,161,502,29,35,64,581,274,124,57,0,483,58,16,64,0,9,0,0,0,0,90,9,1005,9,21,0,,,,,,,
Butte,California,2019-08-01,315,57,161,40,573,339,158,497,33,43,76,594,257,115,67,0,554,63,21,90,0,10,0,0,0,0,100,10,1073,16,54,0,,,,,,,
Butte,California,2019-07-01,314,58,163,41,576,332,162,494,40,42,82,590,271,123,48,0,393,74,19,80,0,13,0,0,0,0,106,7,1060,25,67,0,,,,,,,
Butte,California,2019-06-01,322,56,158,35,571,343,152,495,35,41,76,592,285,118,37,0,389,70,20,59,0,11,0,0,0,0,115,7,1087,9,45,0,,,,,,,
Butte,California,2019-05-01,321,56,144,37,558,341,148,489,36,33,69,568,271,130,45,0,331,110,20,81,0,11,0,0,0,0,123,7,1156,24,38,0,,,,,,,
Butte,California,2019-04-01,305,56,150,35,546,329,149,478,32,36,68,559,234,104,60,0,433,98,16,64,0,12,0,0,0,0,121,12,1032,17,30,0,,,,,,,
Butte,California,2019-03-01,306,55,165,32,558,322,161,483,39,36,75,574,252,122,61,0,465,62,16,73,0,13,0,0,0,0,134,14,1154,18,47,0,,,,,,,
Butte,California,2019-02-01,309,56,167,39,571,329,162,491,36,44,80,589,269,130,55,0,546,49,19,56,0,11,0,0,0,0,137,19,959,25,49,0,,,,,,,
Butte,California,2019-01-01,308,61,164,39,572,331,160,491,38,43,81,586,271,119,56,0,724,59,12,74,0,11,0,0,0,0,136,22,1028,9,47,0,,,,,,,
Butte,California,2018-12-01,317,58,152,39,566,336,157,493,39,34,73,587,263,95,36,0,600,43,15,78,0,9,0,0,0,0,143,17,913,6,31,0,,,,,,,
Butte,California,2018-11-01,307,62,158,40,567,329,171,500,40,27,67,582,268,119,55,0,688,70,16,78,0,11,0,0,0,0,138,16,908,20,53,0,,,,,,,
Butte,California,2018-10-01,310,54,155,42,561,331,169,500,33,28,61,578,270,141,51,0,368,44,15,85,1,11,0,0,0,0,140,12,1077,12,42,0,,,,,,,
Butte,California,2018-09-01,297,50,163,31,541,323,166,489,24,28,52,564,225,89,35,0,370,47,12,50,0,12,0,0,0,0,141,12,1138,54,58,0,,,,,,,
