county,state,year,number_of_inmates_booked,average_daily_population
Kendall,Illinois,2016,2089,119.3
Kendall,Illinois,2015,2227,125
Kendall,Illinois,2014,2649,128.6
Kendall,Illinois,2013,2853,137.3
Kendall,Illinois,2012,2987,132.6
Kendall,Illinois,2011,3109,135.3
Kendall,Illinois,2010,3979,136.3
Kendall,Illinois,2009,3495,99.4
Kendall,Illinois,2008,3567,156.1
Kendall,Illinois,2007,3262,142.8
Kendall,Illinois,2006,3648,118.5
Kendall,Illinois,2005,2959,99.7
Kendall,Illinois,2004,2620,105.5
Kendall,Illinois,2003,2335,76.7
Kendall,Illinois,2002,3355,74.5
Kendall,Illinois,2001,2397,55.5
Kendall,Illinois,2000,1925,50.9
Kendall,Illinois,1999,1733,66.5
Kendall,Illinois,1998,1847,53
Kendall,Illinois,1997,1632,44
Kendall,Illinois,1996,1863,41
Kendall,Illinois,1995,1960,47
Kendall,Illinois,1994,1524,38
Kendall,Illinois,1993,1088,29
Kendall,Illinois,1992,652,20
Kendall,Illinois,1991,216,11
Kendall,Illinois,1990,253,9
Kendall,Illinois,1989,277,9
Kendall,Illinois,1988,244,8
Kendall,Illinois,1987,208,8
Kendall,Illinois,1986,168,5
Kendall,Illinois,1985,169,4
Kendall,Illinois,1984,147,6
Kendall,Illinois,1983,180,8
Kendall,Illinois,1982,111,6
Kendall,Illinois,1981,135,6
