county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Guadalupe,Texas,2017-12-01,151,27,4,16,4,40,7,11,42,52,2,6,4,323,53,376,598,62.88,162,,,,
Guadalupe,Texas,2017-11-01,135,39,1,18,3,15,12,14,48,39,5,9,4,293,65,358,598,59.87,180,4,11,303,13734.99
Guadalupe,Texas,2017-10-01,134,34,6,16,3,29,8,12,34,36,3,7,5,293,53,346,598,57.86,192,0,10,257,11503.32
Guadalupe,Texas,2017-09-01,144,41,3,17,6,28,13,12,40,38,1,9,10,322,56,378,598,63.21,160,2,10,229,10250.04
Guadalupe,Texas,2017-08-01,142,30,4,20,5,30,10,12,41,44,4,3,9,313,56,369,598,61.71,169,3,8,139,6221.64
Guadalupe,Texas,2017-07-01,132,34,4,13,4,28,6,12,49,33,3,4,7,280,71,351,598,58.7,187,4,9,174,7788.24
Guadalupe,Texas,2017-06-01,130,33,6,11,4,26,10,11,53,39,3,3,6,282,72,354,598,59.2,184,2,11,162,7251.12
Guadalupe,Texas,2017-05-01,124,21,10,20,6,19,4,10,26,35,8,12,6,275,49,324,598,54.18,214,1,11,227,10160.52
Guadalupe,Texas,2017-04-01,119,24,5,18,7,29,6,9,39,31,6,9,7,270,65,335,598,56.02,203,3,12,297,13293.72
Guadalupe,Texas,2017-03-01,118,24,7,9,8,35,13,9,32,35,5,3,4,270,65,335,598,56.02,203,1,12,219,9802.44
Guadalupe,Texas,2017-02-01,128,19,6,11,10,31,12,9,29,36,6,2,3,273,85,358,598,59.87,180,3,6,160,6852.8
Guadalupe,Texas,2017-01-01,113,37,6,10,16,23,10,9,35,27,4,6,3,264,88,352,598,58.86,186,0,3,71,3177.96
Guadalupe,Texas,2016-12-01,119,46,14,15,15,20,14,11,34,20,3,8,3,288,81,369,598,61.71,169,1,6,120,5371.2
Guadalupe,Texas,2016-11-01,123,56,20,19,14,26,11,16,37,23,2,4,8,322,113,435,598,72.74,103,1,6,171,7653.96
Guadalupe,Texas,2016-10-01,132,34,16,14,12,37,5,10,39,19,4,9,9,301,130,431,598,72.07,107,0,7,175,7495.25
Guadalupe,Texas,2016-09-01,116,36,16,13,9,19,14,12,35,17,2,11,3,268,134,402,598,67.22,136,2,10,260,11135.8
Guadalupe,Texas,2016-08-01,124,26,17,8,12,21,11,8,46,22,5,15,7,276,155,431,598,72.07,107,1,9,238,10193.54
Guadalupe,Texas,2016-07-01,127,34,15,14,17,20,15,6,43,34,2,1,10,295,149,444,598,74.25,94,5,6,180,7709.4
Guadalupe,Texas,2016-06-01,108,27,9,11,19,16,9,11,29,28,4,10,11,263,132,395,598,66.05,143,3,9,174,7452.42
