county,state,year,number_of_inmates_booked,average_daily_population
Alexander,Illinois,2016,,
Alexander,Illinois,2015,,
Alexander,Illinois,2014,,
Alexander,Illinois,2013,,
Alexander,Illinois,2012,,
Alexander,Illinois,2011,,
Alexander,Illinois,2010,,
Alexander,Illinois,2009,,
Alexander,Illinois,2008,,
Alexander,Illinois,2007,,
Alexander,Illinois,2006,,
Alexander,Illinois,2005,,
Alexander,Illinois,2004,,
Alexander,Illinois,2003,,
Alexander,Illinois,2002,,
Alexander,Illinois,2001,1421,195.4
Alexander,Illinois,2000,1515,192.5
Alexander,Illinois,1999,795,26.8
Alexander,Illinois,1998,529,9
Alexander,Illinois,1997,553,9
Alexander,Illinois,1996,496,5
Alexander,Illinois,1995,463,5
Alexander,Illinois,1994,493.5,6
Alexander,Illinois,1993,524,7
Alexander,Illinois,1992,554.5,8
Alexander,Illinois,1991,585,9
Alexander,Illinois,1990,499,8.4
Alexander,Illinois,1989,447,9
Alexander,Illinois,1988,375,7
Alexander,Illinois,1987,338,5
Alexander,Illinois,1986,280,7
Alexander,Illinois,1985,356,8
Alexander,Illinois,1984,467,10
Alexander,Illinois,1983,431,8
Alexander,Illinois,1982,483,8
Alexander,Illinois,1981,392,5
