county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Frio,Texas,1995-10-01,13,7,0,2,0,7,0,0,0,,,,21,37,30,67,295,22.71,199,,,,
Frio,Texas,1995-09-01,10,9,,4,0,3,0,0,0,,,,4,33,16,49,295,16.61,217,,,,
Frio,Texas,1995-08-01,12,9,,12,0,5,1,0,0,,,,101,43,122,165,296,55.74,101,,,,
Frio,Texas,1995-07-01,11,10,,14,0,8,0,0,0,,,,0,46,43,89,296,30.07,177,,,,
Frio,Texas,1995-06-01,10,9,,12,0,4,0,0,0,,,,0,35,150,188,762,24.67,498,,,,
Frio,Texas,1995-05-01,12,22,,12,0,0,0,0,0,,,,0,46,576,625,762,82.02,61,,,,
Frio,Texas,1995-04-01,16,17,,11,0,6,0,0,0,,,,0,50,564,623,762,81.76,63,,,,
Frio,Texas,1995-03-01,16,18,,10,0,2,0,0,0,,,,0,46,573,624,762,81.89,62,,,,
Frio,Texas,1995-02-01,7,24,,7,0,8,0,0,0,,,,0,46,582,633,762,83.07,53,,,,
Frio,Texas,1995-01-01,18,26,,11,0,0,0,0,0,,,,0,55,670,728,762,95.54,0,,,,
Frio,Texas,1994-12-01,23,21,,3,0,1,0,0,0,,,,0,48,672,720,762,94.49,0,,,,
Frio,Texas,1994-11-01,23,21,,3,0,1,0,0,0,,,,0,48,672,720,762,94.49,0,,,,
Frio,Texas,1994-10-01,28,22,,6,0,3,1,0,0,,,,0,60,690,750,762,98.43,0,,,,
Frio,Texas,1994-09-01,29,24,,5,0,2,0,0,0,,,,0,60,622,682,762,89.5,0,,,,
Frio,Texas,1994-08-01,31,22,,7,0,2,0,0,0,,,,0,62,617,679,762,89.11,0,,,,
Frio,Texas,1994-07-01,27,24,,10,0,1,0,0,0,,,,0,62,558,620,762,81.36,66,,,,
Frio,Texas,1994-06-01,16,30,,11,0,3,0,1,0,,,,0,61,386,447,426,104.93,0,,,,
Frio,Texas,1994-05-01,10,28,,11,0,0,0,1,0,,,,0,50,382,432,426,101.41,0,,,,
Frio,Texas,1994-04-01,12,18,,13,0,1,0,0,0,,,,0,44,381,425,426,99.77,0,,,,
Frio,Texas,1994-03-01,16,31,,4,0,0,0,0,0,,,,0,51,376,427,426,100.23,0,,,,
Frio,Texas,1994-02-01,16,25,,2,0,0,0,0,0,,,,0,43,380,423,426,99.3,0,,,,
Frio,Texas,1994-01-01,13,29,,3,0,2,0,0,0,,,,0,47,380,427,426,100.23,0,,,,
Frio,Texas,1993-12-01,12,28,,3,0,3,1,0,0,,,,0,47,378,425,426,99.77,0,,,,
Frio,Texas,1993-11-01,14,22,,5,0,3,1,0,0,,,,0,45,382,427,426,47.89,0,,,,
Frio,Texas,1993-10-01,23,24,,4,0,4,0,0,0,,,,0,55,159,214,426,50.23,169,,,,
Frio,Texas,1993-09-01,15,26,,3,0,0,0,0,0,,,,0,44,159,203,426,47.65,180,,,,
Frio,Texas,1993-08-01,18,14,,12,0,0,0,0,0,,,,0,44,161,205,199,103.02,0,,,,
Frio,Texas,1993-07-01,11,18,,13,0,6,0,0,0,,,,0,48,158,206,199,103.52,0,,,,
Frio,Texas,1993-06-01,11,18,,13,0,6,0,0,0,,,,0,48,158,206,199,103.52,0,,,,
Frio,Texas,1993-05-01,18,14,,15,0,5,0,0,0,,,,0,52,160,212,199,106.53,0,,,,
Frio,Texas,1993-04-01,14,13,,13,0,2,0,0,0,,,,0,42,160,202,199,101.51,0,,,,
Frio,Texas,1993-03-01,15,16,,12,0,5,0,0,0,,,,1,49,159,208,199,104.52,0,,,,
Frio,Texas,1993-02-01,9,16,,12,0,6,0,0,0,,,,0,43,155,198,199,99.5,0,,,,
Frio,Texas,1993-01-01,10,16,,9,0,2,1,0,0,,,,0,38,155,193,199,96.98,0,,,,
Frio,Texas,1992-12-01,10,15,,6,0,3,0,0,0,,,,0,33,124,157,199,78.89,22,,,,
Frio,Texas,1992-11-01,8,19,,7,0,1,2,0,0,,,,0,35,121,156,169,92.31,0,,,,
Frio,Texas,1992-10-01,15,21,,11,0,1,1,0,0,,,,1,49,85,134,169,79.29,18,,,,
Frio,Texas,1992-09-01,12,18,,11,0,4,1,0,0,,,,2,48,0,48,169,28.4,104,,,,
Frio,Texas,1992-08-01,17,12,,6,2,4,1,0,96,,,,0,40,96,136,169,80.47,16,,,,
Frio,Texas,1992-07-01,18,13,,4,1,10,1,0,0,,,,0,44,0,44,169,26.04,108,,,,
Frio,Texas,1992-06-01,11,16,,4,2,10,1,0,96,,,,0,36,96,132,169,78.11,20,,,,
Frio,Texas,1992-05-01,12,18,,5,0,3,5,0,97,,,,0,40,97,137,169,81.07,15,,,,
Frio,Texas,1992-04-01,7,18,,3,2,1,5,0,97,,,,0,33,97,130,169,76.92,22,,,,
Frio,Texas,1992-03-01,9,17,,4,1,5,0,0,98,,,,0,34,98,132,169,78.11,20,,,,
Frio,Texas,1992-02-01,16,14,,6,2,3,1,0,102,,,,0,36,102,138,169,81.66,14,,,,
Frio,Texas,1992-01-01,9,10,,5,2,8,2,0,104,,,,0,33,104,137,169,81.07,,,,,
