county,state,year,number_of_inmates_booked,average_daily_population
Edwards,Illinois,2016,,
Edwards,Illinois,2015,,
Edwards,Illinois,2014,,
Edwards,Illinois,2013,,
Edwards,Illinois,2012,,
Edwards,Illinois,2011,,
Edwards,Illinois,2010,,
Edwards,Illinois,2009,,
Edwards,Illinois,2008,,
Edwards,Illinois,2007,,
Edwards,Illinois,2006,,
Edwards,Illinois,2005,,
Edwards,Illinois,2004,,
Edwards,Illinois,2003,,
Edwards,Illinois,2002,,
Edwards,Illinois,2001,,
Edwards,Illinois,2000,,
Edwards,Illinois,1999,,
Edwards,Illinois,1998,,
Edwards,Illinois,1997,,
Edwards,Illinois,1996,,
Edwards,Illinois,1995,,
Edwards,Illinois,1994,,
Edwards,Illinois,1993,,
Edwards,Illinois,1992,,
Edwards,Illinois,1991,,
Edwards,Illinois,1990,,
Edwards,Illinois,1989,,
Edwards,Illinois,1988,,
Edwards,Illinois,1987,,
Edwards,Illinois,1986,,
Edwards,Illinois,1985,,
Edwards,Illinois,1984,,
Edwards,Illinois,1983,,
Edwards,Illinois,1982,,
Edwards,Illinois,1981,,
