county,state,year,number_of_inmates_booked,average_daily_population
Macon,Illinois,2016,4978,311.9
Macon,Illinois,2015,5133,301.1
Macon,Illinois,2014,5325,338.4
Macon,Illinois,2013,5708,353.7
Macon,Illinois,2012,5652,325.3
Macon,Illinois,2011,6010,306.6
Macon,Illinois,2010,6305,294.9
Macon,Illinois,2009,6723,274.5
Macon,Illinois,2008,6848,270
Macon,Illinois,2007,6231,269.3
Macon,Illinois,2006,5710,280.7
Macon,Illinois,2005,5491,280.3
Macon,Illinois,2004,6042,256.3
Macon,Illinois,2003,5973,273.5
Macon,Illinois,2002,6087,240.9
Macon,Illinois,2001,7333,266.2
Macon,Illinois,2000,6904,237.2
Macon,Illinois,1999,8645,221.5
Macon,Illinois,1998,9887,237
Macon,Illinois,1997,9819,248
Macon,Illinois,1996,10008,223
Macon,Illinois,1995,7869,221
Macon,Illinois,1994,7405.3,206
Macon,Illinois,1993,6941.5,191
Macon,Illinois,1992,6477.8,176
Macon,Illinois,1991,6014,161
Macon,Illinois,1990,5522,153.6
Macon,Illinois,1989,4727,123
Macon,Illinois,1988,4111,94
Macon,Illinois,1987,3907,89
Macon,Illinois,1986,3041,65
Macon,Illinois,1985,3593,75
Macon,Illinois,1984,3491,79
Macon,Illinois,1983,3963,51
Macon,Illinois,1982,3505,85
Macon,Illinois,1981,3707,92
