county,state,year,number_of_inmates_booked,average_daily_population
Randolph,Illinois,2016,803,32
Randolph,Illinois,2015,768,28
Randolph,Illinois,2014,865,28.6
Randolph,Illinois,2013,755,21.1
Randolph,Illinois,2012,764,17
Randolph,Illinois,2011,904,20.6
Randolph,Illinois,2010,971,19.4
Randolph,Illinois,2009,1130,22.4
Randolph,Illinois,2008,1261,23.2
Randolph,Illinois,2007,1230,23.6
Randolph,Illinois,2006,1014,19.3
Randolph,Illinois,2005,854,16.7
Randolph,Illinois,2004,771,23.4
Randolph,Illinois,2003,772,9.9
Randolph,Illinois,2002,837,10.5
Randolph,Illinois,2001,818,9.8
Randolph,Illinois,2000,882,9.6
Randolph,Illinois,1999,935,10.8
Randolph,Illinois,1998,965,11
Randolph,Illinois,1997,782,11
Randolph,Illinois,1996,682,9
Randolph,Illinois,1995,750,15
Randolph,Illinois,1994,750,15
Randolph,Illinois,1993,750,15
Randolph,Illinois,1992,750,15
Randolph,Illinois,1991,750,15
Randolph,Illinois,1990,963,20.3
Randolph,Illinois,1989,945,18
Randolph,Illinois,1988,700,15
Randolph,Illinois,1987,822,16
Randolph,Illinois,1986,736,12
Randolph,Illinois,1985,647,11
Randolph,Illinois,1984,589,11
Randolph,Illinois,1983,695,10
Randolph,Illinois,1982,690,7
Randolph,Illinois,1981,658,7
