county,state,year,number_of_inmates_booked,average_daily_population
Massac,Illinois,2016,946,35.8
Massac,Illinois,2015,852,29.2
Massac,Illinois,2014,756,27.6
Massac,Illinois,2013,998,40.4
Massac,Illinois,2012,1030,40.2
Massac,Illinois,2011,1064,39.8
Massac,Illinois,2010,889,33.2
Massac,Illinois,2009,909,34.2
Massac,Illinois,2008,818,26.9
Massac,Illinois,2007,946,34.4
Massac,Illinois,2006,970,33.1
Massac,Illinois,2005,1281,32.5
Massac,Illinois,2004,1500,29.2
Massac,Illinois,2003,1333,34.2
Massac,Illinois,2002,1345,42.1
Massac,Illinois,2001,1039,28.2
Massac,Illinois,2000,1210,27.2
Massac,Illinois,1999,1111,24.1
Massac,Illinois,1998,1444,31
Massac,Illinois,1997,904,35
Massac,Illinois,1996,1028,30
Massac,Illinois,1995,1043,30
Massac,Illinois,1994,949.8,27.3
Massac,Illinois,1993,856.5,24.5
Massac,Illinois,1992,763.2,21.8
Massac,Illinois,1991,670,19
Massac,Illinois,1990,624,8.2
Massac,Illinois,1989,623,10
Massac,Illinois,1988,511,7
Massac,Illinois,1987,452,11
Massac,Illinois,1986,351,10
Massac,Illinois,1985,349,12
Massac,Illinois,1984,425,9
Massac,Illinois,1983,482,11
Massac,Illinois,1982,457,7
Massac,Illinois,1981,594,12
