county,state,year,number_of_inmates_booked,average_daily_population
Cass,Illinois,2016,,
Cass,Illinois,2015,,
Cass,Illinois,2014,,
Cass,Illinois,2013,,
Cass,Illinois,2012,,
Cass,Illinois,2011,,
Cass,Illinois,2010,,
Cass,Illinois,2009,,
Cass,Illinois,2008,,
Cass,Illinois,2007,,
Cass,Illinois,2006,,
Cass,Illinois,2005,,
Cass,Illinois,2004,,
Cass,Illinois,2003,,
Cass,Illinois,2002,,
Cass,Illinois,2001,,
Cass,Illinois,2000,,
Cass,Illinois,1999,,
Cass,Illinois,1998,,
Cass,Illinois,1997,,
Cass,Illinois,1996,,
Cass,Illinois,1995,,
Cass,Illinois,1994,,
Cass,Illinois,1993,,
Cass,Illinois,1992,,
Cass,Illinois,1991,,
Cass,Illinois,1990,,
Cass,Illinois,1989,,
Cass,Illinois,1988,,
Cass,Illinois,1987,,
Cass,Illinois,1986,44,2
Cass,Illinois,1985,97,2
Cass,Illinois,1984,131,3
Cass,Illinois,1983,190,3
Cass,Illinois,1982,181,3
Cass,Illinois,1981,265,4
