county,state,year,number_of_inmates_booked,average_daily_population
Jackson,Illinois,2016,2284,103
Jackson,Illinois,2015,2289,100.7
Jackson,Illinois,2014,2447,40
Jackson,Illinois,2013,2647,46.5
Jackson,Illinois,2012,2633,45.8
Jackson,Illinois,2011,2508,48.9
Jackson,Illinois,2010,2238,44.8
Jackson,Illinois,2009,2240,51.9
Jackson,Illinois,2008,2385,112.4
Jackson,Illinois,2007,2319,112.7
Jackson,Illinois,2006,2414,113.6
Jackson,Illinois,2005,2365,114.9
Jackson,Illinois,2004,2137,106.1
Jackson,Illinois,2003,2400,105.7
Jackson,Illinois,2002,2832,123.9
Jackson,Illinois,2001,1983,109.4
Jackson,Illinois,2000,1980,127.3
Jackson,Illinois,1999,2524,176.4
Jackson,Illinois,1998,2502,97
Jackson,Illinois,1997,2051,85
Jackson,Illinois,1996,2122,73
Jackson,Illinois,1995,1872,73
Jackson,Illinois,1994,1866,69
Jackson,Illinois,1993,1860,65
Jackson,Illinois,1992,1854,61
Jackson,Illinois,1991,1848,57
Jackson,Illinois,1990,1610,51.6
Jackson,Illinois,1989,1546,25
Jackson,Illinois,1988,1518,29
Jackson,Illinois,1987,1281,32
Jackson,Illinois,1986,1299,36
Jackson,Illinois,1985,1278,26
Jackson,Illinois,1984,1112,31
Jackson,Illinois,1983,1306,23
Jackson,Illinois,1982,1159,19
Jackson,Illinois,1981,1150,19
