county,state,year,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Kings,California,2018-12-01,305,45,161,49,560,322,110,432,28,100,128,578,244,51,232,16,682,430,20,56,0,5,0,0,0,0,0,0,499,0,0,0,,,,,,,
Kings,California,2018-11-01,333,48,165,53,599,346,111,457,35,107,142,612,239,50,235,16,671,451,26,29,0,4,0,0,0,0,0,0,533,0,0,0,,,,,,,
Kings,California,2018-10-01,0,0,0,0,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,California,2018-09-01,0,0,0,0,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,California,2018-08-01,369,79,101,32,581,374,46,420,74,87,161,611,163,93,214,52,1201,456,19,37,0,5,0,0,0,0,0,0,600,0,0,0,,,,,,,
Kings,California,2018-07-01,365,72,85,25,547,363,26,389,74,84,158,558,124,66,219,54,1337,532,17,51,0,5,0,0,0,0,0,0,595,0,0,0,,,,,,,
Kings,California,2018-06-01,337,61,84,23,505,331,36,367,67,71,138,534,124,48,176,1,375,486,14,57,0,5,0,0,0,0,0,0,601,0,0,0,,,,,,,
Kings,California,2018-05-01,337,57,81,25,500,328,41,369,66,65,131,533,122,53,161,2,391,424,21,34,0,5,0,0,0,0,0,0,607,0,0,0,,,,,,,
Kings,California,2018-04-01,329,52,70,22,473,325,38,363,56,54,110,486,133,125,103,2,328,249,27,12,0,4,0,0,0,0,0,0,514,0,0,0,,,,,,,
Kings,California,2018-03-01,319,56,61,22,458,320,34,354,55,49,104,469,164,65,98,1,310,280,19,34,0,3,0,0,0,0,,0,506,0,0,0,,,,,,,
Kings,California,2018-02-01,320,65,76,23,484,326,38,364,59,61,120,507,165,78,99,2,323,260,16,21,0,2,0,0,0,0,,0,417,0,0,0,,,,,,,
Kings,California,2018-01-01,333,70,70,23,496,342,36,378,61,57,118,513,181,58,110,1,266,336,8,57,0,4,0,0,0,0,,0,521,0,0,0,,,,,,,
Kings,California,2017-12-01,307,60,63,20,450,316,33,349,51,50,101,466,155,49,110,2,305,271,8,23,0,5,0,0,0,0,,0,456,0,0,0,,,,,,,
Kings,California,2017-11-01,304,62,66,25,457,317,42,359,49,49,98,472,170,63,117,6,321,226,19,26,0,4,0,0,0,0,,0,433,0,0,0,,,,,,,
Kings,California,2017-10-01,314,62,58,26,460,321,34,355,55,50,105,474,141,51,163,3,444,361,10,36,0,4,0,0,0,0,,0,504,0,0,0,,,,,,,
Kings,California,2017-09-01,325,73,63,25,486,331,34,365,67,54,121,508,137,28,157,0,591,399,9,31,0,4,0,0,0,0,,0,479,0,0,0,,,,,,,
Kings,California,2017-08-01,316,66,74,18,474,326,34,360,56,58,114,496,143,52,214,1,462,759,19,43,0,3,0,0,0,0,,0,542,0,0,0,,,,,,,
Kings,California,2017-07-01,314,53,73,19,459,318,39,357,49,53,102,470,119,37,205,0,416,470,22,63,0,3,0,0,0,0,,0,462,0,0,0,,,,,,,
Kings,California,2017-06-01,317,49,69,25,460,316,46,362,50,48,98,479,150,80,105,0,361,425,20,31,0,2,0,0,0,0,,0,475,0,0,0,,,,,,,
Kings,California,2017-05-01,323,53,74,25,475,319,52,371,57,47,104,492,150,70,200,1,374,370,24,69,0,1,0,0,0,0,,0,536,0,0,0,,,,,,,
Kings,California,2017-04-01,322,52,77,22,473,326,49,375,48,50,98,485,151,100,201,0,463,409,22,41,6,4,0,0,0,0,,0,482,0,0,0,,,,,,,
Kings,California,2017-03-01,342,43,66,29,480,327,50,377,58,45,103,480,147,49,166,1,242,321,9,18,0,8,0,0,0,0,,0,525,0,0,0,,,,,,,
Kings,California,2017-02-01,323,41,61,22,447,314,43,357,50,40,90,476,130,46,145,3,262,273,8,22,0,8,0,0,0,0,,0,459,0,0,0,,,,,,,
Kings,California,2017-01-01,313,42,62,18,435,313,41,354,42,39,81,451,131,46,156,4,303,270,8,23,0,8,0,0,0,0,,0,488,0,0,0,,,,,,,
Kings,California,2016-12-01,311,42,61,23,437,294,36,330,59,48,107,475,163,45,157,2,301,273,8,24,0,8,0,0,0,0,,0,462,0,0,0,,,,,,,
Kings,California,2016-11-01,299,40,62,33,434,282,47,329,57,48,105,460,156,17,75,5,243,273,15,27,0,8,0,0,0,0,,0,462,0,0,0,,,,,,,
Kings,California,2016-10-01,290,40,76,35,441,283,54,337,47,57,104,452,150,40,79,9,213,302,21,30,0,8,0,0,0,0,,0,481,0,0,0,,,,,,,
Kings,California,2016-09-01,267,50,110,26,453,279,72,351,38,64,102,480,148,17,95,9,160,211,29,20,0,8,0,0,0,0,,0,555,0,0,0,,,,,,,
Kings,California,2016-08-01,259,44,128,27,458,280,92,372,23,63,86,503,201,15,93,8,223,268,21,32,0,8,0,0,0,0,,0,567,0,0,0,,,,,,,
Kings,California,2016-07-01,272,42,130,26,470,289,91,380,25,65,90,529,210,51,72,0,318,252,10,21,0,8,0,0,0,0,,0,490,0,0,0,,,,,,,
Kings,California,2016-06-01,297,45,115,27,484,312,82,394,30,60,90,529,221,52,139,0,222,231,9,53,0,8,0,0,0,0,,0,590,0,0,0,,,,,,,
