county,state,year,number_of_inmates_booked,average_daily_population
McHenry,Illinois,2016,6169,102.8
McHenry,Illinois,2015,5948,101.2
McHenry,Illinois,2014,6134,109.5
McHenry,Illinois,2013,6059,112.4
McHenry,Illinois,2012,6867,137.4
McHenry,Illinois,2011,7771,146.1
McHenry,Illinois,2010,8167,146.3
McHenry,Illinois,2009,9671,514.4
McHenry,Illinois,2008,9865,561.4
McHenry,Illinois,2007,9719,562.9
McHenry,Illinois,2006,8709,722.7
McHenry,Illinois,2005,6817,589
McHenry,Illinois,2004,6729,607
McHenry,Illinois,2003,6458,561
McHenry,Illinois,2002,5996,380.5
McHenry,Illinois,2001,6006,303.8
McHenry,Illinois,2000,5246,233.8
McHenry,Illinois,1999,4626,131.8
McHenry,Illinois,1998,4467,153
McHenry,Illinois,1997,3969,158
McHenry,Illinois,1996,4153,142
McHenry,Illinois,1995,4294,152
McHenry,Illinois,1994,4515.3,129.3
McHenry,Illinois,1993,4736.5,106.5
McHenry,Illinois,1992,4957.8,83.8
McHenry,Illinois,1991,5179,61
McHenry,Illinois,1990,4531,41.7
McHenry,Illinois,1989,4175,41
McHenry,Illinois,1988,3550,20
McHenry,Illinois,1987,4646,29
McHenry,Illinois,1986,3937,31
McHenry,Illinois,1985,3919,21
McHenry,Illinois,1984,3913,22
McHenry,Illinois,1983,3749,21
McHenry,Illinois,1982,3466,19
McHenry,Illinois,1981,3030,20
