county,state,year,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Shasta,California,2018-12-01,205,44,90,15,354,234,90,324,15,15,30,367,193,48,56,0,307,237,18,67,7,16,22,0,0,0,20,0,747,166,40,0,,,,,,,
Shasta,California,2018-11-01,215,45,76,15,351,244,77,321,16,14,30,364,190,64,61,0,362,256,19,53,7,15,24,0,0,0,15,2,716,188,50,0,,,,,,,
Shasta,California,2018-10-01,226,44,71,16,357,253,71,324,17,16,33,362,188,68,52,0,316,179,14,72,7,17,21,0,0,0,15,0,756,172,41,0,,,,,,,
Shasta,California,2018-09-01,229,42,68,16,355,253,69,322,18,15,33,366,179,63,56,0,383,336,12,53,7,18,27,0,0,0,17,0,850,230,65,0,,,,,,,
Shasta,California,2018-08-01,227,45,74,12,358,253,68,321,19,18,37,374,171,52,54,0,354,253,29,66,7,19,26,0,0,0,19,0,892,197,60,0,,,,,,,
Shasta,California,2018-07-01,221,49,86,11,367,250,76,326,20,21,41,367,166,31,67,0,389,328,17,60,7,19,25,0,0,0,22,0,913,273,73,0,,,,,,,
Shasta,California,2018-06-01,216,41,79,12,348,239,76,315,18,15,33,357,153,33,59,0,316,232,22,54,7,19,30,0,0,0,16,0,970,220,148,0,,,,,,,
Shasta,California,2018-05-01,217,40,80,14,351,239,82,321,18,12,30,358,172,75,70,0,324,63,15,110,7,18,27,0,0,0,16,0,1014,271,150,0,,,,,,,
Shasta,California,2018-04-01,222,41,73,17,353,245,76,321,18,14,32,363,165,59,67,0,288,137,22,80,7,18,29,0,0,0,17,0,865,200,139,0,,,,,,,
Shasta,California,2018-03-01,217,38,70,17,342,236,67,303,19,20,39,351,161,63,61,0,324,276,28,84,7,19,27,0,0,0,16,0,991,184,172,0,,,,,,,
