county,state,year,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Siskiyou,California,2019-09-01,0,0,0,0,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,California,2019-08-01,72,9,9,5,95,81,14,95,0,0,0,104,66,32,52,0,212,101,13,11,2,2,0,0,0,0,0,0,296,6,23,0,,,,,,,
Siskiyou,California,2019-07-01,63,9,12,3,87,72,15,87,0,0,0,93,51,14,43,0,219,66,1,4,3,3,0,0,0,0,0,0,250,7,21,0,,,,,,,
Siskiyou,California,2019-06-01,70,5,10,4,89,75,14,89,0,0,0,97,59,8,46,0,164,73,12,6,2,3,0,0,0,0,0,0,233,2,16,0,,,,,,,
Siskiyou,California,2019-05-01,74,11,7,3,95,85,10,95,0,0,0,101,57,21,50,0,177,115,8,4,3,2,0,0,0,0,0,0,247,7,16,0,,,,,,,
Siskiyou,California,2019-04-01,69,11,11,3,94,80,14,94,0,0,0,105,58,26,50,0,128,97,0,8,3,2,0,0,0,0,0,0,243,8,24,0,,,,,,,
Siskiyou,California,2019-03-01,70,11,10,3,94,81,13,94,0,0,0,103,75,23,63,0,133,89,2,1,3,2,0,0,0,0,0,0,285,17,16,0,,,,,,,
Siskiyou,California,2019-02-01,75,11,8,3,97,86,11,97,0,0,0,105,54,15,39,0,179,69,0,6,3,2,0,0,0,0,0,0,186,6,20,0,,,,,,,
Siskiyou,California,2019-01-01,71,8,11,6,96,79,17,96,,,,101,49,23,35,0,154,89,14,3,3,2,0,0,0,0,0,0,232,13,24,0,,,,,,,
Siskiyou,California,2018-12-01,73,8,11,6,98,81,17,98,,,0,102,64,12,50,0,149,75,9,7,3,2,0,0,0,0,0,0,180,8,16,0,,,,,,,
Siskiyou,California,2018-11-01,75,9,8,5,97,84,13,97,,,0,104,59,17,46,0,115,94,13,7,3,2,0,0,0,0,0,0,175,20,9,0,,,,,,,
Siskiyou,California,2018-10-01,76,9,8,5,98,85,13,98,,,0,101,55,6,43,0,143,69,13,8,3,2,0,0,0,0,0,0,218,8,29,0,,,,,,,
Siskiyou,California,2018-09-01,0,0,0,0,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,California,2018-08-01,77,10,13,4,104,87,17,104,0,0,0,109,63,36,52,0,164,90,6,8,3,2,0,0,0,0,0,0,292,16,20,0,,,,,,,
Siskiyou,California,2018-07-01,69,10,15,5,99,79,20,99,0,0,0,104,69,22,54,0,176,95,13,4,3,2,0,0,0,0,0,0,246,15,13,0,,,,,,,
Siskiyou,California,2018-06-01,77,9,10,5,101,86,15,101,0,0,0,111,49,18,38,0,157,105,14,8,3,2,0,0,0,0,0,0,250,12,18,0,,,,,,,
Siskiyou,California,2018-05-01,77,9,8,5,99,86,13,99,0,0,0,108,66,20,55,0,112,130,15,4,3,2,0,0,0,0,0,0,243,9,26,0,,,,,,,
Siskiyou,California,2018-04-01,73,8,10,6,97,81,16,97,0,0,0,105,60,25,52,0,148,113,15,8,3,2,0,0,0,0,0,0,219,12,21,0,,,,,,,
Siskiyou,California,2018-03-01,68,11,8,3,90,79,11,90,0,0,0,96,51,20,45,0,160,78,8,4,3,1,0,0,0,0,0,0,214,8,20,0,,,,,,,
Siskiyou,California,2018-02-01,75,14,11,0,100,89,11,100,0,0,0,105,62,25,54,0,115,87,1,9,3,2,0,0,0,0,0,0,196,12,17,0,,,,,,,
Siskiyou,California,2018-01-01,74,11,11,3,99,85,14,99,0,0,0,103,48,28,43,0,125,103,8,4,3,2,0,0,0,0,0,0,246,10,26,0,,,,,,,
Siskiyou,California,2017-12-01,73,12,10,1,96,85,11,96,0,0,0,101,48,20,43,0,129,100,15,7,3,2,0,0,0,0,0,0,230,1,27,0,,,,,,,
Siskiyou,California,2017-11-01,78,12,8,1,99,90,9,99,0,0,0,103,46,23,40,0,176,81,7,6,3,2,0,0,0,0,0,0,203,5,9,0,,,,,,,
Siskiyou,California,2017-10-01,77,13,8,1,99,90,9,99,0,0,0,105,48,18,44,0,80,33,9,4,3,2,0,0,0,0,0,0,258,10,21,0,,,,,,,
Siskiyou,California,2017-09-01,70,14,11,0,95,84,11,95,0,0,0,102,49,28,42,0,159,8,6,7,3,2,0,0,0,0,0,0,237,6,23,0,,,,,,,
Siskiyou,California,2017-08-01,76,13,10,0,99,89,10,99,0,0,0,109,59,31,58,0,114,40,1,8,2,2,0,0,0,0,0,0,266,22,20,0,,,,,,,
Siskiyou,California,2017-07-01,79,12,10,0,101,91,10,101,0,0,0,111,45,6,40,0,115,25,2,3,3,3,0,0,0,0,0,0,267,13,24,0,,,,,,,
Siskiyou,California,2017-06-01,80,13,7,0,100,93,7,100,0,0,0,107,46,22,42,0,151,46,6,8,3,2,0,0,0,0,0,0,267,9,27,0,,,,,,,
Siskiyou,California,2017-05-01,74,13,13,0,100,87,13,100,0,0,0,106,47,23,37,0,148,21,2,3,3,2,0,0,0,0,0,0,274,8,27,0,,,,,,,
Siskiyou,California,2017-04-01,71,13,15,1,100,84,16,100,0,0,0,108,46,22,41,0,114,92,21,4,3,2,0,0,0,0,0,0,220,3,25,0,,,,,,,
Siskiyou,California,2017-03-01,72,13,14,0,99,85,14,99,0,0,0,105,40,18,39,0,154,36,9,0,3,1,0,0,0,0,0,0,259,8,26,0,,,,,,,
Siskiyou,California,2017-02-01,69,13,11,0,93,82,11,93,0,0,0,103,40,28,38,0,105,94,11,7,3,1,0,0,0,0,0,0,186,5,22,0,,,,,,,
Siskiyou,California,2017-01-01,70,10,8,1,89,80,9,89,0,0,0,95,34,15,32,0,124,29,2,4,3,2,0,0,0,0,0,0,167,5,16,0,,,,,,,
Siskiyou,California,2016-12-01,65,12,11,0,88,77,11,88,0,0,0,95,31,22,29,0,121,76,11,3,3,1,0,0,0,0,0,0,202,6,18,0,,,,,,,
Siskiyou,California,2016-11-01,65,13,12,2,92,78,14,92,0,0,0,103,32,9,32,0,165,23,0,8,3,0,0,0,0,0,0,0,195,4,14,0,,,,,,,
Siskiyou,California,2016-10-01,73,12,8,1,94,85,9,94,0,0,0,105,38,12,38,0,126,34,1,4,3,0,0,0,0,0,0,0,258,15,17,0,,,,,,,
Siskiyou,California,2016-09-01,81,9,8,1,99,90,9,99,0,0,0,107,38,22,38,0,117,34,0,7,3,0,0,0,0,0,0,0,223,6,22,0,,,,,,,
Siskiyou,California,2016-08-01,77,10,11,0,98,87,11,98,0,0,0,104,28,10,28,0,166,30,11,10,3,0,0,0,0,0,0,0,283,22,19,0,,,,,,,
Siskiyou,California,2016-07-01,82,8,9,0,99,90,9,99,0,0,0,107,32,16,32,0,107,41,23,9,3,0,0,0,0,0,0,0,257,10,27,0,,,,,,,
Siskiyou,California,2016-06-01,80,8,10,0,98,88,10,98,0,0,0,103,36,16,36,0,153,27,3,8,3,0,0,0,0,0,0,0,252,6,18,0,,,,,,,
Siskiyou,California,2016-05-01,77,10,9,0,96,87,9,96,0,0,0,102,28,6,28,0,172,33,2,5,3,0,0,0,0,0,0,0,279,6,25,0,,,,,,,
