county,state,year,number_of_inmates_booked,average_daily_population
Logan,Illinois,2016,1228,59.1
Logan,Illinois,2015,1467,48.6
Logan,Illinois,2014,1446,39.9
Logan,Illinois,2013,1686,48.2
Logan,Illinois,2012,1785,40.3
Logan,Illinois,2011,1749,42.4
Logan,Illinois,2010,1485,36.3
Logan,Illinois,2009,1517,37.8
Logan,Illinois,2008,1364,35.1
Logan,Illinois,2007,1383,48.5
Logan,Illinois,2006,1625,47.9
Logan,Illinois,2005,1787,50.7
Logan,Illinois,2004,1827,48.7
Logan,Illinois,2003,1825,49.4
Logan,Illinois,2002,1708,42
Logan,Illinois,2001,1529,41.9
Logan,Illinois,2000,1554,46.2
Logan,Illinois,1999,1429,39.4
Logan,Illinois,1998,1679,86
Logan,Illinois,1997,1482,27
Logan,Illinois,1996,1425,12
Logan,Illinois,1995,1245,19
Logan,Illinois,1994,1229.8,17.5
Logan,Illinois,1993,1214.5,16
Logan,Illinois,1992,1199.3,14.5
Logan,Illinois,1991,1184,13
Logan,Illinois,1990,1198,18.2
Logan,Illinois,1989,1128,14
Logan,Illinois,1988,974,9
Logan,Illinois,1987,1125,14
Logan,Illinois,1986,1129,14
Logan,Illinois,1985,1207,12
Logan,Illinois,1984,1014,18
Logan,Illinois,1983,859,17
Logan,Illinois,1982,726,16
Logan,Illinois,1981,716,13
