county,state,year,number_of_inmates_booked,average_daily_population
De Witt,Illinois,2016,669,32.5
De Witt,Illinois,2015,718,36.5
De Witt,Illinois,2014,696,50.2
De Witt,Illinois,2013,930,74.6
De Witt,Illinois,2012,956,82.6
De Witt,Illinois,2011,771,76.8
De Witt,Illinois,2010,998,90.7
De Witt,Illinois,2009,1169,86.6
De Witt,Illinois,2008,1161,97.5
De Witt,Illinois,2007,1133,111.1
De Witt,Illinois,2006,1187,92.3
De Witt,Illinois,2005,1244,81.9
De Witt,Illinois,2004,1316,73.6
De Witt,Illinois,2003,1177,69.3
De Witt,Illinois,2002,1129,59.8
De Witt,Illinois,2001,1080,53.3
De Witt,Illinois,2000,1116,47.7
De Witt,Illinois,1999,1032,51.7
De Witt,Illinois,1998,754,28
De Witt,Illinois,1997,881,31
De Witt,Illinois,1996,832,16
De Witt,Illinois,1995,668,9
De Witt,Illinois,1994,677.8,9.5
De Witt,Illinois,1993,687.5,10
De Witt,Illinois,1992,697.3,10.5
De Witt,Illinois,1991,707,11
De Witt,Illinois,1990,697,14.6
De Witt,Illinois,1989,643,14
De Witt,Illinois,1988,714,8
De Witt,Illinois,1987,506,3
De Witt,Illinois,1986,391,4
De Witt,Illinois,1985,343,4
De Witt,Illinois,1984,311,6
De Witt,Illinois,1983,395,6
De Witt,Illinois,1982,442,6
De Witt,Illinois,1981,460,5
