county,state,year,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Plumas,California,2020-03-01,15,3,22,4,44,14,16,30,4,10,14,54,,,2,0,133,17,9,5,0,0,1,0,0,0,1,0,47,0,0,,,,,,,,
Plumas,California,2020-02-01,18,5,23,6,52,14,17,31,9,12,21,57,,,6,0,190,17,13,11,0,1,1,0,0,1,2,1,105,0,0,0,,,,,,,
Plumas,California,2020-01-01,21,6,20,6,53,20,14,34,7,12,19,65,0,0,5,0,252,21,7,7,0,1,1,0,0,1,1,0,98,0,0,0,,,,,,,
Plumas,California,2019-12-01,29,11,17,3,60,25,11,36,15,9,24,66,0,0,5,0,427,26,3,9,0,1,1,0,0,1,1,0,106,0,0,0,,,,,,,
Plumas,California,2019-11-01,22,11,19,2,54,21,11,32,12,10,22,61,0,0,3,0,424,22,0,5,0,1,0,0,0,1,1,0,94,0,0,0,,,,,,,
Plumas,California,2019-10-01,22,9,19,1,51,21,11,32,10,9,19,57,0,0,1,0,370,26,2,9,0,1,0,0,0,1,1,0,92,0,0,0,,,,,,,
Plumas,California,2019-09-01,24,9,18,2,53,24,10,34,9,10,19,57,0,0,4,0,275,12,7,10,0,1,0,0,0,1,2,0,81,0,0,0,,,,,,,
Plumas,California,2019-08-01,32,9,18,2,61,28,10,38,13,10,23,69,0,0,7,0,274,14,5,11,0,1,0,0,0,0,3,0,120,2,2,0,,,,,,,
Plumas,California,2019-07-01,31,11,15,3,60,30,8,38,12,10,22,64,0,0,5,0,266,26,5,6,0,1,0,0,0,1,2,0,120,0,0,0,,,,,,,
Plumas,California,2019-06-01,34,9,15,1,59,29,10,39,14,6,20,65,0,0,8,0,312,26,6,13,0,1,0,0,0,0,5,0,97,0,0,0,,,,,,,
Plumas,California,2019-05-01,28,8,16,2,54,20,11,31,16,7,23,60,0,0,13,0,142,18,8,7,0,1,0,0,0,0,4,0,100,0,0,0,,,,,,,
Plumas,California,2019-04-01,27,10,20,1,58,21,12,33,16,9,25,65,0,0,11,0,141,11,9,14,0,4,0,0,0,0,4,0,95,0,0,0,,,,,,,
Plumas,California,2019-03-01,28,9,24,2,63,21,16,37,16,10,26,72,0,0,9,0,163,6,7,19,0,4,0,0,0,0,2,0,106,0,0,0,,,,,,,
Plumas,California,2019-02-01,23,6,26,4,59,17,19,36,12,11,23,66,0,0,9,0,165,5,3,13,0,4,0,0,0,0,1,0,91,0,0,0,,,,,,,
Plumas,California,2019-01-01,29,7,11,4,51,23,11,34,13,4,17,68,0,0,12,0,168,7,10,11,0,5,0,0,0,0,4,0,107,0,0,0,,,,,,,
Plumas,California,2018-12-01,25,8,11,4,48,19,9,28,14,6,20,57,0,0,11,0,127,6,8,0,0,4,0,0,0,0,1,0,97,0,0,0,,,,,,,
Plumas,California,2018-11-01,27,11,10,5,53,23,8,31,15,7,22,57,0,0,10,0,109,6,3,12,0,2,0,0,0,0,1,0,85,0,0,0,,,,,,,
Plumas,California,2018-10-01,28,11,11,5,55,23,9,32,16,7,23,61,0,0,9,0,157,7,0,11,0,2,0,0,0,0,1,0,100,0,0,0,,,,,,,
Plumas,California,2018-09-01,33,8,12,5,58,24,8,32,17,9,26,65,0,0,9,0,123,12,0,4,0,4,0,0,0,0,2,0,110,0,0,0,,,,,,,
Plumas,California,2018-08-01,30,7,12,2,51,23,7,30,14,7,21,56,0,0,7,0,100,2,0,5,0,3.6,0,0,0,0,4,0,124,0,0,0,,,,,,,
Plumas,California,2018-07-01,26,6,10,1,44,20,2,22,13,9,22,44,0,0,8,0,111,4,8,6,0,3,0,0,0,0,2,0,118,0,0,0,,,,,,,
Plumas,California,2018-06-01,22,6,10,1,39,19,5,24,9,6,15,44,,,8,0,79,2,4,2,0,3.4,0,,,0,0,0,85,0,0,0,,,,,,,
Plumas,California,2018-05-01,27,7,11,2,46,21,6,27,12,7,19,54,,,6,0,115,5,12,2,0,2.06,0,,,0,0,0,71,0,0,0,,,,,,,
Plumas,California,2018-04-01,27,9,8,1,45,23,5,28,13,4,17,53,,,9,0,116,2,4,2,0,2.03,,,0,0,1,0,120,0,0,0,,,,,,,
Plumas,California,2018-03-01,23,13,6,2,44,23,4,27,13,4,17,52,,,7,0,108,2,4,6,0,6,0,,,0,2,0,120,0,0,0,,,,,,,
Plumas,California,2018-02-01,22,10,6,2,40,21,4,25,11,4,15,45,,,5,0,84,2,5,0,0,4.8,0,,,0,3,0,72,0,0,0,,,,,,,
