county,state,year,number_of_inmates_booked,average_daily_population
Stephenson,Illinois,2016,1731,108.5
Stephenson,Illinois,2015,1776,107.4
Stephenson,Illinois,2014,1894,106.5
Stephenson,Illinois,2013,1774,113.7
Stephenson,Illinois,2012,1975,120.6
Stephenson,Illinois,2011,1959,112.1
Stephenson,Illinois,2010,2066,118.3
Stephenson,Illinois,2009,2300,133.1
Stephenson,Illinois,2008,2350,133.4
Stephenson,Illinois,2007,2171,111.2
Stephenson,Illinois,2006,2358,127.4
Stephenson,Illinois,2005,2275,129.2
Stephenson,Illinois,2004,2249,127.9
Stephenson,Illinois,2003,2411,117.9
Stephenson,Illinois,2002,2326,102.2
Stephenson,Illinois,2001,2084,81.6
Stephenson,Illinois,2000,1969,64.6
Stephenson,Illinois,1999,2469,78
Stephenson,Illinois,1998,2310,84
Stephenson,Illinois,1997,2165,64
Stephenson,Illinois,1996,1911,63
Stephenson,Illinois,1995,2024,61
Stephenson,Illinois,1994,1915.3,56.5
Stephenson,Illinois,1993,1806.5,52
Stephenson,Illinois,1992,1697.8,47.5
Stephenson,Illinois,1991,1589,43
Stephenson,Illinois,1990,1528,39.7
Stephenson,Illinois,1989,1439,20
Stephenson,Illinois,1988,1270,18
Stephenson,Illinois,1987,1210,15
Stephenson,Illinois,1986,900,32
Stephenson,Illinois,1985,768,40
Stephenson,Illinois,1984,791,34
Stephenson,Illinois,1983,922,32
Stephenson,Illinois,1982,814,34
Stephenson,Illinois,1981,914,29
