county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Kerr,Texas,2017-12-01,78,22,0,5,9,9,2,1,0,17,0,2,3,0,0,0,192,0,173,,,,
Kerr,Texas,2017-11-01,76,19,0,4,8,7,4,0,0,11,1,2,0,0,0,0,192,0,173,1,11,164,6745.32
Kerr,Texas,2017-10-01,65,12,1,5,8,19,3,1,0,9,0,0,0,0,0,0,192,0,173,0,10,124,5100.12
Kerr,Texas,2017-09-01,51,33,1,3,5,22,4,5,0,13,0,1,1,0,0,0,192,0,173,0,8,155,6375.15
Kerr,Texas,2017-08-01,64,33,0,3,5,8,5,3,0,22,2,4,11,92,0,92,192,47.92,81,6,11,212,8719.56
Kerr,Texas,2017-07-01,78,22,3,5,11,14,5,4,0,27,0,2,5,165,0,165,192,85.94,0,6,8,127,5223.51
Kerr,Texas,2017-06-01,72,25,3,5,11,12,3,4,0,24,0,3,7,169,0,169,192,88.02,0,4,13,174,7156.62
Kerr,Texas,2017-05-01,70,14,3,6,10,10,4,2,0,19,0,2,6,146,0,146,192,76.04,27,4,10,173,7115.49
Kerr,Texas,2017-04-01,68,18,5,1,10,11,5,5,0,14,0,8,8,153,0,153,192,79.69,20,2,1,30,1233.9
Kerr,Texas,2017-03-01,68,12,3,0,10,14,3,5,0,16,2,1,8,142,0,142,192,73.96,31,5,1,28,1151.64
Kerr,Texas,2017-02-01,72,18,1,3,11,18,1,4,0,16,1,1,3,149,0,149,192,77.6,24,2,2,38,1562.94
Kerr,Texas,2017-01-01,79,9,0,6,13,16,3,3,0,22,0,2,7,160,0,160,192,83.33,13,6,1,31,1275.03
Kerr,Texas,2016-12-01,77,25,0,5,13,5,6,5,0,19,2,1,6,164,0,164,192,85.42,0,2,2,60,2467.8
Kerr,Texas,2016-11-01,79,27,1,4,14,16,7,4,0,21,2,2,8,177,0,177,192,92.19,0,1,3,68,2796.84
Kerr,Texas,2016-10-01,80,20,1,3,14,10,4,4,0,21,2,3,7,167,0,167,192,86.98,0,1,4,64,2632.32
Kerr,Texas,2016-09-01,86,19,2,4,12,12,2,5,0,24,1,1,6,174,0,174,192,90.63,0,1,4,86,3537.18
Kerr,Texas,2016-08-01,89,23,3,4,7,12,3,3,0,28,1,2,6,181,0,181,192,94.27,0,3,3,62,2550.06
Kerr,Texas,2016-07-01,107,15,2,3,7,10,3,3,0,27,2,2,4,185,0,185,192,96.35,0,2,6,134,5511.42
Kerr,Texas,2016-06-01,92,24,1,1,7,24,7,1,0,22,2,3,4,188,0,188,192,97.92,0,4,7,152,6251.76
Kerr,Texas,2016-05-01,87,14,1,4,6,18,6,0,0,21,1,5,4,167,0,167,192,86.98,0,2,4,117,4812.21
Kerr,Texas,2016-04-01,90,17,3,1,10,15,11,0,0,22,2,3,2,176,0,176,192,91.67,0,2,6,110,4524.3
Kerr,Texas,2016-03-01,82,24,3,1,10,16,5,2,0,20,5,0,1,169,0,169,192,88.02,0,2,5,95,3907.35
Kerr,Texas,2016-02-01,84,15,1,2,5,19,5,2,0,21,0,2,2,158,0,158,192,82.29,15,1,2,38,1562.94
Kerr,Texas,2016-01-01,71,22,0,2,5,13,1,1,0,16,0,3,0,134,0,134,192,69.79,39,0,2,42,1727.46
Kerr,Texas,2015-12-01,74,29,4,1,2,15,3,2,0,22,0,3,4,159,0,159,192,82.81,14,0,2,43,1768.59
Kerr,Texas,2015-11-01,85,21,2,0,2,11,5,1,0,26,0,0,3,156,0,156,192,81.25,17,5,4,64,2632.32
Kerr,Texas,2015-10-01,95,17,4,3,2,10,3,0,0,21,0,0,6,161,0,161,192,83.85,12,1,2,39,1604.07
Kerr,Texas,2015-09-01,88,10,4,1,3,6,3,2,0,27,2,1,4,151,0,151,192,78.65,22,1,1,31,1275.03
Kerr,Texas,2015-08-01,0,18,0,3,5,8,4,79,0,30,0,0,2,149,0,149,192,77.6,24,1,2,8,329.04
Kerr,Texas,2015-07-01,65,14,3,0,2,16,7,2,0,18,0,0,0,127,1,128,192,66.67,45,1,0,0,0
Kerr,Texas,2015-06-01,56,27,4,1,2,21,5,1,0,24,0,0,1,142,0,142,192,73.96,31,4,3,24,987.12
Kerr,Texas,2015-05-01,75,18,3,0,0,13,8,1,0,27,4,2,1,152,0,152,192,79.17,21,1,2,60,2467.8
Kerr,Texas,2015-04-01,75,15,3,2,0,17,3,0,0,25,1,2,1,144,0,144,192,75,29,1,5,76,3125.88
Kerr,Texas,2015-03-01,61,16,8,1,0,11,11,0,0,18,0,4,2,132,0,132,192,68.75,41,3,0,45,1850.85
Kerr,Texas,2015-02-01,61,8,5,0,0,10,5,0,0,19,0,4,1,113,0,113,192,58.85,60,1,4,64,2632.32
Kerr,Texas,2015-01-01,63,13,3,1,0,7,6,2,0,22,2,6,1,126,0,126,192,65.63,47,3,3,81,3331.53
Kerr,Texas,2014-12-01,70,12,3,1,0,6,9,1,0,21,1,1,0,125,0,125,192,65.1,48,3,4,109,4483.17
Kerr,Texas,2014-11-01,69,14,1,3,0,4,12,0,0,20,1,5,0,129,0,129,192,67.19,44,3,9,141,5799.33
Kerr,Texas,2014-10-01,66,14,3,2,0,8,10,0,0,26,1,4,0,134,0,134,192,69.79,39,1,9,166,6827.58
Kerr,Texas,2014-09-01,70,10,3,3,0,9,10,1,0,25,2,3,0,136,0,136,192,70.83,37,1,6,142,5840.46
Kerr,Texas,2014-08-01,74,17,4,5,0,8,15,1,0,27,1,5,0,157,0,157,192,81.77,16,1,9,136,5593.68
Kerr,Texas,2014-07-01,68,23,4,2,0,20,10,0,0,29,1,3,0,160,0,160,192,83.33,13,0,5,34,1398.42
Kerr,Texas,2014-06-01,79,15,1,3,0,15,11,0,0,17,0,3,0,144,1,145,192,75.52,28,1,6,58,2385.54
Kerr,Texas,2014-05-01,72,16,1,5,0,13,15,0,0,20,0,5,0,147,1,148,192,77.08,25,1,4,91,3742.83
Kerr,Texas,2014-04-01,69,12,3,3,0,19,7,0,0,18,0,7,0,138,0,138,192,71.88,35,1,9,42,1727.46
Kerr,Texas,2014-03-01,70,10,4,4,0,23,6,1,0,23,0,4,0,145,0,145,192,75.52,28,3,4,17,699.21
Kerr,Texas,2014-02-01,81,12,5,2,0,15,6,0,0,23,1,3,0,148,0,148,192,77.08,25,2,5,88,3619.44
Kerr,Texas,2014-01-01,73,20,2,4,0,12,6,0,0,20,1,10,0,148,0,148,192,77.08,25,4,7,96,3948.48
Kerr,Texas,2013-12-01,60,15,3,3,0,15,6,0,0,24,1,4,0,131,0,131,192,68.23,42,4,6,139,5717.07
Kerr,Texas,2013-11-01,59,18,2,2,1,21,6,0,0,18,1,5,0,133,0,133,192,69.27,40,3,7,146,6004.98
Kerr,Texas,2013-10-01,49,10,4,5,1,21,10,0,0,21,0,7,0,128,0,128,192,66.67,45,0,8,140,5758.2
Kerr,Texas,2013-09-01,43,6,3,5,1,18,10,0,0,15,0,6,0,107,0,107,192,55.73,66,0,6,135,5552.55
Kerr,Texas,2013-08-01,41,19,3,2,0,11,12,1,0,22,0,1,0,112,0,112,192,58.33,61,4,6,167,6868.71
Kerr,Texas,2013-07-01,47,12,5,3,0,20,8,0,0,14,0,3,1,113,2,115,192,59.9,58,2,8,139,5717.07
Kerr,Texas,2013-06-01,47,11,1,5,0,19,5,1,0,12,0,7,3,111,2,113,192,58.85,60,1,6,58,2385.54
Kerr,Texas,2013-05-01,54,13,4,2,0,10,11,1,0,10,1,0,1,107,2,109,192,56.77,64,3,6,78,3208.14
Kerr,Texas,2013-04-01,58,8,4,1,0,16,13,1,0,18,1,2,1,123,3,126,192,65.63,47,2,8,193,7938.09
Kerr,Texas,2013-03-01,56,17,0,1,0,15,22,1,0,19,1,1,1,134,4,138,192,71.88,35,1,9,166,6827.58
Kerr,Texas,2013-02-01,55,16,0,1,0,11,20,2,0,17,0,1,1,124,4,128,192,66.67,45,1,8,175,7197.75
Kerr,Texas,2013-01-01,66,11,2,1,0,19,8,0,0,12,0,5,1,125,3,128,192,66.67,45,1,6,90,3701.7
Kerr,Texas,2012-12-01,57,7,2,1,0,16,26,0,0,18,0,0,1,128,3,131,192,68.23,42,0,6,110,4524.3
Kerr,Texas,2012-11-01,59,11,0,3,0,19,23,0,0,19,1,0,0,135,5,140,192,72.92,33,3,10,176,7238.88
Kerr,Texas,2012-10-01,67,8,2,1,0,25,8,1,0,12,2,1,0,127,7,134,192,69.79,39,1,14,205,8431.65
Kerr,Texas,2012-09-01,65,12,0,2,0,12,8,0,0,11,1,3,2,116,2,118,192,61.46,55,6,10,170,6992.1
Kerr,Texas,2012-08-01,66,7,0,2,0,5,15,1,0,27,0,0,0,123,2,125,192,65.1,48,6,12,209,8596.17
Kerr,Texas,2012-07-01,49,10,0,0,0,16,8,4,0,25,0,3,0,115,2,117,192,60.94,56,2,10,198,8143.74
Kerr,Texas,2012-06-01,46,14,1,1,0,11,13,3,0,20,0,1,0,110,2,112,192,58.33,61,1,10,180,7403.4
Kerr,Texas,2012-05-01,41,6,0,2,0,9,7,1,0,24,0,1,0,91,3,94,192,48.96,79,1,10,94,3866.22
Kerr,Texas,2012-04-01,52,16,1,0,0,14,12,2,0,21,0,1,0,119,0,119,192,61.98,54,1,8,109,4483.17
Kerr,Texas,2012-03-01,53,16,1,4,0,13,14,2,0,14,0,3,0,120,0,120,192,62.5,53,0,10,148,6087.24
Kerr,Texas,2012-02-01,66,14,0,3,0,8,11,1,0,16,0,5,1,125,1,126,192,65.63,47,2,13,198,8143.74
Kerr,Texas,2012-01-01,64,16,1,4,0,10,12,0,0,18,2,2,0,129,1,130,192,67.71,43,4,6,160,6580.8
