county,state,year,number_of_inmates_booked,average_daily_population
Will,Illinois,2016,8363,854.9
Will,Illinois,2015,8147,826.2
Will,Illinois,2014,8422,782.9
Will,Illinois,2013,8844,851.1
Will,Illinois,2012,9819,883.5
Will,Illinois,2011,9685,757.6
Will,Illinois,2010,9920,747.9
Will,Illinois,2009,10689,743
Will,Illinois,2008,10456,707.4
Will,Illinois,2007,12100,697.1
Will,Illinois,2006,11682,654.6
Will,Illinois,2005,10360,598.8
Will,Illinois,2004,9828,552.9
Will,Illinois,2003,9513,476.6
Will,Illinois,2002,9639,454.4
Will,Illinois,2001,7455,317.3
Will,Illinois,2000,9470,619
Will,Illinois,1999,8468,359.6
Will,Illinois,1998,9070,321
Will,Illinois,1997,8388,316
Will,Illinois,1996,7469,303
Will,Illinois,1995,6462,353
Will,Illinois,1994,6416.3,316.8
Will,Illinois,1993,6370.5,280.5
Will,Illinois,1992,6324.8,244.3
Will,Illinois,1991,6279,208
Will,Illinois,1990,8472,160.3
Will,Illinois,1989,7303,135
Will,Illinois,1988,5706,118
Will,Illinois,1987,5392,109
Will,Illinois,1986,4617,112
Will,Illinois,1985,3207,95
Will,Illinois,1984,4299,108
Will,Illinois,1983,5072,102
Will,Illinois,1982,3871,90
Will,Illinois,1981,2964,76
