county,state,year,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Santa Barbara,California,2019-09-01,479,63,284,55,881,477,251,728,65,88,153,905,,,223,,1713,228,27,64,,10,0,0,0,0,,3,1077,377,18,0,,,,,,,
Santa Barbara,California,2019-08-01,509,69,276,57,911,504,256,760,74,77,151,946,,,164,,1011,116,24,71,,10,0,0,0,0,,2,1177,445,195,0,,,,,,,
Santa Barbara,California,2019-07-01,495,72,280,51,898,499,253,752,68,78,146,918,,,162,,976,122,22,46,,9,0,0,0,0,,5,1045,379,206,0,,,,,,,
Santa Barbara,California,2019-06-01,492,74,286,48,900,498,263,761,68,71,139,932,,,179,,936,100,42,77,,10,0,0,0,0,,2,1002,354,230,0,,,,,,,
Santa Barbara,California,2019-05-01,473,73,282,60,888,473,256,729,73,86,159,925,,,209,,873,113,42,70,,9,0,0,0,0,,3,1080,367,194,0,,,,,,,
Santa Barbara,California,2019-04-01,498,77,308,72,955,495,299,794,80,81,161,978,,,205,,1032,123,43,69,,10,0,0,0,0,,2,1099,384,193,0,,,,,,,
Santa Barbara,California,2019-03-01,510,75,321,58,964,503,287,790,82,92,174,998,,,203,,1168,131,45,70,,16,0,0,0,0,,2,1102,333,181,0,,,,,,,
Santa Barbara,California,2019-02-01,554,81,299,52,986,539,246,785,96,105,201,1007,,,229,,928,129,43,51,,9,0,0,0,0,,3,961,284,178,0,,,,,,,
Santa Barbara,California,2019-01-01,532,95,275,51,953,529,246,775,98,80,178,1002,,,243,,1072,173,36,74,,13,0,0,0,0,,4,1055,344,189,0,,,,,,,
Santa Barbara,California,2018-12-01,498,98,273,52,921,489,250,739,107,75,182,948,,,243,,938,108,25,74,,12,0,0,0,0,,2,1018,378,,0,,,,,,,
Santa Barbara,California,2018-11-01,495,91,304,49,939,488,266,754,98,87,185,1003,,,234,,936,132,27,79,,12,0,0,0,0,,5,963,369,,0,,,,,,,
Santa Barbara,California,2018-10-01,525,87,333,51,996,498,290,788,114,94,208,1021,,,326,,958,123,37,79,,13,0,0,0,0,,6,1077,395,,0,,,,,,,
Santa Barbara,California,2018-09-01,552,92,329,59,1032,528,279,807,116,109,225,1063,,,274,,1055,105,34,76,,13,0,0,0,0,,6,1149,468,181,0,,,,,,,
Santa Barbara,California,2018-08-01,546,83,302,63,994,540,265,805,89,100,189,1057,,,295,,1086,98,45,88,,21,0,0,0,0,,5,1223,422,191,0,,,,,,,
Santa Barbara,California,2018-07-01,528,80,286,61,955,520,248,768,88,99,187,978,,,264,,980,101,36,70,,12,0,0,0,0,24,2,1108,547,203,0,,,,,,,
Santa Barbara,California,2018-06-01,508,83,297,51,939,512,254,766,79,94,173,963,,,223,0,862,92,20,86,0,15,0,0,0,0,12,1,1208,351,202,0,,,,,,,
Santa Barbara,California,2018-05-01,514,69,304,44,931,510,281,791,73,67,140,963,,,231,0,768,95,22,88,0,14,0,0,0,0,12,2,1200,392,221,0,,,,,,,
Santa Barbara,California,2018-04-01,520,73,284,46,923,528,264,792,65,66,131,964,,,223,0,625,97,33,73,0,16,0,0,0,0,10,2,1155,362,28,0,,,,,,,
Santa Barbara,California,2018-03-01,497,80,279,57,913,515,272,787,61,65,126,962,,,227,0,733,75,27,55,0,16,0,0,0,0,13,2,1176,376,40,0,,,,,,,
Santa Barbara,California,2018-02-01,528,100,273,56,957,548,261,809,79,69,148,998,,,240,0,627,141,24,70,0,18,0,0,0,0,17,2,1131,378,34,0,,,,,,,
Santa Barbara,California,2018-01-01,509,83,291,44,927,522,264,786,69,72,141,989,,,184,0,586,206,31,67,0,19,0,0,0,0,14,2,1164,347,26,0,,,,,,,
Santa Barbara,California,2017-12-01,558,91,201,29,879,,,,,,,914,,,146,0,566,226,63,57,0,4,0,0,0,0,41,3,942,279,30,0,,,,,,,
Santa Barbara,California,2017-11-01,590,89,218,34,931,,,,,,,946,,,161,0,501,263,64,59,0,5,0,0,0,0,11,3,1068,257,47,0,,,,,,,
Santa Barbara,California,2017-10-01,591,86,234,38,949,,,,,,,988,,,170,0,513,290,80,94,0,8,0,0,0,0,25,4,1167,326,51,0,,,,,,,
Santa Barbara,California,2017-09-01,617,85,214,35,951,,,,,,,976,,,218,0,1173,257,64,96,0,7,0,0,0,0,20,3,1261,362,29,0,,,,,,,
Santa Barbara,California,2017-08-01,646,71,189,29,935,,,,,,,983,,233,181,0,1173,157,30,60,0,28,0,0,0,0,61,6,1368,432,47,0,,,,,,,
Santa Barbara,California,2017-07-01,648,87,230,31,996,,,,,,,1057,,375,230,2,1266,381,42,149,0,10,0,0,0,0,22,7,1290,366,37,0,,,,,,,
Santa Barbara,California,2017-06-01,647,89,229,38,1003,,,,,,,1044,,363,174,1,1611,324,64,110,0,9,0,0,0,0,40,6,1262,368,47,0,,,,,,,
Santa Barbara,California,2017-05-01,653,96,240,33,1022,,,,,,,1051,803,473,258,61,1726,434,21,66,0,10,0,0,0,0,20,6,1321,359,51,0,,,,,,,
Santa Barbara,California,2017-04-01,645,84,243,38,1010,,,,,,,1029,,803,238,60,1574,608,16,112,0,10,0,0,0,0,30,4,1364,451,68,0,,,,,,,
Santa Barbara,California,2017-03-01,599,96,251,41,987,,,,,,,1012,,,,58,,,,,0,8,0,0,0,0,38,4,1429,435,59,0,,,,,,,
Santa Barbara,California,2017-02-01,632,108,228,33,1001,,,,,,,1024,,,,60,,,,,0,9,0,0,0,0,46,4,1262,373,38,0,,,,,,,
Santa Barbara,California,2017-01-01,616,109,219,26,970,,,,,,,1003,,,,61,,,,,0,8,0,0,0,0,27,6,1423,451,47,0,,,,,,,
Santa Barbara,California,2016-12-01,623,96,220,30,969,,,,,,,1012,192,105,192,58,538,347,32,40,0,7,0,0,0,0,37,7,1215,389,39,0,,,,,,,
Santa Barbara,California,2016-11-01,632,91,246,36,1005,,,,,,,1040,176,72,176,57,677,338,24,61,0,9,0,0,0,0,20,7,1051,370,47,0,,,,,,,
Santa Barbara,California,2016-10-01,646,95,263,31,1035,,,,,,,1068,184,80,184,55,806,255,34,63,0,9,0,0,0,0,24,11,1178,433,42,0,,,,,,,
Santa Barbara,California,2016-09-01,651,97,256,29,1033,,,,,,,1060,156,59,156,57,847,289,32,58,0,8,0,0,0,0,18,14,1226,513,30,0,,,,,,,
Santa Barbara,California,2016-08-01,662,90,218,34,1004,,,,,,,1037,148,56,148,59,1025,237,33,60,0,9,0,0,0,0,36,14,1498,500,29,0,,,,,,,
Santa Barbara,California,2016-07-01,646,87,245,33,1011,,,,,,,1028,142,44,142,60,704,235,33,90,0,10,0,0,0,0,19,14,1394,492,26,0,,,,,,,
Santa Barbara,California,2016-06-01,637,99,246,35,1017,,,,,,,1044,141,64,141,60,620,346,37,58,0,8,0,0,0,0,39,1,1591,435,26,0,,,,,,,
Santa Barbara,California,2016-05-01,653,97,254,43,1047,,,,,,,1072,160,39,160,60,817,391,22,56,0,9,0,0,0,0,19,3.5,1368,501,31,0,,,,,,,
Santa Barbara,California,2016-04-01,647,107,246,42,1042,,,,,,,1080,140,52,140,56,678,318,35,57,0,10,0,0,0,0,28,1,1868,513,30,0,,,,,,,
Santa Barbara,California,2016-03-01,652,105,247,48,1052,,,,,,,1070,137,72,137,54,960,302,27,71,0,9,0,0,0,0,35,1,1713,462,60,0,,,,,,,
Santa Barbara,California,2016-02-01,652,97,231,42,1022,,,,,,,1046,137,12,137,56,903,259,15,55,0,9,0,0,0,0,27,1,1314,463,41,0,,,,,,,
Santa Barbara,California,2016-01-01,606,95,225,35,961,,,,,,,1005,117,59,117,64,799,248,23,49,0,7,0,0,0,0,23,1,1356,460,20,0,,,,,,,
Santa Barbara,California,2015-12-01,602,81,225,35,943,,,,,,,971,117,68,117,61,813,267,20,65,0,8,0,0,0,0,33,1,1183,400,26,0,,,,,,,
Santa Barbara,California,2015-11-01,626,91,213,35,965,,,,,,,985,118,29,118,63,861,266,24,50,0,7,0,0,0,0,13,1,1214,433,16,0,,,,,,,
Santa Barbara,California,2015-10-01,616,104,222,41,983,,,,,,,1016,136,79,136,59,833,291,37,49,0,10,0,0,0,0,39,1,1475,541,19,0,,,,,,,
Santa Barbara,California,2015-09-01,614,94,222,38,968,,,,,,,1010,131,73,131,64,688,291,19,61,0,8,0,0,0,0,18,2,1444,477,23,0,,,,,,,
Santa Barbara,California,2015-08-01,566,83,230,38,917,,,,,,,948,116,59,116,62,638,278,43,43,0,11,0,0,0,0,12,2,1463,622,12,0,,,,,,,
Santa Barbara,California,2015-07-01,502,73,260,45,880,,,,,,,914,116,52,116,57,848,260,56,65,0,10,0,0,0,0,30,1,1755,531,13,0,,,,,,,
Santa Barbara,California,2015-06-01,523,89,225,30,867,,,,,,,898,86,28,86,56,653,225,56,56,0,9,0,0,0,0,15,1,1304,447,19,0,,,,,,,
Santa Barbara,California,2015-05-01,528,88,209,28,853,,,,,,,888,101,44,101,63,695,211,12,47,0,10,0,0,0,0,32,1,1518,534,10,0,,,,,,,
Santa Barbara,California,2015-04-01,528,79,190,29,826,,,,,,,849,93,32,93,59,714,199,41,49,0,9,0,0,0,0,16,2,1599,603,15,0,,,,,,,
Santa Barbara,California,2015-03-01,526,78,199,26,829,,,,,,,867,91,30,91,56,676,259,25,55,0,11,0,0,0,0,26,2,1387,534,14,0,,,,,,,
Santa Barbara,California,2015-02-01,569,41,180,27,817,,,,,,,875,94,28,94,56,751,244,22,58,0,11,0,0,0,0,28,1,1137,539,26,0,,,,,,,
Santa Barbara,California,2015-01-01,495,65,204,34,798,,,,,,,840,96,45,96,52,935,252,15,57,0,8,0,0,0,0,23,1,1420,441,23,0,,,,,,,
Santa Barbara,California,2014-12-01,488,79,198,33,798,,,,,,,844,86,30,86,54,691,257,30,60,0,6,0,0,0,0,29,1,1142,408,31,0,,,,,,,
Santa Barbara,California,2014-11-01,533,93,215,36,877,,,,,,,938,80,17,80,58,646,143,52,46,0,5,0,0,0,0,23,1,1230,530,39,0,,,,,,,
Santa Barbara,California,2014-10-01,603,109,213,32,957,,,,,,,978,96,40,96,59,686,248,79,46,0,5,0,0,0,0,30,2,1655,666,48,0,,,,,,,
Santa Barbara,California,2014-09-01,623,104,203,34,964,,,,,,,993,90,53,90,58,818,262,46,63,0,7,0,0,0,0,33,1,1447,579,42,0,,,,,,,
Santa Barbara,California,2014-08-01,638,111,205,37,991,,,,,,,1012,93,45,93,56,698,228,78,46,0,10,0,0,0,0,26,1,1622,701,63,0,,,,,,,
Santa Barbara,California,2014-07-01,622,99,208,46,975,,,,,,,995,130,42,130,58,822,250,90,58,0,10,0,0,0,0,2,2,1593,576,24,0,,,,,,,
Santa Barbara,California,2014-06-01,639,106,200,44,989,,,,,,,1015,125,40,125,59,672,243,70,43,0,9,0,0,0,0,2,3,1460,513,21,0,,,,,,,
Santa Barbara,California,2014-05-01,649,116,212,37,1014,,,,,,,1036,119,41,119,59,722,266,68,45,0,9,0,0,0,0,3,1,1460,524,27,0,,,,,,,
Santa Barbara,California,2014-04-01,636,118,232,39,1025,,,,,,,1048,130,49,130,58,928,271,85,73,0,9,0,0,0,0,3,1,1476,580,23,0,,,,,,,
Santa Barbara,California,2014-03-01,666,109,220,40,1035,,,,,,,1052,127,42,127,59,806,246,84,56,0,8,0,0,0,0,1,3,1245,493,26,0,,,,,,,
Santa Barbara,California,2014-02-01,648,105,212,36,1001,,,,,,,1045,134,45,134,58,611,277,39,57,0,9,0,0,0,0,1,4,1245,399,19,0,,,,,,,
Santa Barbara,California,2014-01-01,606,113,203,40,962,,,,,,,995,139,46,139,61,668,359,79,51,0,7,0,0,0,0,2,4,1350,397,46,0,,,,,,,
Santa Barbara,California,2013-12-01,599,110,203,47,959,,,,,,,1005,130,30,130,59,804,215,57,59,0,7,0,0,0,0,23,4,1180,363,22,0,,,,,,,
Santa Barbara,California,2013-11-01,625,138,217,43,1023,,,,,,,1074,133,35,133,59,1051,222,31,51,0,8,0,0,0,0,23,5,1326,576,25,0,,,,,,,
Santa Barbara,California,2013-10-01,622,124,227,40,1013,,,,,,,1075,140,48,140,59,1230,299,38,56,0,8,0,0,0,0,14,4,1499,450,25,0,,,,,,,
Santa Barbara,California,2013-09-01,630,108,206,44,988,,,,,,,1018,132,39,132,59,1138,278,35,51,1,9,0,0,0,0,2,1,1381,486,16,0,,,,,,,
Santa Barbara,California,2013-08-01,616,103,269,57,1045,,,,,,,1106,124,49,124,58,1208,244,39,53,1,8,0,0,0,0,2,1,1495,528,37,0,,,,,,,
Santa Barbara,California,2013-07-01,625,99,253,56,1033,,,,,,,1063,114,40,114,59,853,243,40,57,1,8,0,0,0,0,1,1,1456,422,55,0,,,,,,,
Santa Barbara,California,2013-06-01,614,100,247,52,1013,,,,,,,1035,89,35,89,57,1175,186,33,49,1,8,0,0,0,0,1,1,1283,427,43,0,,,,,,,
Santa Barbara,California,2013-05-01,606,104,240,42,992,,,,,,,1028,93,40,93,57,819,227,55,58,1,8,0,0,0,0,2,1,1427,424,57,0,,,,,,,
Santa Barbara,California,2013-04-01,631,112,225,32,1000,,,,,,,1021,98,29,98,54,1123,240,45,51,1,9,0,0,0,0,2,1,1365,469,42,0,,,,,,,
Santa Barbara,California,2013-03-01,617,96,250,46,1009,,,,,,,1043,108,47,108,57,824,218,63,51,1,9,0,0,0,0,2,1,1456,467,29,0,,,,,,,
Santa Barbara,California,2013-02-01,615,101,255,41,1012,,,,,,,1038,92,26,92,46,768,234,70,52,1,9,0,0,0,0,2,1,1338,453,3,0,,,,,,,
Santa Barbara,California,2013-01-01,570,95,252,42,959,,,,,,,984,107,19,107,44,727,247,46,62,1,6,0,0,0,0,1,1,1305,405,3,0,,,,,,,
Santa Barbara,California,2012-12-01,580,98,252,35,965,,,,,,,1022,119,31,119,51,694,247,45,46,2,6,0,0,0,0,1,1,1249,444,1,0,,,,,,,
Santa Barbara,California,2012-11-01,614,104,276,36,1030,,,,,,,1076,149,134,149,52,841,250,52,52,1,7,0,0,0,0,1,1,1295,449,15,0,,,,,,,
Santa Barbara,California,2012-10-01,633,107,261,39,1040,,,,,,,1058,126,64,148,49,868,287,55,70,1,6,0,0,0,0,1,1,1640,661,64,0,,,,,,,
Santa Barbara,California,2012-09-01,646,104,247,47,1044,,,,,,,1074,123,51,123,51,601,196,59,49,2,7,0,0,0,0,2,1,1425,531,71,0,,,,,,,
Santa Barbara,California,2012-08-01,656,104,205,39,1004,,,,,,,1055,136,52,136,53,526,269,60,60,1,7,0,0,0,0,1,1,1569,560,41,0,,,,,,,
Santa Barbara,California,2012-07-01,592,84,255,48,979,,,,,,,1011,116,51,116,55,713,247,65,53,1,7,0,0,0,0,1,2,1321,431,51,0,,,,,,,
Santa Barbara,California,2012-06-01,592,85,246,44,967,,,,,,,1001,123,50,123,46,750,249,73,48,3,7,0,0,0,0,1,1,1345,446,48,0,,,,,,,
Santa Barbara,California,2012-05-01,583,77,249,41,950,,,,,,,987,137,37,137,44,742,307,48,60,4,8,0,0,0,0,1,1,1504,434,45,0,,,,,,,
Santa Barbara,California,2012-04-01,601,91,248,36,976,,,,,,,992,156,84,156,47,761,301,69,56,1,8,0,0,0,0,1,1,1275,407,51,0,,,,,,,
