county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Falls (Private Facility),Texas,2011-03-01,6,1,0,0,0,4,2,1,0,0,0,1,3,18,12,30,107,28.04,66,,,,
Falls (Private Facility),Texas,2011-02-01,8,2,0,0,0,5,1,1,0,0,0,0,3,20,13,33,107,30.84,63,,,,
Falls (Private Facility),Texas,2011-01-01,9,3,0,0,0,3,1,0,0,0,0,1,2,19,17,36,107,33.64,60,,,,
Falls (Private Facility),Texas,2010-12-01,4,6,0,0,0,4,2,0,0,0,0,4,2,22,16,38,107,35.51,58,,,,
Falls (Private Facility),Texas,2010-11-01,11,0,0,1,0,7,4,0,0,3,0,0,0,26,17,43,107,40.19,53.3,,,,
Falls (Private Facility),Texas,2010-10-01,11,2,0,2,1,7,5,0,0,4,0,0,3,35,33,68,107,63.55,28,,,,
Falls (Private Facility),Texas,2010-09-01,13,2,0,2,1,7,2,0,0,3,0,0,4,34,39,73,107,68.22,23,,,,
Falls (Private Facility),Texas,2010-08-01,13,1,0,2,2,11,4,0,0,4,0,0,6,43,30,73,107,68.22,23,,,,
Falls (Private Facility),Texas,2010-07-01,15,5,0,2,1,10,8,0,0,4,0,0,6,51,40,91,107,85.05,0,,,,
Falls (Private Facility),Texas,2010-06-01,10,6,1,0,1,6,7,0,0,3,0,0,4,38,48,86,107,80.37,10,,,,
Falls (Private Facility),Texas,2010-05-01,16,3,0,0,0,12,2,1,0,4,0,0,3,41,49,90,107,84.11,0,,,,
Falls (Private Facility),Texas,2010-04-01,17,1,0,0,0,10,2,1,0,3,0,0,3,37,44,81,107,75.7,15,,,,
Falls (Private Facility),Texas,2010-03-01,18,1,0,0,0,13,3,2,0,2,0,0,3,39,53,92,107,85.98,0,,,,
Falls (Private Facility),Texas,2010-02-01,9,0,0,0,0,8,3,1,0,4,0,0,16,27,61,88,107,82.24,0,,,,
Falls (Private Facility),Texas,2010-01-01,13,0,0,1,0,11,1,4,0,1,0,0,0,28,69,97,107,90.65,0,,,,
Falls (Private Facility),Texas,2009-12-01,12,1,0,0,0,8,1,5,0,1,0,0,2,30,68,98,107,91.59,0,,,,
Falls (Private Facility),Texas,2009-11-01,15,1,0,0,0,9,0,2,0,0,0,0,1,27,60,87,107,81.31,0,,,,
Falls (Private Facility),Texas,2009-10-01,14,2,0,0,1,14,0,2,0,1,0,0,7,41,38,79,107,73.83,17,,,,
Falls (Private Facility),Texas,2009-09-01,14,0,0,0,1,6,0,2,0,6,0,0,7,36,53,89,107,83.18,0,,,,
Falls (Private Facility),Texas,2009-08-01,11,0,0,0,1,6,1,1,0,4,0,0,4,28,62,90,107,84.11,0,,,,
Falls (Private Facility),Texas,2009-07-01,12,2,0,1,1,12,1,0,0,4,0,0,18,51,47,98,107,91.59,0,,,,
Falls (Private Facility),Texas,2009-06-01,8,1,0,1,1,11,1,0,0,4,0,0,19,46,54,100,107,93.46,0,,,,
Falls (Private Facility),Texas,2009-05-01,14,1,0,0,0,13,5,0,0,3,0,0,14,50,53,103,107,96.26,0,,,,
Falls (Private Facility),Texas,2009-04-01,11,2,0,3,0,12,3,2,0,4,0,0,1,38,64,102,107,95.33,0,,,,
Falls (Private Facility),Texas,2009-03-01,13,5,0,3,0,11,3,2,0,2,0,0,1,40,58,98,107,91.59,0,,,,
Falls (Private Facility),Texas,2009-02-01,9,0,0,2,1,7,2,1,0,4,0,0,5,31,63,94,107,87.85,0,,,,
Falls (Private Facility),Texas,2009-01-01,7,3,0,3,1,6,0,0,0,2,0,0,3,25,60,85,107,79.44,11,,,,
Falls (Private Facility),Texas,2008-12-01,12,1,0,5,1,8,0,2,0,1,0,0,4,34,62,96,107,89.72,0,,,,
Falls (Private Facility),Texas,2008-11-01,10,2,0,6,0,15,2,0,10,2,0,0,3,40,53,93,107,86.92,0,,,,
Falls (Private Facility),Texas,2008-10-01,13,3,0,4,0,7,1,0,15,1,0,1,0,29,57,86,107,80.37,10,,,,
Falls (Private Facility),Texas,2008-09-01,7,3,2,2,0,14,0,0,12,1,0,1,0,28,73,101,107,94.39,0,,,,
Falls (Private Facility),Texas,2008-08-01,8,0,0,2,1,15,3,0,0,1,0,0,0,30,55,85,107,79.44,11,,,,
Falls (Private Facility),Texas,2008-07-01,12,3,0,3,1,12,0,0,16,1,0,1,15,47,54,101,107,94.39,0,,,,
Falls (Private Facility),Texas,2008-06-01,13,0,0,2,0,9,1,0,0,3,0,0,7,34,62,96,107,89.72,0,,,,
Falls (Private Facility),Texas,2008-05-01,8,1,0,2,0,15,0,0,0,2,1,0,7,35,42,77,107,71.96,19,,,,
Falls (Private Facility),Texas,2008-04-01,12,2,0,2,0,16,0,2,0,1,1,0,12,48,39,87,107,81.31,0,,,,
Falls (Private Facility),Texas,2008-03-01,9,1,0,3,0,9,1,0,0,2,0,0,19,34,40,74,107,69.16,22,,,,
Falls (Private Facility),Texas,2008-02-01,7,3,0,2,0,7,3,0,0,2,0,1,7,32,51,83,107,77.57,13,,,,
Falls (Private Facility),Texas,2008-01-01,3,4,0,2,0,6,2,1,0,4,0,0,16,38,55,93,107,86.92,0,,,,
