county,state,year,number_of_inmates_booked,average_daily_population
Pulaski,Illinois,2016,,
Pulaski,Illinois,2015,,
Pulaski,Illinois,2014,,
Pulaski,Illinois,2013,,
Pulaski,Illinois,2012,,
Pulaski,Illinois,2011,,
Pulaski,Illinois,2010,,
Pulaski,Illinois,2009,,
Pulaski,Illinois,2008,,
Pulaski,Illinois,2007,,
Pulaski,Illinois,2006,,
Pulaski,Illinois,2005,,
Pulaski,Illinois,2004,,
Pulaski,Illinois,2003,,
Pulaski,Illinois,2002,,
Pulaski,Illinois,2001,,
Pulaski,Illinois,2000,,
Pulaski,Illinois,1999,,
Pulaski,Illinois,1998,,
Pulaski,Illinois,1997,,
Pulaski,Illinois,1996,,
Pulaski,Illinois,1995,,
Pulaski,Illinois,1994,,
Pulaski,Illinois,1993,,
Pulaski,Illinois,1992,,
Pulaski,Illinois,1991,,
Pulaski,Illinois,1990,,
Pulaski,Illinois,1989,,
Pulaski,Illinois,1988,66,3
Pulaski,Illinois,1987,147,3
Pulaski,Illinois,1986,100,1
Pulaski,Illinois,1985,73,3
Pulaski,Illinois,1984,210,7
Pulaski,Illinois,1983,264,8
Pulaski,Illinois,1982,263,8
Pulaski,Illinois,1981,297,6
