county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Webb Private Facility,Texas,2002-11-01,0,0,0,0,0,0,0,0,508,0,0,0,0,0,508,508,503,101,0,,,,
Webb Private Facility,Texas,2002-10-01,0,0,0,0,0,0,0,0,553,0,0,0,0,0,553,553,503,109.94,0,,,,
Webb Private Facility,Texas,2002-09-01,0,0,0,0,0,0,0,0,562,0,0,0,0,0,562,562,503,111.73,0,,,,
Webb Private Facility,Texas,2002-08-01,0,0,0,0,0,0,0,0,588,0,0,0,0,0,588,588,503,116.9,0,,,,
Webb Private Facility,Texas,2002-07-01,0,0,0,0,0,0,0,0,461,0,0,0,0,0,461,461,503,91.65,0,,,,
Webb Private Facility,Texas,2002-06-01,0,0,0,0,0,0,0,0,575,0,0,0,0,0,575,575,503,114.31,0,,,,
Webb Private Facility,Texas,2002-05-01,0,0,0,0,0,0,0,0,558,0,0,0,0,0,558,558,503,110.93,0,,,,
Webb Private Facility,Texas,2002-04-01,0,0,0,0,0,0,0,0,527,0,0,0,0,0,527,527,503,104.77,0,,,,
Webb Private Facility,Texas,2002-03-01,0,0,0,0,0,0,0,0,422,0,0,0,0,0,422,422,503,83.9,31,,,,
Webb Private Facility,Texas,2002-02-01,0,0,0,0,0,0,0,0,349,0,0,0,0,0,349,349,503,69.38,104,,,,
Webb Private Facility,Texas,2002-01-01,0,0,0,0,0,0,0,0,308,0,0,0,0,0,308,308,503,61.23,145,,,,
Webb Private Facility,Texas,2001-12-01,0,0,0,0,0,0,0,0,291,0,0,0,0,0,291,291,503,57.85,162,,,,
Webb Private Facility,Texas,2001-11-01,0,0,0,0,0,0,0,0,402,0,0,0,0,0,402,402,503,79.92,51,,,,
Webb Private Facility,Texas,2001-10-01,0,0,0,0,0,0,0,0,482,0,0,0,0,0,482,482,503,95.83,0,,,,
Webb Private Facility,Texas,2001-09-01,0,0,0,0,0,0,0,0,458,0,0,0,0,0,458,458,503,91.05,0,,,,
Webb Private Facility,Texas,2001-08-01,0,0,0,0,0,0,0,0,303,0,0,0,0,0,303,303,503,60.24,150,,,,
Webb Private Facility,Texas,2001-07-01,0,0,0,0,0,0,0,0,294,0,0,0,0,0,294,294,503,58.45,159,,,,
Webb Private Facility,Texas,2001-06-01,0,0,0,0,0,0,0,0,348,0,0,0,0,0,348,348,503,69.18,105,,,,
Webb Private Facility,Texas,2001-05-01,0,0,0,0,0,0,0,0,310,0,0,0,0,0,310,310,503,61.63,143,,,,
Webb Private Facility,Texas,2001-04-01,0,0,0,0,0,0,0,0,520,0,0,0,0,0,520,520,503,103.38,0,,,,
Webb Private Facility,Texas,2001-03-01,0,0,0,0,0,0,0,0,348,0,0,0,0,0,348,348,508,68.5,109,,,,
Webb Private Facility,Texas,2001-02-01,0,0,0,0,0,0,0,0,270,0,0,0,0,0,270,270,508,53.15,187,,,,
Webb Private Facility,Texas,2001-01-01,0,0,0,0,0,0,0,0,231,0,0,0,0,0,231,231,508,45.47,226,,,,
Webb Private Facility,Texas,2000-12-01,0,0,0,0,0,0,0,0,314,0,0,0,0,0,314,314,508,61.81,143,,,,
Webb Private Facility,Texas,2000-11-01,0,0,0,0,0,0,0,0,314,0,0,0,0,0,314,314,508,61.81,143,,,,
Webb Private Facility,Texas,2000-10-01,0,0,0,0,0,3,0,0,358,0,3,0,0,6,363,369,508,72.64,88,,,,
Webb Private Facility,Texas,2000-09-01,0,0,0,0,0,1,0,0,384,0,0,0,0,1,399,400,508,78.74,57,,,,
Webb Private Facility,Texas,2000-08-01,0,0,0,0,0,0,0,0,423,0,0,0,0,0,443,443,508,87.2,14,,,,
Webb Private Facility,Texas,2000-07-01,0,0,0,0,0,5,0,0,408,0,0,5,0,10,425,435,508,85.63,22,,,,
Webb Private Facility,Texas,2000-06-01,0,0,0,0,0,5,0,0,423,0,0,5,0,10,465,475,508,93.5,0,,,,
Webb Private Facility,Texas,2000-05-01,0,0,0,0,0,4,0,0,437,1,0,0,0,5,468,473,508,93.11,0,,,,
Webb Private Facility,Texas,2000-04-01,0,0,0,0,0,8,1,1,331,2,0,2,0,14,352,366,508,72.05,91,,,,
Webb Private Facility,Texas,2000-03-01,0,0,0,0,0,4,0,0,261,2,2,6,0,14,323,337,508,66.34,120,,,,
Webb Private Facility,Texas,2000-02-01,0,0,0,0,0,1,0,0,149,0,0,3,0,4,220,224,508,44.09,233,,,,
Webb Private Facility,Texas,2000-01-01,0,0,0,0,0,0,0,0,146,1,3,0,0,4,212,216,508,42.52,241,,,,
Webb Private Facility,Texas,1999-12-01,0,0,0,0,0,0,0,0,143,0,1,2,0,3,209,212,508,41.73,245,,,,
Webb Private Facility,Texas,1999-11-01,0,0,0,0,0,0,0,1,124,0,0,0,0,1,166,167,508,32.87,290,,,,
Webb Private Facility,Texas,1999-10-01,0,0,0,0,0,3,3,2,126,0,0,4,2,12,183,195,508,38.39,262,,,,
