county,state,year,num_pretrial_felons,num_convicted_felons,num_convicted_felony_sentenced_jail,num_parole_violators,num_parole_violators_new_charge,num_pretrial_misdemeanor,num_convicted_misdemeanor,num_bench_warrants,num_federal,num_pretrial_state_jail_felons,num_convicted_state_jail_felons_to_county_jail_time,num_convicted_state_jail_felons_to_state_jail_time,total_others,total_local,total_contract,total_population,total_capacity,percent_of_capacity,available_beds,num_pregnant_women,num_of_immigrant_detainer_inmates,num_of_immigrant_detainer_inmate_days,immigrant_detainer_cost_in_dollars
Washington,Texas,2017-12-01,34,9,0,1,4,7,11,0,0,13,0,0,2,81,0,81,177,45.76,78,,,,
Washington,Texas,2017-11-01,33,4,0,1,2,7,11,0,0,9,0,0,0,67,0,67,177,37.85,92,0,0,0,0
Washington,Texas,2017-10-01,44,7,1,3,2,8,10,0,0,8,1,1,0,85,0,85,177,48.02,74,0,0,0,0
Washington,Texas,2017-09-01,33,7,1,1,1,5,10,0,0,8,1,1,0,68,0,68,177,38.42,91,0,0,0,0
Washington,Texas,2017-08-01,45,2,0,1,3,6,13,0,0,7,0,0,0,77,0,77,177,43.5,82,0,0,0,0
Washington,Texas,2017-07-01,35,10,1,0,2,7,8,0,0,7,1,2,0,73,0,73,177,41.24,86,0,0,0,0
Washington,Texas,2017-06-01,39,8,0,0,2,4,3,0,0,10,0,1,1,68,0,68,177,38.42,91,0,0,0,0
Washington,Texas,2017-05-01,42,14,1,0,2,9,8,0,0,7,1,1,0,85,0,85,177,48.02,74,0,0,0,0
Washington,Texas,2017-04-01,42,8,1,4,0,9,9,0,0,7,1,2,0,83,0,83,177,46.89,76,0,0,0,0
Washington,Texas,2017-03-01,44,9,1,3,4,5,11,0,0,5,0,0,0,82,0,82,177,46.33,77,0,0,0,0
Washington,Texas,2017-02-01,36,10,1,2,5,6,8,1,0,6,0,2,1,78,0,78,177,44.07,81,0,0,0,0
Washington,Texas,2017-01-01,36,11,0,2,4,8,7,0,0,5,0,0,1,74,0,74,177,41.81,85,0,0,0,0
