agency,year,state,population,ORI,actual_single_occupancy,actual_other_residential,actual_storage,actual_industrial,actual_other_commercial,actual_community_public,actual_all_other_structures,actual_total_structures,actual_motor_vehicles,actual_other_mobile,actual_total_mobile,actual_all_other_arsons,actual_grand_total,total_cleared_single_occupancy,total_cleared_other_residential,total_cleared_storage,total_cleared_industrial,total_cleared_other_commercial,total_cleared_community_public,total_cleared_all_other_structures,total_cleared_total_structures,total_cleared_motor_vehicles,total_cleared_other_mobile,total_cleared_total_mobile,total_cleared_all_other_arsons,total_cleared_grand_total,cleared_18_single_occupancy,cleared_18_other_residential,cleared_18_storage,cleared_18_industrial,cleared_18_other_commercial,cleared_18_community_public,cleared_18_all_other_structures,cleared_18_total_structures,cleared_18_motor_vehicles,cleared_18_other_mobile,cleared_18_total_mobile,cleared_18_all_other_arsons,cleared_18_grand_total,unfounded_single_occupancy,unfounded_other_residential,unfounded_storage,unfounded_industrial,unfounded_other_commercial,unfounded_community_public,unfounded_all_other_structures,unfounded_total_structures,unfounded_motor_vehicles,unfounded_other_mobile,unfounded_total_mobile,unfounded_all_other_arsons,unfounded_grand_total,estimated_damage_single_occupancy,estimated_damage_other_residential,estimated_damage_storage,estimated_damage_industrial,estimated_damage_other_commercial,estimated_damage_community_public,estimated_damage_all_other_structures,estimated_damage_total_structures,estimated_damage_motor_vehicles,estimated_damage_other_mobile,estimated_damage_total_mobile,estimated_damage_all_other_arsons,estimated_damage_grand_total
Mobile Police Department,2023,Alabama,237469,AL00201,2,0,0,0,0,0,0,2,2,0,2,2,6,2,0,0,0,0,0,0,2,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000
Mobile Police Department,2022,Alabama,239323,AL00201,2,0,2,0,1,0,0,5,7,0,7,2,15,1,0,0,0,0,0,0,1,3,0,3,1,6,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,208,1,0,1,52,261
Mobile Police Department,2021,Alabama,242894,AL00201,2,1,0,0,0,0,0,3,1,0,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,2020,Alabama,,AL00201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Police Department,2019,Alabama,,AL00201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Police Department,2018,Alabama,245475,AL00201,29,11,0,0,4,0,8,48,3,0,3,8,55,3,2,0,0,3,0,3,8,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,2017,Alabama,248431,AL00201,18,7,0,0,7,0,2,34,19,0,19,4,57,11,4,0,0,4,0,1,20,3,0,3,2,25,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,2016,Alabama,249921,AL00201,24,10,0,0,4,0,8,46,2,0,2,0,48,3,1,0,0,3,0,3,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,2015,Alabama,250346,AL00201,12,8,0,0,4,0,6,30,1,0,1,0,31,1,1,0,0,3,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,2014,Alabama,250655,AL00201,54,9,0,0,9,1,0,73,45,1,46,1,120,7,1,0,0,4,1,0,13,1,1,2,0,15,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,2013,Alabama,250557,AL00201,24,2,0,0,8,1,0,35,23,6,29,2,66,3,0,0,0,0,1,0,4,1,0,1,0,5,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,2012,Alabama,251516,AL00201,30,3,1,0,5,2,0,41,21,1,22,3,66,2,0,0,0,1,0,0,3,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,2011,Alabama,251869,AL00201,31,10,3,0,1,4,1,50,12,1,13,7,70,13,5,3,0,0,2,0,23,1,0,1,3,27,1,0,1,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,2010,Alabama,251106,AL00201,30,6,4,0,6,5,2,53,21,3,24,0,77,1,1,1,0,0,1,1,5,8,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,2009,Alabama,246171,AL00201,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,2008,Alabama,251041,AL00201,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,2007,Alabama,253842,AL00201,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,2006,Alabama,250152,AL00201,47,7,2,0,9,0,4,69,38,5,43,0,112,6,1,0,0,2,0,0,9,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,191202,2267,0,0,756,0,0,194225,37787,2267,40054,0,234279
Mobile Police Department,2005,Alabama,249798,AL00201,40,4,2,0,6,3,1,56,33,3,36,0,92,4,1,0,0,1,1,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2372,28084,0,0,47587,0,0,78043,31517,7801,39006,0,117361
Mobile Police Department,2004,Alabama,250593,AL00201,49,13,2,0,11,2,4,81,44,3,47,1,129,5,1,0,0,1,0,0,7,0,1,1,0,8,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,2,11292,0,0,0,0,0,0,11292,34683,0,34683,0,45975
Mobile Police Department,2003,Alabama,251345,AL00201,44,11,2,0,2,1,2,62,55,9,64,3,129,6,0,0,0,0,0,0,6,1,1,2,0,8,1,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,1,0,2,0,0,0,0,2,169777,1325,0,0,0,0,0,171102,82818,0,82818,0,253920
Mobile Police Department,2002,Alabama,256542,AL00201,23,8,1,0,8,6,0,46,50,0,50,1,97,1,1,1,0,0,3,0,6,2,0,2,0,8,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33879,0,0,0,0,169,0,34049,5759,0,5759,0,39808
Mobile Police Department,2001,Alabama,255551,AL00201,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,2000,Alabama,254779,AL00201,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,1999,Alabama,243239,AL00201,50,5,1,0,8,2,3,69,47,0,47,0,116,3,0,0,0,1,0,0,4,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45913,9146,0,0,0,0,366,55425,35670,0,35670,0,91095
Mobile Police Department,1998,Alabama,245233,AL00201,77,10,3,1,9,3,1,104,46,0,46,5,155,3,1,0,0,1,0,0,5,1,0,1,0,6,1,1,0,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,260011,37385,0,0,0,0,0,297396,43927,0,43927,93,341417
Mobile Police Department,1997,Alabama,209336,AL00201,63,13,6,0,3,5,1,91,58,5,63,6,160,3,0,0,0,0,1,0,4,1,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89218,0,0,0,0,9491,0,98709,21830,13288,35118,0,133827
Mobile Police Department,1996,Alabama,207106,AL00201,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,1995,Alabama,206138,AL00201,50,9,3,0,5,5,2,74,47,0,47,0,121,2,2,0,0,1,2,0,7,2,0,2,0,9,0,1,0,0,0,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,49589,3999,0,0,0,200,0,53789,21995,0,21995,0,75784
Mobile Police Department,1994,Alabama,205846,AL00201,21,5,0,0,6,1,2,35,6,1,7,1,43,2,2,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5139,0,0,0,18501,206,0,23846,0,0,0,0,23846
Mobile Police Department,1993,Alabama,204286,AL00201,23,6,1,1,5,3,2,41,8,3,11,0,52,4,0,1,0,1,2,1,9,0,2,2,0,11,1,0,1,0,1,2,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,1992,Alabama,200911,AL00201,19,10,0,0,5,8,1,43,13,2,15,3,61,3,1,0,0,1,3,1,9,1,0,1,0,10,0,0,0,0,1,3,1,5,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,2823,543,0,3909,16884,0,16884,0,20792
Mobile Police Department,1991,Alabama,198629,AL00201,17,5,2,0,3,2,0,29,13,2,15,0,44,4,2,0,0,0,0,0,6,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,1990,Alabama,196278,AL00201,9,6,0,0,2,3,1,21,4,1,5,3,29,2,4,0,0,0,1,0,7,1,0,1,1,9,1,1,0,0,0,1,0,3,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,1989,Alabama,209507,AL00201,18,1,0,3,2,2,0,26,6,0,6,0,32,1,0,0,0,0,2,0,3,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79391,0,0,0,0,0,0,79391,0,0,0,0,79391
Mobile Police Department,1988,Alabama,211206,AL00201,14,3,2,0,4,1,2,26,10,0,10,0,36,2,2,0,0,1,0,0,5,1,0,1,0,6,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,386486,0,0,0,0,0,128829,515315,0,0,0,0,515315
Mobile Police Department,1987,Alabama,204800,AL00201,19,7,2,0,1,1,0,30,12,0,12,4,46,5,3,0,0,0,0,0,8,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2682,0,0,0,0,0,0,2682,2413,0,2413,0,5095
Mobile Police Department,1986,Alabama,208148,AL00201,18,1,2,0,6,3,1,31,12,2,14,2,47,3,0,0,0,0,1,0,4,1,2,3,0,7,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,1985,Alabama,,AL00201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Police Department,1984,Alabama,206882,AL00201,22,5,2,0,5,3,2,39,4,1,5,4,48,8,2,2,0,1,1,0,14,0,1,1,3,18,1,0,0,0,0,1,0,2,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile Police Department,1983,Alabama,204448,AL00201,47,8,2,0,14,3,1,75,12,1,13,2,90,9,1,1,0,2,0,0,13,0,0,0,0,13,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15296,0,0,0,0,0,0,15296,0,0,0,0,15296
Mobile Police Department,1982,Alabama,203622,AL00201,57,9,2,0,16,4,3,91,16,2,18,2,123,11,2,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,789382,0,0,789698,0,0,0,0,789698
Mobile Police Department,1981,Alabama,202227,AL00201,81,17,6,1,18,1,7,131,17,3,20,2,153,9,3,0,0,1,1,0,14,2,0,2,1,17,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0,0,1,0,0,2,0,0,0,0,2,83778,14410,0,0,0,0,3351,101539,28652,0,28652,0,130191
Mobile Police Department,1980,Alabama,199411,AL00201,68,18,5,0,26,7,6,130,30,3,33,4,167,15,4,1,0,1,2,2,25,4,0,4,1,30,1,0,1,0,0,2,2,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,92806,18487,0,0,451090,0,0,562384,31428,0,31428,0,593812
