agency,year,state,population,ORI,actual_single_occupancy,actual_other_residential,actual_storage,actual_industrial,actual_other_commercial,actual_community_public,actual_all_other_structures,actual_total_structures,actual_motor_vehicles,actual_other_mobile,actual_total_mobile,actual_all_other,actual_grand_total,total_cleared_single_occupancy,total_cleared_other_residential,total_cleared_storage,total_cleared_industrial,total_cleared_other_commercial,total_cleared_community_public,total_cleared_all_other_structures,total_cleared_total_structures,total_cleared_motor_vehicles,total_cleared_other_mobile,total_cleared_total_mobile,total_cleared_all_other,total_cleared_grand_total,cleared_18_single_occupancy,cleared_18_other_residential,cleared_18_storage,cleared_18_industrial,cleared_18_other_commercial,cleared_18_community_public,cleared_18_all_other_structures,cleared_18_total_structures,cleared_18_motor_vehicles,cleared_18_other_mobile,cleared_18_total_mobile,cleared_18_all_other,cleared_18_grand_total,unfounded_single_occupancy,unfounded_other_residential,unfounded_storage,unfounded_industrial,unfounded_other_commercial,unfounded_community_public,unfounded_all_other_structures,unfounded_total_structures,unfounded_motor_vehicles,unfounded_other_mobile,unfounded_total_mobile,unfounded_all_other,unfounded_grand_total,estimated_damage_single_occupancy,estimated_damage_other_residential,estimated_damage_storage,estimated_damage_industrial,estimated_damage_other_commercial,estimated_damage_community_public,estimated_damage_all_other_structures,estimated_damage_total_structures,estimated_damage_motor_vehicles,estimated_damage_other_mobile,estimated_damage_total_mobile,estimated_damage_all_other,estimated_damage_grand_total
Lawton Police Department,2023,Oklahoma,92137,OK01601,7,8,1,0,0,2,8,26,2,1,3,14,43,1,3,0,0,0,0,1,5,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,500,1500,3100,0,500,500,51,3651
Lawton Police Department,2022,Oklahoma,91596,OK01601,16,4,0,1,3,1,3,28,4,0,4,23,57,1,0,0,0,1,0,1,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,5,0,10
Lawton Police Department,2021,Oklahoma,92711,OK01601,14,10,1,0,3,0,5,33,2,0,2,8,44,3,1,0,0,0,0,0,4,1,0,1,3,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44979,11245,0,0,0,0,0,56224,0,0,0,62,56286
Lawton Police Department,2020,Oklahoma,92507,OK01601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawton Police Department,2019,Oklahoma,92256,OK01601,6,1,1,0,1,0,1,10,0,0,0,2,12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,2,14,5959,0,0,0,0,0,0,5959,0,0,0,0,5959
Lawton Police Department,2018,Oklahoma,93140,OK01601,9,2,1,0,0,0,0,12,2,1,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,4,0,0,0,0,11,65525,1820,0,0,0,0,0,67346,0,0,0,3519,69044
Lawton Police Department,2017,Oklahoma,94134,OK01601,3,0,2,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawton Police Department,2016,Oklahoma,96420,OK01601,9,2,0,0,1,0,0,12,1,0,1,0,13,2,0,0,0,1,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,3,385331,0,0,0,0,0,0,385331,0,0,0,0,385331
Lawton Police Department,2015,Oklahoma,96801,OK01601,25,1,2,0,0,1,2,31,7,2,9,6,46,14,0,0,0,0,1,1,16,0,0,0,1,17,3,0,0,0,0,1,1,5,0,0,0,1,6,1,1,0,0,0,0,0,2,0,0,0,0,2,6428,0,0,0,0,0,0,6428,0,0,0,129,6556
Lawton Police Department,2014,Oklahoma,96966,OK01601,13,0,1,0,3,1,1,19,9,1,10,18,47,5,0,0,0,3,0,0,8,0,0,0,3,11,1,0,0,0,1,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,1,1,2,3,5,0,0,0,0,129,0,0,129,19306,0,19306,1287,20722
