agency,year,state,population,ORI,actual_single_occupancy,actual_other_residential,actual_storage,actual_industrial,actual_other_commercial,actual_community_public,actual_all_other_structures,actual_total_structures,actual_motor_vehicles,actual_other_mobile,actual_total_mobile,actual_all_other_arsons,actual_grand_total,total_cleared_single_occupancy,total_cleared_other_residential,total_cleared_storage,total_cleared_industrial,total_cleared_other_commercial,total_cleared_community_public,total_cleared_all_other_structures,total_cleared_total_structures,total_cleared_motor_vehicles,total_cleared_other_mobile,total_cleared_total_mobile,total_cleared_all_other_arsons,total_cleared_grand_total,cleared_18_single_occupancy,cleared_18_other_residential,cleared_18_storage,cleared_18_industrial,cleared_18_other_commercial,cleared_18_community_public,cleared_18_all_other_structures,cleared_18_total_structures,cleared_18_motor_vehicles,cleared_18_other_mobile,cleared_18_total_mobile,cleared_18_all_other_arsons,cleared_18_grand_total,unfounded_single_occupancy,unfounded_other_residential,unfounded_storage,unfounded_industrial,unfounded_other_commercial,unfounded_community_public,unfounded_all_other_structures,unfounded_total_structures,unfounded_motor_vehicles,unfounded_other_mobile,unfounded_total_mobile,unfounded_all_other_arsons,unfounded_grand_total,estimated_damage_single_occupancy,estimated_damage_other_residential,estimated_damage_storage,estimated_damage_industrial,estimated_damage_other_commercial,estimated_damage_community_public,estimated_damage_all_other_structures,estimated_damage_total_structures,estimated_damage_motor_vehicles,estimated_damage_other_mobile,estimated_damage_total_mobile,estimated_damage_all_other_arsons,estimated_damage_grand_total
Odessa Police Department,2023,Texas,107932,TX06802,10,1,0,0,0,0,0,11,1,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odessa Police Department,2022,Texas,106389,TX06802,4,1,1,0,1,0,1,8,4,0,4,3,16,1,0,0,0,1,0,0,2,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,104
Odessa Police Department,2021,Texas,126052,TX06802,7,1,1,0,0,0,1,10,3,1,4,2,16,4,1,0,0,0,0,1,6,0,0,0,1,7,3,0,0,0,0,0,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,160132,57461,261612,0,0,0,0,479205,0,0,0,0,479205
Odessa Police Department,2020,Texas,124059,TX06802,8,0,0,0,3,1,1,13,1,1,2,7,22,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odessa Police Department,2019,Texas,121278,TX06802,9,0,0,0,1,0,0,10,3,1,4,3,17,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27174,0,0,0,0,0,0,27174,0,0,0,131,27305
Odessa Police Department,2018,Texas,117453,TX06802,4,0,1,0,1,0,0,5,2,0,2,0,8,4,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9707,0,1213,0,0,0,0,10921,0,0,0,0,10921
Odessa Police Department,2017,Texas,119128,TX06802,5,0,0,0,2,1,0,8,2,0,2,0,10,1,0,0,0,0,1,0,2,1,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9945,0,9945,0,9945
Odessa Police Department,2016,Texas,123209,TX06802,3,3,0,0,3,2,0,11,3,0,3,0,14,0,0,0,0,1,1,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270,0,0,0,0,0,0,1270,25391,0,25391,0,26661
Odessa Police Department,2015,Texas,118606,TX06802,16,0,0,0,2,0,0,18,13,0,13,0,31,5,0,0,0,0,0,0,5,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286,0,0,0,0,0,0,1286,16712,0,16712,0,17998
Odessa Police Department,2014,Texas,113619,TX06802,8,0,0,0,4,1,0,13,11,0,11,0,24,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odessa Police Department,2013,Texas,108265,TX06802,5,0,1,0,1,0,0,7,6,0,6,0,13,1,0,0,0,1,0,0,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odessa Police Department,2012,Texas,103635,TX06802,12,1,3,0,1,0,0,17,6,0,6,0,23,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odessa Police Department,2011,Texas,102043,TX06802,13,2,1,0,2,0,0,18,6,0,6,0,24,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9482,0,0,0,0,0,0,9482,2709,0,2709,0,12191
Odessa Police Department,2010,Texas,99940,TX06802,5,1,3,0,0,0,0,9,7,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795,0,0,0,0,2795,4192,0,4192,0,6987
Odessa Police Department,2009,Texas,99770,TX06802,10,6,3,0,0,1,0,20,10,0,10,0,30,1,0,0,0,0,3,0,4,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2841,710,0,0,0,0,3551,0,0,0,0,3551
Odessa Police Department,2008,Texas,97644,TX06802,18,3,3,0,2,1,0,27,5,0,5,0,32,1,1,1,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,56609,0,0,283,0,0,58307,0,0,0,0,58307
Odessa Police Department,2007,Texas,95839,TX06802,3,3,0,0,1,0,0,7,7,0,7,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odessa Police Department,2006,Texas,96197,TX06802,16,0,2,0,5,2,0,25,4,0,4,4,33,2,0,1,0,0,2,0,5,0,0,0,0,5,1,0,1,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,61298,0,7557,0,0,0,0,68855,0,0,0,453,69309
